tick,sim_time,agent,observation_datetime_start,observation_location,observation_action,observation_environment_description,observation_recent_history,observation_state_summary,reflection_plan_alignment,reflection_boredom_fatigue,reflection_attention_stability,reflection_rumination_level,reflection_rumination_theme,reflection_emotional_residue,reflection_emerging_through_pattern,reflection_competing_stimuli,reflection_executive_insight,reflection_meta_rule,reflection_state_summary,reflection_reasoning,home:bathroom,plan_action,plan_datetime_start,plan_duration_min,plan_topic,plan_state_summary,should_drift,drift_type,drift_topic,,drift_intensity,drift_potential_recovery,drift_justification,drift_datetime_start,drift_duration_min,2023-02-13 06:00,15,morning_routine,Isabella feels energized and ready to start the day.,False,none,,"Isabella continues her morning routine, staying grounded while managing the urge to dive into work emails early.",2023-02-13 06:15,"Continuing the morning routine in the bathroom, focusing on hygiene while resisting the urge to check work emails.",2023-02-13 06:30,"Continuing the morning routine as planned, resisting the distraction of work emails.",2023-02-13 06:45,"Isabella continues her morning routine, focusing on sensory grounding to resist the distraction of work emails and digital notifications.",2023-02-13 07:00,"Isabella finishes her bathroom routine, maintaining her schedule despite the distraction of work notifications.",2023-02-13 07:15,"Isabella moves to the kitchen for breakfast, attempting to focus on her meal instead of work emails.",2023-02-13 07:30,"Isabella continues her morning routine in the bathroom, attempting to focus on self-care despite the distraction of work notifications.",2023-02-13 07:45,"Moving to the kitchen for a low-effort breakfast, aiming to disconnect from work emails and ground herself.",2023-02-13 08:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,"Isabella focuses on her meal in the kitchen, attempting to lower cognitive load by physically distancing herself from work notifications.",2023-02-13 08:15,Engaging in tactile cafe tasks to ground attention and reduce digital notification anxiety as per the reset_plan rule.,2023-02-13 08:30,"Silencing the phone to break the notification loop and focusing on simple, tactile cafe organization to ground attention.",2023-02-13 08:45,"Isabella moves to the storage room to focus on restocking, physically distancing herself from her phone to manage digital anxiety and regain focus.",2023-02-13 09:00,Isabella will perform basic counter duties while keeping her phone out of reach to mitigate notification-induced anxiety and regain focus.,2023-02-13 09:15,"Isabella shifts to low-load tasks at the counter, prioritizing mental stabilization by physically distancing herself from her phone.",2023-02-13 09:30,Isabella simplifies her counter duties and moves her phone away to manage digital anxiety and stabilize her focus.,2023-02-13 09:45,Engaging in low-effort counter tasks to stabilize focus and manage digital anxiety as per the reset_plan rule.,2023-02-13 10:00,Isabella stows her phone to reduce digital anxiety and shifts to low-cognitive-load counter tasks to reset her focus.,2023-02-13 10:15,Isabella moves to the storage room to put her phone away and reset with low-stress inventory tasks.,2023-02-13 10:30,Isabella shifts to low-cognitive-load counter organization to break the digital anxiety loop and physically stow her phone.,2023-02-13 10:45,"Isabella moves to the storage area to restock, creating physical distance from her phone to break the cycle of digital anxiety.",2023-02-13 11:00,"Isabella will focus on simple, tactile tasks at the counter to ground herself and distance herself from digital distractions.",2023-02-13 11:15,Stepping into the storage room for a brief break to disconnect from digital anxiety and reset executive control.,2023-02-13 11:30,Taking a low-cognitive-load break to disrupt the compulsive phone-checking loop and manage high fatigue as per the reset_plan rule.,2023-02-13 11:45,Engaging in a low-cognitive-load restocking task to physically distance from phone notifications and reset focus.,2023-02-13 12:00,lunch_spot,lunch,Enjoying a social lunch while discussing party plans with friends.,"Engaging in simple, repetitive tidying at the counter to lower cognitive load and resist digital compulsions.",2023-02-13 12:15,Isabella will silence her phone to break the digital loop and focus on her meal to lower cognitive load.,2023-02-13 12:30,Focusing on the meal and distancing the phone to break the digital compulsion loop.,2023-02-13 12:45,Transitioning to the library; attempting a low-load start by organizing physical notes and distancing from digital notifications to reset focus.,2023-02-13 13:00,"Isabella focuses on her meal, attempting to distance herself from digital pings to lower her cognitive load and recover focus.",2023-02-13 13:15,"Isabella attempts a low-stimulation lunch, putting her phone away to manage digital compulsion and high fatigue.",2023-02-13 13:30,Isabella powers off her phone to break the digital loop and focuses on her meal to recover from extreme fatigue.,2023-02-13 13:45,"Resetting social engagement to a low-load, passive mode to recover from digital fatigue while remaining at the cafe.",2023-02-13 14:00,Hobbs_Cafe:decor_area,event_preparation,Assessing the cafe space to determine what decorations are still needed.,"Isabella shifts to a low-effort lunch, focusing on her food and ignoring her phone to recover from digital fatigue.",2023-02-13 14:15,Focusing on low-effort tactile decorating to mitigate fatigue and break the digital notification loop.,2023-02-13 14:30,"Isabella focuses on tactile decor tasks to ground herself and escape digital notification loops, following the reset_plan rule.",2023-02-13 14:45,"Isabella focuses on the tactile sensation of crepe paper to ground herself, simplifying the decor task to manage high digital fatigue.",2023-02-13 15:00,"Isabella silences her phone to focus on the physical task of handling crepe paper, seeking grounding to counter digital fatigue.",2023-02-13 15:15,Isabella focuses on the texture of crepe paper while decorating to manage digital fatigue and maintain grounding.,2023-02-13 15:30,Isabella focuses on the physical textures of decorations to ground herself and mitigate digital notification compulsion.,2023-02-13 15:45,Taking a low-intensity break to manage digital fatigue and stabilize focus through tactile grounding with crepe paper.,2023-02-13 16:00,Willow_Market_and_Pharmacy:grocery_area,shopping,Purchasing final supplies and inviting Tom to the party.,Switching to low-cognitive-load restocking to break the grounding loop and refocus on the physical environment.,2023-02-13 16:15,Focusing on a simplified shopping list to reduce cognitive load and resist digital distractions.,2023-02-13 16:30,Isabella silences her phone to manage digital fatigue while focusing on a simplified shopping list to handle sensory overwhelm.,2023-02-13 16:45,"Isabella simplifies her shopping task, focusing on immediate needs while grounding herself to manage sensory overload and digital fatigue.",2023-02-13 17:00,Isabella is prioritizing speed over perfection to finish her shopping and escape the overwhelming sensory environment of the market.,2023-02-13 17:15,"Isabella focuses on the last few items on her list, aiming to finish quickly and avoid further sensory overwhelm.",2023-02-13 17:30,"Isabella moves to the checkout to finalize her shopping, focusing on leaving the overstimulating environment to manage her sensory fatigue.",2023-02-13 17:45,Isabella focuses on completing her purchase quickly to escape the sensory noise of the market.,2023-02-13 18:00,decorate,Finishing the primary decorations for the Valentine's event.,Isabella is completing her checkout as quickly as possible to escape the sensory overload of the market.,2023-02-13 18:15,"Focusing on simple, tactile decorating tasks at the cafe to manage sensory fatigue while staying on schedule.",2023-02-13 18:30,"Isabella continues decorating at a slower pace, silencing her phone to manage sensory fatigue and maintain focus.",2023-02-13 18:45,Isabella focuses on physical textures while decorating to manage high sensory fatigue and avoid digital pings.,2023-02-13 19:00,"Prioritizing simple, repetitive decorating tasks to stay grounded and manage sensory overload while remaining at the cafe.",2023-02-13 19:15,"Focusing on simple, tactile decorating to manage sensory overload and fatigue while remaining in the current cafe slot.",2023-02-13 19:30,"Isabella simplifies her decorating work to focus on tactile grounding, managing sensory overload by ignoring digital distractions.",2023-02-13 19:45,"Simplifying decoration tasks to focus on grounding tactile movements, reducing cognitive load to manage sensory exhaustion.",2023-02-13 20:00,home:living_room,relax,Winding down after a productive day of work and planning.,"Continuing decorating with a low-intensity, sensory-friendly approach to manage extreme fatigue and prevent burnout.",2023-02-13 20:15,Prioritizing sensory recovery and physical comfort with tea to ground herself and move away from work-related thoughts.,2023-02-13 20:30,Prioritizing sensory silence and low-effort relaxation to manage high fatigue and prevent burnout.,2023-02-13 20:45,"Isabella prioritizes sensory silence and physical comfort, sipping tea in low light to recover from high fatigue.",2023-02-13 21:00,Transitioning to a low-stimulation environment to ensure deep rest and prevent work-related thoughts from resurfacing.,2023-02-13 21:15,Isabella is focusing on sensory grounding and physical recovery to manage extreme fatigue and fragile attention.,2023-02-13 21:30,Prioritizing sensory silence and physical comfort to mitigate extreme fatigue and prevent work-related mental drift.,2023-02-13 21:45,"Isabella remains in the living room, shifting to gentle sensory grounding to manage exhaustion and maintain mental stability.",2023-02-13 22:00,night_routine,Preparing for bed to ensure a full night's rest.,Engaging in low-effort sensory rituals to displace work-related rumination and prepare for rest.,2023-02-13 22:15,Isabella focuses on the sensation of water and routine tasks to ground herself and displace work-related mental residue before bed.,2023-02-13 22:30,"Isabella simplifies her night routine, focusing on sensory grounding to manage fatigue and work-related rumination before bed.",2023-02-13 22:45
0,2023-02-13 06:00,Isabella Rodriguez,2023-02-13 06:00,home:bathroom,morning_routine,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",[],Isabella Rodriguez is at home:bathroom doing morning_routine.,aligned,low,stable,low,work obligations,none,,"['glowing phone screen', 'incoming emails', 'sensory environment']",,continue,"Isabella is grounded in her morning routine, though the glow of work emails presents a minor distraction.","Isabella is on schedule. The environment is sensory-heavy, providing grounding, but digital stimuli are beginning to pull at her focus.",home:bathroom,morning_routine,2023-02-13 06:00,,Isabella feels energized and ready to start the day.,"Isabella continues her morning routine, staying grounded while managing the urge to dive into work emails early.",,,,,"(None,)",,,,,2023-02-13 06:00,15,morning_routine,Isabella feels energized and ready to start the day.,0.0,none,,"Isabella continues her morning routine, staying grounded while managing the urge to dive into work emails early.",2023-02-13 06:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-02-13 06:15,Isabella Rodriguez,2023-02-13 06:15,home:bathroom,morning_routine,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails","[{'sim_time': '2023-02-13 06:00', 'summary': 'Isabella Rodriguez is at home:bathroom doing morning_routine about Isabella feels energized and ready to start the day. ; (Isabella is grounded in her morning routine, though the glow of work emails presents a minor distraction.) ; Isabella continues her morning routine, staying grounded while managing the urge to dive into work emails early.'}]",Isabella Rodriguez is at home:bathroom doing morning_routine.,aligned,low,slipping,low,work emails,low,,"['glowing phone screen', 'work emails', 'electric toothbrush buzz']",,continue,Isabella is performing her morning routine while resisting the pull of early work emails.,"Isabella is on track, but the presence of work notifications is beginning to fragment her focus.",home:bathroom,morning_routine,2023-02-13 06:15,,Isabella feels energized and ready to start the day.,"Continuing the morning routine in the bathroom, focusing on hygiene while resisting the urge to check work emails.",,,,,"(None,)",,,,,,15,morning_routine,Isabella feels energized and ready to start the day.,0.0,none,,,2023-02-13 06:15,"Continuing the morning routine in the bathroom, focusing on hygiene while resisting the urge to check work emails.",2023-02-13 06:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-02-13 06:30,Isabella Rodriguez,2023-02-13 06:30,home:bathroom,morning_routine,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails","[{'sim_time': '2023-02-13 06:00', 'summary': 'Isabella Rodriguez is at home:bathroom doing morning_routine about Isabella feels energized and ready to start the day. ; (Isabella is grounded in her morning routine, though the glow of work emails presents a minor distraction.) ; Isabella continues her morning routine, staying grounded while managing the urge to dive into work emails early.'}, {'sim_time': '2023-02-13 06:15', 'summary': 'Isabella Rodriguez is at home:bathroom doing morning_routine about Isabella feels energized and ready to start the day. ; (Isabella is performing her morning routine while resisting the pull of early work emails.) ; Continuing the morning routine in the bathroom, focusing on hygiene while resisting the urge to check work emails.'}]",Isabella Rodriguez is at home:bathroom doing morning_routine.,aligned,low,slipping,low,work emails,low,,"['glowing phone screen', 'incoming work emails', 'sensory routine cues']",,continue,Isabella is successfully maintaining her morning routine despite the persistent visual and mental pull of work emails.,"Isabella remains on task, but the recurring mention of emails suggests a growing internal pressure to begin her workday prematurely.",home:bathroom,morning_routine,2023-02-13 06:30,,Isabella feels energized and ready to start the day.,"Continuing the morning routine as planned, resisting the distraction of work emails.",,,,,"(None,)",,,,,,15,morning_routine,Isabella feels energized and ready to start the day.,0.0,none,,,,,2023-02-13 06:30,"Continuing the morning routine as planned, resisting the distraction of work emails.",2023-02-13 06:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-02-13 06:45,Isabella Rodriguez,2023-02-13 06:45,home:bathroom,morning_routine,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails","[{'sim_time': '2023-02-13 06:00', 'summary': 'Isabella Rodriguez is at home:bathroom doing morning_routine about Isabella feels energized and ready to start the day. ; (Isabella is grounded in her morning routine, though the glow of work emails presents a minor distraction.) ; Isabella continues her morning routine, staying grounded while managing the urge to dive into work emails early.'}, {'sim_time': '2023-02-13 06:15', 'summary': 'Isabella Rodriguez is at home:bathroom doing morning_routine about Isabella feels energized and ready to start the day. ; (Isabella is performing her morning routine while resisting the pull of early work emails.) ; Continuing the morning routine in the bathroom, focusing on hygiene while resisting the urge to check work emails.'}, {'sim_time': '2023-02-13 06:30', 'summary': 'Isabella Rodriguez is at home:bathroom doing morning_routine about Isabella feels energized and ready to start the day. ; (Isabella is successfully maintaining her morning routine despite the persistent visual and mental pull of work emails.) ; Continuing the morning routine as planned, resisting the distraction of work emails.'}]",Isabella Rodriguez is at home:bathroom doing morning_routine.,aligned,low,slipping,low,work emails,low,,"['glowing phone screen', 'work emails']",Isabella must prioritize sensory grounding over the digital pull to prevent early-morning burnout.,continue,Isabella is completing her routine but remains mentally tethered to her phone's notifications.,"Isabella is following the plan, but the persistent email distraction indicates a slight degradation in attentional focus.",home:bathroom,morning_routine,2023-02-13 06:45,,Isabella feels energized and ready to start the day.,"Isabella continues her morning routine, focusing on sensory grounding to resist the distraction of work emails and digital notifications.",,,,,"(None,)",,,,,,15,morning_routine,Isabella feels energized and ready to start the day.,0.0,none,,,,,,,2023-02-13 06:45,"Isabella continues her morning routine, focusing on sensory grounding to resist the distraction of work emails and digital notifications.",2023-02-13 07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-02-13 07:00,Isabella Rodriguez,2023-02-13 07:00,home:bathroom,morning_routine,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails","[{'sim_time': '2023-02-13 06:00', 'summary': 'Isabella Rodriguez is at home:bathroom doing morning_routine about Isabella feels energized and ready to start the day. ; (Isabella is grounded in her morning routine, though the glow of work emails presents a minor distraction.) ; Isabella continues her morning routine, staying grounded while managing the urge to dive into work emails early.'}, {'sim_time': '2023-02-13 06:15', 'summary': 'Isabella Rodriguez is at home:bathroom doing morning_routine about Isabella feels energized and ready to start the day. ; (Isabella is performing her morning routine while resisting the pull of early work emails.) ; Continuing the morning routine in the bathroom, focusing on hygiene while resisting the urge to check work emails.'}, {'sim_time': '2023-02-13 06:30', 'summary': 'Isabella Rodriguez is at home:bathroom doing morning_routine about Isabella feels energized and ready to start the day. ; (Isabella is successfully maintaining her morning routine despite the persistent visual and mental pull of work emails.) ; Continuing the morning routine as planned, resisting the distraction of work emails.'}, {'sim_time': '2023-02-13 06:45', 'summary': ""Isabella Rodriguez is at home:bathroom doing morning_routine about Isabella feels energized and ready to start the day. ; (Isabella is completing her routine but remains mentally tethered to her phone's notifications.) ; Isabella continues her morning routine, focusing on sensory grounding to resist the distraction of work emails and digital notifications.""}]",Isabella Rodriguez is at home:bathroom doing morning_routine.,aligned,low,slipping,low,work emails,low,,"['phone screen glow', 'work notifications']",,continue,Isabella is completing her bathroom routine while fighting the mental pull of work notifications.,"Isabella remains on task, but the persistent visual cue of the phone is degrading her focus on sensory grounding.",home:bathroom,morning_routine,2023-02-13 07:00,,Isabella feels energized and ready to start the day.,"Isabella finishes her bathroom routine, maintaining her schedule despite the distraction of work notifications.",,,,,"(None,)",,,,,,15,morning_routine,Isabella feels energized and ready to start the day.,0.0,none,,,,,,,,,2023-02-13 07:00,"Isabella finishes her bathroom routine, maintaining her schedule despite the distraction of work notifications.",2023-02-13 07:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-02-13 07:15,Isabella Rodriguez,2023-02-13 07:15,home:bathroom,morning_routine,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails","[{'sim_time': '2023-02-13 06:00', 'summary': 'Isabella Rodriguez is at home:bathroom doing morning_routine about Isabella feels energized and ready to start the day. ; (Isabella is grounded in her morning routine, though the glow of work emails presents a minor distraction.) ; Isabella continues her morning routine, staying grounded while managing the urge to dive into work emails early.'}, {'sim_time': '2023-02-13 06:15', 'summary': 'Isabella Rodriguez is at home:bathroom doing morning_routine about Isabella feels energized and ready to start the day. ; (Isabella is performing her morning routine while resisting the pull of early work emails.) ; Continuing the morning routine in the bathroom, focusing on hygiene while resisting the urge to check work emails.'}, {'sim_time': '2023-02-13 06:30', 'summary': 'Isabella Rodriguez is at home:bathroom doing morning_routine about Isabella feels energized and ready to start the day. ; (Isabella is successfully maintaining her morning routine despite the persistent visual and mental pull of work emails.) ; Continuing the morning routine as planned, resisting the distraction of work emails.'}, {'sim_time': '2023-02-13 06:45', 'summary': ""Isabella Rodriguez is at home:bathroom doing morning_routine about Isabella feels energized and ready to start the day. ; (Isabella is completing her routine but remains mentally tethered to her phone's notifications.) ; Isabella continues her morning routine, focusing on sensory grounding to resist the distraction of work emails and digital notifications.""}, {'sim_time': '2023-02-13 07:00', 'summary': 'Isabella Rodriguez is at home:bathroom doing morning_routine about Isabella feels energized and ready to start the day. ; (Isabella is completing her bathroom routine while fighting the mental pull of work notifications.) ; Isabella finishes her bathroom routine, maintaining her schedule despite the distraction of work notifications.'}]",Isabella Rodriguez is at home:bathroom doing morning_routine.,partial,low,slipping,med,work emails and digital notifications,low,,"['phone screen', 'work emails', 'notifications']",Isabella must prioritize sensory grounding over digital pings to prevent work from encroaching on her personal time.,continue,Isabella is finishing her bathroom routine while struggling to ignore persistent work notifications.,Isabella remains on schedule but her focus is compromised by the visual lure of work emails.,home:bathroom,morning_routine,2023-02-13 07:15,,Isabella feels energized and ready to start the day.,"Isabella moves to the kitchen for breakfast, attempting to focus on her meal instead of work emails.",,,,,"(None,)",,,,,,15,morning_routine,Isabella feels energized and ready to start the day.,0.0,none,,,,,,,,,,,2023-02-13 07:15,"Isabella moves to the kitchen for breakfast, attempting to focus on her meal instead of work emails.",2023-02-13 07:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2023-02-13 07:30,Isabella Rodriguez,2023-02-13 07:30,home:bathroom,morning_routine,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails","[{'sim_time': '2023-02-13 06:15', 'summary': 'Isabella Rodriguez is at home:bathroom doing morning_routine about Isabella feels energized and ready to start the day. ; (Isabella is performing her morning routine while resisting the pull of early work emails.) ; Continuing the morning routine in the bathroom, focusing on hygiene while resisting the urge to check work emails.'}, {'sim_time': '2023-02-13 06:30', 'summary': 'Isabella Rodriguez is at home:bathroom doing morning_routine about Isabella feels energized and ready to start the day. ; (Isabella is successfully maintaining her morning routine despite the persistent visual and mental pull of work emails.) ; Continuing the morning routine as planned, resisting the distraction of work emails.'}, {'sim_time': '2023-02-13 06:45', 'summary': ""Isabella Rodriguez is at home:bathroom doing morning_routine about Isabella feels energized and ready to start the day. ; (Isabella is completing her routine but remains mentally tethered to her phone's notifications.) ; Isabella continues her morning routine, focusing on sensory grounding to resist the distraction of work emails and digital notifications.""}, {'sim_time': '2023-02-13 07:00', 'summary': 'Isabella Rodriguez is at home:bathroom doing morning_routine about Isabella feels energized and ready to start the day. ; (Isabella is completing her bathroom routine while fighting the mental pull of work notifications.) ; Isabella finishes her bathroom routine, maintaining her schedule despite the distraction of work notifications.'}, {'sim_time': '2023-02-13 07:15', 'summary': 'Isabella Rodriguez is at home:bathroom doing morning_routine about Isabella feels energized and ready to start the day. ; (Isabella is finishing her bathroom routine while struggling to ignore persistent work notifications.) ; Isabella moves to the kitchen for breakfast, attempting to focus on her meal instead of work emails.'}]",Isabella Rodriguez is at home:bathroom doing morning_routine.,partial,low,slipping,med,work emails and digital notifications,low,,"['glowing phone screen', 'incoming work notifications']",Isabella needs to silence her phone to fully engage with her morning routine and reduce anticipatory stress.,continue,Isabella is completing her bathroom routine while struggling to maintain mental distance from work notifications.,"Isabella is following the schedule but experiencing persistent cognitive interference from work emails, leading to partial alignment.",home:bathroom,morning_routine,2023-02-13 07:30,,Isabella feels energized and ready to start the day.,"Isabella continues her morning routine in the bathroom, attempting to focus on self-care despite the distraction of work notifications.",,,,,"(None,)",,,,,,15,morning_routine,Isabella feels energized and ready to start the day.,0.0,none,,,,,,,,,,,,,2023-02-13 07:30,"Isabella continues her morning routine in the bathroom, attempting to focus on self-care despite the distraction of work notifications.",2023-02-13 07:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-02-13 07:45,Isabella Rodriguez,2023-02-13 07:45,home:bathroom,morning_routine,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails","[{'sim_time': '2023-02-13 06:30', 'summary': 'Isabella Rodriguez is at home:bathroom doing morning_routine about Isabella feels energized and ready to start the day. ; (Isabella is successfully maintaining her morning routine despite the persistent visual and mental pull of work emails.) ; Continuing the morning routine as planned, resisting the distraction of work emails.'}, {'sim_time': '2023-02-13 06:45', 'summary': ""Isabella Rodriguez is at home:bathroom doing morning_routine about Isabella feels energized and ready to start the day. ; (Isabella is completing her routine but remains mentally tethered to her phone's notifications.) ; Isabella continues her morning routine, focusing on sensory grounding to resist the distraction of work emails and digital notifications.""}, {'sim_time': '2023-02-13 07:00', 'summary': 'Isabella Rodriguez is at home:bathroom doing morning_routine about Isabella feels energized and ready to start the day. ; (Isabella is completing her bathroom routine while fighting the mental pull of work notifications.) ; Isabella finishes her bathroom routine, maintaining her schedule despite the distraction of work notifications.'}, {'sim_time': '2023-02-13 07:15', 'summary': 'Isabella Rodriguez is at home:bathroom doing morning_routine about Isabella feels energized and ready to start the day. ; (Isabella is finishing her bathroom routine while struggling to ignore persistent work notifications.) ; Isabella moves to the kitchen for breakfast, attempting to focus on her meal instead of work emails.'}, {'sim_time': '2023-02-13 07:30', 'summary': 'Isabella Rodriguez is at home:bathroom doing morning_routine about Isabella feels energized and ready to start the day. ; (Isabella is completing her bathroom routine while struggling to maintain mental distance from work notifications.) ; Isabella continues her morning routine in the bathroom, attempting to focus on self-care despite the distraction of work notifications.'}]",Isabella Rodriguez is at home:bathroom doing morning_routine.,aligned,med,fragile,high,work notifications and emails,med,,"['glowing phone screen', 'work emails', 'digital notifications']",Isabella is stuck in a resistance loop; she must physically leave the bathroom to break the digital tether.,reset_plan,"Isabella is physically completing her routine but is mentally consumed by work notifications, leading to a prolonged, distracted bathroom stay.","Isabella's attention is fragile due to constant digital stimuli, causing high rumination. A plan reset is needed to transition her focus toward breakfast.",home:bathroom,morning_routine,2023-02-13 07:45,,Isabella feels energized and ready to start the day.,"Moving to the kitchen for a low-effort breakfast, aiming to disconnect from work emails and ground herself.",,,,,"(None,)",,,,,,15,morning_routine,Isabella feels energized and ready to start the day.,0.0,none,,,,,,,,,,,,,,,2023-02-13 07:45,"Moving to the kitchen for a low-effort breakfast, aiming to disconnect from work emails and ground herself.",2023-02-13 08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-02-13 08:00,Isabella Rodriguez,2023-02-13 08:00,home:bathroom,morning_routine,"hiss of the espresso machine, clinking of ceramic mugs, background chatter of morning regulars, phone vibrating on the counter","[{'sim_time': '2023-02-13 06:45', 'summary': ""Isabella Rodriguez is at home:bathroom doing morning_routine about Isabella feels energized and ready to start the day. ; (Isabella is completing her routine but remains mentally tethered to her phone's notifications.) ; Isabella continues her morning routine, focusing on sensory grounding to resist the distraction of work emails and digital notifications.""}, {'sim_time': '2023-02-13 07:00', 'summary': 'Isabella Rodriguez is at home:bathroom doing morning_routine about Isabella feels energized and ready to start the day. ; (Isabella is completing her bathroom routine while fighting the mental pull of work notifications.) ; Isabella finishes her bathroom routine, maintaining her schedule despite the distraction of work notifications.'}, {'sim_time': '2023-02-13 07:15', 'summary': 'Isabella Rodriguez is at home:bathroom doing morning_routine about Isabella feels energized and ready to start the day. ; (Isabella is finishing her bathroom routine while struggling to ignore persistent work notifications.) ; Isabella moves to the kitchen for breakfast, attempting to focus on her meal instead of work emails.'}, {'sim_time': '2023-02-13 07:30', 'summary': 'Isabella Rodriguez is at home:bathroom doing morning_routine about Isabella feels energized and ready to start the day. ; (Isabella is completing her bathroom routine while struggling to maintain mental distance from work notifications.) ; Isabella continues her morning routine in the bathroom, attempting to focus on self-care despite the distraction of work notifications.'}, {'sim_time': '2023-02-13 07:45', 'summary': 'Isabella Rodriguez is at home:bathroom doing morning_routine about Isabella feels energized and ready to start the day. ; (Isabella is physically completing her routine but is mentally consumed by work notifications, leading to a prolonged, distracted bathroom stay.) ; Moving to the kitchen for a low-effort breakfast, aiming to disconnect from work emails and ground herself.'}]",Isabella Rodriguez is at home:bathroom doing morning_routine.,partial,low,fragile,high,work notifications and digital urgency,med,,"['phone vibrations', 'work emails', 'digital notifications']",Isabella must physically distance herself from her phone to break the cycle of work-related rumination.,reset_plan,"Isabella is physically moving to breakfast but remains mentally trapped by work notifications, causing significant attentional drift.","Isabella has spent over an hour struggling with the same digital distraction, indicating a failure of self-regulation.",,work,2023-02-13 08:00,,Opening the cafe and greeting the first wave of customers.,"Isabella focuses on her meal in the kitchen, attempting to lower cognitive load by physically distancing herself from work notifications.",,,,,"(None,)",,,,,,15,,,0.0,none,,,,,,,,,,,,,,,,,2023-02-13 08:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,"Isabella focuses on her meal in the kitchen, attempting to lower cognitive load by physically distancing herself from work notifications.",2023-02-13 08:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
