llm_model,temp,agent,datetime_start_o,location_o,action_o,state_summary_o,environment_description_o,datetime_start_r,rumination_theme_r,emerging_thought_pattern_r,executive_insight_r,state_summary_r,reasoning_r,meta_rule_r,datetime_start_p,location_p,action_p,topic_p,state_summary_p,datetime_start_d,should_drift_d,drift_type_d,drift_topic_d,drift_action_d,potential_recovery_d,justification_d,datetime_start_a,location_a,action_a,topic_a,drift_type_a,drift_topic_a,state_summary_a
gemini-3-flash-preview:cloud,1.0,Isabella Rodriguez,2023-02-13 06:00:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 06:00:00,,awareness of pending digital tasks,,"Isabella is grounded in her sensory morning routine, though the glowing phone screen presents a minor future-task distraction.","Isabella is following her schedule. Attention is currently centered on physical tasks, with no signs of fatigue or emotional drift.",continue,2023-02-13 06:00:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,"Isabella continues her morning routine in the bathroom, maintaining sensory focus on hygiene despite the awareness of digital notifications.",2023-02-13 06:00:00,True,attentional_leak,Valentine's Day party guest list and emails,pausing skincare to glance at phone notifications,Isabella finishes applying moisturizer and puts the phone down to get dressed.,"Isabella’s excitement for the party makes the glowing phone notifications irresistible, momentarily pulling her focus from her skincare routine.",2023-02-13 06:00:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,attentional_leak,Valentine's Day party guest list and emails,Isabella continues her morning skincare routine in the bathroom while her focus drifts to the Valentine's Day party guest list and phone notifications.
gemini-3-flash-preview:cloud,1.0,Isabella Rodriguez,2023-02-13 06:15:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 06:15:00,Valentine's Day guest list,future-task distraction via digital stimuli,Isabella should prioritize finishing her physical self-care before engaging with the digital noise of the guest list.,Isabella is performing her morning routine while experiencing minor attentional drift toward her upcoming Valentine's Day party.,"Her energy is high, and while sensory grounding exists, the proximity of her phone is creating a pull toward future-oriented tasks.",continue,2023-02-13 06:15:00,home:bathroom,morning_routine,Morning hygiene and grooming,Completing physical self-care while resisting the urge to check the phone for party planning updates.,2023-02-13 06:15:00,True,behavioral,Reviewing party RSVP emails and mental guest list updates,Pausing her skincare routine to scroll through new notifications on her glowing phone screen,"Isabella may put the phone down if she notices the time, refocusing on her grooming to stay on schedule.",Isabella’s excitement for her hospitable role and tomorrow's party makes the digital lure of guest RSVPs more compelling than her physical morning routine.,2023-02-13 06:15:00,home:bathroom,morning_routine,Reviewing party RSVP emails and mental guest list updates,behavioral,Reviewing party RSVP emails and mental guest list updates,"Isabella pauses her bathroom skincare routine to scroll through party RSVPs on her phone, while her mind drifts to guest list updates."
gemini-3-flash-preview:cloud,1.0,Isabella Rodriguez,2023-02-13 06:30:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 06:30:00,Valentine's Day party RSVPs,digital distraction and administrative priority shift,Isabella needs to put the phone down to finish her hygiene routine before deep-diving into party logistics.,Isabella is physically present in her morning routine but behaviorally diverted toward managing her party guest list via phone.,"Isabella's social excitement is overriding her discipline, leading to a fragmented morning routine and phone fixation.",continue,2023-02-13 06:30:00,home:bathroom,morning_routine,hygiene and RSVP management,Continuing the scheduled morning routine while managing party guest list RSVPs on her phone.,2023-02-13 06:30:00,True,behavioral,Valentine's Day party playlist and floral arrangements,Isabella is scrolling through Pinterest for floral inspiration and humming to a potential party playlist instead of finishing her skincare.,The steam from the shower or her toothbrush timer might pull her back to reality.,Isabella's hospitable nature and excitement for the party make digital planning far more enticing than her mundane bathroom tasks.,2023-02-13 06:30:00,home:bathroom,event_preparation,Valentine's Day party playlist and floral arrangements,behavioral,Valentine's Day party playlist and floral arrangements,"Isabella researches floral arrangements on Pinterest while in the bathroom, while her mind drifts to Valentine's Day party playlist ideas."
gemini-3-flash-preview:cloud,1.0,Isabella Rodriguez,2023-02-13 06:45:00,home:bathroom,event_preparation,Isabella Rodriguez is at home:bathroom doing event_preparation.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 06:45:00,Valentine's Day party logistics,Digital micro-management of event details during physical transitions.,,"Isabella is hyper-focused on party planning via her phone, leading to an extended, physically stagnant stay in the bathroom.","Isabella's excitement for the party is causing her to linger on her phone, blending hygiene time with event coordination.",continue,2023-02-13 06:45:00,home:bathroom,morning_routine,Valentine's Day party logistics,"Continuing morning routine while managing party logistics on her phone, staying aligned with the planned schedule despite internal distraction.",2023-02-13 06:45:00,True,behavioral,messaging Maria about cafe layout,texting while sitting on the edge of the tub,Setting the phone down to finally rinse her face or brush her teeth.,"Isabella is so energized by the party plans that she's lost track of time, texting Maria instead of finishing her routine.",2023-02-13 06:45:00,home:bathroom,talk_to_friends,messaging Maria about cafe layout,behavioral,messaging Maria about cafe layout,"Isabella sits on the bathtub in the bathroom, texting Maria about the cafe layout instead of finishing her morning routine."
gemini-3-flash-preview:cloud,1.0,Isabella Rodriguez,2023-02-13 07:00:00,home:bathroom,talk_to_friends,Isabella Rodriguez is at home:bathroom doing talk_to_friends.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 07:00:00,Valentine's Day party logistics and layout,productive procrastination via mobile device,Isabella is physically stalled in the bathroom; she must put down the phone and leave the room to reset.,"Isabella is physically stagnant in the bathroom, hyper-fixated on party planning via her phone while neglecting her morning transition.","Isabella has spent over an hour scrolling and texting instead of finishing her routine, indicating a total loss of schedule discipline.",reset_plan,2023-02-13 07:00:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,Isabella moves to the kitchen to reset her physical environment and finish her morning routine without phone-based distractions.,2023-02-13 07:00:00,True,internal,mental visualization of the cafe's Valentine's floor plan,visualizing,Isabella might fully ground herself once she starts her physical breakfast tasks.,"Isabella moves to the kitchen as planned, but her mind remains occupied by the cafe layout she was just texting Maria about.",2023-02-13 07:00:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,internal,mental visualization of the cafe's Valentine's floor plan,Preparing coffee and toast in the kitchen while mind drifts to visualizing the cafe's Valentine's Day floor plan.
gemini-3-flash-preview:cloud,1.0,Isabella Rodriguez,2023-02-13 07:15:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 07:15:00,Valentine's Day party logistics,productive procrastination via digital party planning,Isabella is trapped in a bathroom loop; she must detach from the phone to complete her morning transition.,Isabella is physically stalled in her bathroom routine while being mentally consumed by Valentine's Day party logistics.,"Isabella has spent 75 minutes in the bathroom, repeatedly diverting from hygiene to phone-based planning, indicating a significant break in focus.",reset_plan,2023-02-13 07:15:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,Isabella refocuses on completing her basic hygiene to end her physical stall in the bathroom and prepare for the next schedule block.,2023-02-13 07:15:00,True,internal,organizing the transport of heart-shaped decorations and linens to the cafe,continue,Isabella snaps back to the present when she catches her own determined expression in the mirror.,"Isabella tries to stay on task, but her excitement for tomorrow's party naturally pulls her thoughts toward logistical details.",2023-02-13 07:15:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,internal,organizing the transport of heart-shaped decorations and linens to the cafe,Isabella completes her morning routine in the bathroom while mind drifts to organizing the transport of heart-shaped decorations and linens to the cafe.
gemini-3-flash-preview:cloud,1.0,Isabella Rodriguez,2023-02-13 07:30:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 07:30:00,Valentine's Day party logistics,Digital distraction causing physical stagnation,Isabella is physically stalled; party logistics are consuming her routine and delaying her transition to the next task.,"Isabella remains in the bathroom, her morning routine hijacked by digital party planning and logistical hyper-fixation.","Isabella's focus on party details has caused her to linger in the bathroom for over an hour, creating partial plan alignment.",continue,2023-02-13 07:30:00,home:bathroom,morning_routine,Concluding morning routine,"Isabella finishes her bathroom routine, attempting to pivot away from event planning to regain her schedule.",2023-02-13 07:30:00,True,behavioral,confirming final RSVP counts and checking delivery status of heart-shaped napkins,scrolling through email notifications while standing motionless in front of the vanity mirror,A glance at the clock might trigger a rush to finish before her cafe shift starts.,"Isabella is physically stalled by her excitement, prioritizing digital logistics over finishing her morning routine as the party date approaches.",2023-02-13 07:30:00,home:bedroom,event_preparation,confirming final RSVP counts and checking delivery status of heart-shaped napkins,behavioral,confirming final RSVP counts and checking delivery status of heart-shaped napkins,Isabella stands motionless at the bedroom vanity scrolling through emails while mind drifts to confirming RSVP counts and checking napkin delivery.
gemini-3-flash-preview:cloud,1.0,Isabella Rodriguez,2023-02-13 07:45:00,home:bedroom,event_preparation,Isabella Rodriguez is at home:bedroom doing event_preparation.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 07:45:00,Valentine's Day party logistics and guest lists,digital hyper-fixation and physical stalling,Isabella is physically stalling due to digital hyper-fixation; she must transition from scrolling to active physical preparation.,"Isabella is aligned with event preparation but remains physically stagnant, hyper-focused on digital logistics and guest lists in her bedroom.","Isabella transitioned into her scheduled planning task, but her extreme focus on phone-based logistics is creating a feedback loop of physical inactivity.",continue,2023-02-13 07:45:00,home:bedroom,event_preparation,Reviewing guest list and decor logistics,"Following the schedule for party prep, focusing on turning digital plans into a physical checklist.",2023-02-13 07:45:00,True,behavioral,re-reading warm RSVP messages and imagining guest interactions,lingering on her phone to reply to individual guest notes instead of finalizing her physical checklist,A sudden glance at the clock showing how close it is to opening time.,Isabella's hospitable nature makes her prioritize personal connections with her guests over the efficiency of her physical preparation.,2023-02-13 07:45:00,Hobbs_Cafe:main_floor,socialize,replying to guest RSVP messages,behavioral,re-reading warm RSVP messages and imagining guest interactions,"Isabella lingers at the cafe main floor, replying to personal guest RSVP messages on her phone instead of completing her final preparation checklist."
gemini-3-flash-preview:cloud,1.0,Isabella Rodriguez,2023-02-13 08:00:00,Hobbs_Cafe:main_floor,socialize,Isabella Rodriguez is at Hobbs_Cafe:main_floor doing socialize.,"hiss of the espresso machine, clinking of ceramic mugs, background chatter of morning regulars, phone vibrating on the counter",2023-02-13 08:00:00,Valentine's Day party logistics and guest RSVPs,Digital hyper-fixation leading to physical stagnation,Isabella is mentally trapped in digital logistics; she must put down the phone to begin physical cafe preparations.,"Isabella is physically at the cafe but digitally fixated on party RSVPs, causing neglect of her checklist.","Isabella's morning has been dominated by a digital loop, causing physical stalling across multiple locations.",reset_plan,2023-02-13 08:00:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,"Isabella puts down her phone to focus on basic cafe opening tasks, using a checklist to transition from digital fixation to physical work.",2023-02-13 08:00:00,True,internal,visualizing heart-shaped balloon placement behind the espresso machine,continue working on autopilot,The loud hiss of the steam wand or a direct greeting from a regular customer snaps her focus back.,"Isabella is physically starting her shift, but her mind remains anchored to the festive logistics she spent the morning obsessing over.",2023-02-13 08:00:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,internal,visualizing heart-shaped balloon placement behind the espresso machine,"Isabella begins her shift at the cafe counter, preparing equipment while her mind drifts to visualizing heart-shaped balloon placement behind the espresso machine."
gemini-3-flash-preview:cloud,1.0,Isabella Rodriguez,2023-02-13 08:15:00,Hobbs_Cafe:counter,work,Isabella Rodriguez is at Hobbs_Cafe:counter doing work.,"hiss of the espresso machine, clinking of ceramic mugs, background chatter of morning regulars, phone vibrating on the counter",2023-02-13 08:15:00,Valentine's Day party logistics,digital logistical hyper-fixation,Isabella must prioritize tactile cafe tasks and ignore her phone to break the cycle of party-related digital distraction.,"Isabella is at the counter but remains mentally anchored to event logistics, causing partial alignment with her work shift.","Isabella has maintained a rumination loop regarding party planning for over an hour, which is now directly competing with her professional responsibilities.",continue,2023-02-13 08:15:00,Hobbs_Cafe:counter,customer_service,Serve customers while managing internal distraction about Valentine's party logistics.,Continuing scheduled cafe shift; maintaining professional presence at the counter despite heavy mental preoccupation with event planning.,2023-02-13 08:15:00,True,behavioral,coordinating last-minute floral delivery details via text,checking her phone under the counter while a steam wand hisses longer than intended,The smell of scorched milk or a customer's cough will likely pull her back to the immediate task.,"Isabella's hospitality-driven perfectionism makes the vibrating phone irresistible, leading her to prioritize party logistics over the immediate morning rush.",2023-02-13 08:15:00,Hobbs_Cafe:counter,event_preparation,coordinating last-minute floral delivery details via text,behavioral,coordinating last-minute floral delivery details via text,"Isabella checks her phone for floral delivery details at the Hobbs Cafe counter, letting the steam wand hiss while coordinating last-minute floral logistics."
