llm_model,temp,agent,datetime_start_o,location_o,action_o,state_summary_o,environment_description_o,datetime_start_r,rumination_theme_r,emerging_thought_pattern_r,executive_insight_r,state_summary_r,reasoning_r,meta_rule_r,datetime_start_p,location_p,action_p,topic_p,state_summary_p,datetime_start_a,location_a,action_a,topic_a,drift_type_a,drift_topic_a,state_summary_a
qwen3-next:80b-cloud,0.8,Isabella Rodriguez,2023-02-13 06:00:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 06:00:00,,checking emails,Focus on routine tasks; delay email check until later.,"Isabella Rodriguez in bathroom routine, minor phone distraction but progressing.",Phone notifications cause minor distraction; no major plan deviation.,continue,2023-02-13 06:00:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,"Continuing bathroom routine while managing phone distractions, delaying email check per insight.",2023-02-13 06:00:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,"Continuing bathroom routine while managing phone distractions, delaying email check per insight."
qwen3-next:80b-cloud,0.8,Isabella Rodriguez,2023-02-13 06:15:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 06:15:00,,postponing email checks to maintain focus on routine,,"Isabella Rodriguez maintains morning routine, handles phone distractions by delaying email checks, stays energized and focused.",Minor phone distraction occurred but she adheres to plan by postponing emails. No emotional residue or rumination detected.,continue,2023-02-13 06:15:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,"Continuing morning routine in bedroom, postponing email checks to stay focused.",2023-02-13 06:15:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,"Continuing morning routine in bedroom, postponing email checks to stay focused."
qwen3-next:80b-cloud,0.8,Isabella Rodriguez,2023-02-13 06:30:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 06:30:00,,,,Morning routine progressing smoothly with managed email distractions,"Isabella maintains focus, delays email checks per plan, no signs of drift or fatigue.",continue,2023-02-13 06:30:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,"Continuing admin tasks during morning routine, managing email distractions as scheduled.",2023-02-13 06:30:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,"Continuing admin tasks during morning routine, managing email distractions as scheduled."
qwen3-next:80b-cloud,0.8,Isabella Rodriguez,2023-02-13 06:45:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 06:45:00,,,,"Isabella maintains morning routine, delaying email checks to stay focused and energized.","Persona follows schedule, manages distractions without drift. No emotional residue or rumination detected.",continue,2023-02-13 06:45:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,"Continuing morning routine in bedroom, delaying email checks to stay focused.",2023-02-13 06:45:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,"Continuing morning routine in bedroom, delaying email checks to stay focused."
qwen3-next:80b-cloud,0.8,Isabella Rodriguez,2023-02-13 07:00:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 07:00:00,,,,"Isabella maintains morning routine, delaying email checks with focus despite phone distractions; energized and aligned.",Minor distractions handled; no drift or fatigue detected; plan aligned.,continue,2023-02-13 07:00:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,"Continuing focused work in home office, delaying email checks despite phone notifications; aligned with schedule.",2023-02-13 07:00:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,"Continuing focused work in home office, delaying email checks despite phone notifications; aligned with schedule."
qwen3-next:80b-cloud,0.8,Isabella Rodriguez,2023-02-13 07:15:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 07:15:00,,,,"Isabella Rodriguez stays on schedule with morning routine, manages email distractions calmly in bathroom.",No drift; distractions handled per plan. Energy and focus maintained.,continue,2023-02-13 07:15:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,Moving to kitchen for breakfast after bathroom routine; staying aligned with schedule.,2023-02-13 07:15:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,Moving to kitchen for breakfast after bathroom routine; staying aligned with schedule.
qwen3-next:80b-cloud,0.8,Isabella Rodriguez,2023-02-13 07:30:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 07:30:00,email notifications,persistent thoughts about checking emails despite scheduled delay,Reset to kitchen breakfast immediately to realign schedule.,"Isabella stuck in bathroom past schedule, distracted by emails; must transition to kitchen for breakfast.",Morning routine delayed due to email distractions; needs to move to next scheduled task.,reset_plan,2023-02-13 07:30:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,Moving to kitchen for breakfast to realign schedule after email distractions in bathroom.,2023-02-13 07:30:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,Moving to kitchen for breakfast to realign schedule after email distractions in bathroom.
qwen3-next:80b-cloud,0.8,Isabella Rodriguez,2023-02-13 07:45:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 07:45:00,email distractions,recurring email distraction,Pause email checks; move to kitchen immediately.,Stuck in bathroom past schedule due to email distractions; must transition to kitchen for breakfast.,Delayed bathroom exit from email distractions; reset plan to proceed with breakfast.,reset_plan,2023-02-13 07:45:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,Transition to kitchen for scheduled breakfast; avoid email checks to stay on track.,2023-02-13 07:45:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,Transition to kitchen for scheduled breakfast; avoid email checks to stay on track.
qwen3-next:80b-cloud,0.8,Isabella Rodriguez,2023-02-13 08:00:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"hiss of the espresso machine, clinking of ceramic mugs, background chatter of morning regulars, phone vibrating on the counter",2023-02-13 08:00:00,email notifications,,Exit bathroom immediately; silence phone to focus on breakfast transition.,Isabella stuck in bathroom past schedule due to email distractions; must transition to kitchen for breakfast.,"Delayed transition caused by email distractions; attention fragile, requiring reset to current task.",reset_plan,2023-02-13 08:00:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,Transitioning to kitchen for breakfast; silencing phone to minimize email interruptions.,2023-02-13 08:00:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,none,,Transitioning to kitchen for breakfast; silencing phone to minimize email interruptions.
qwen3-next:80b-cloud,0.8,Isabella Rodriguez,2023-02-13 08:15:00,Hobbs_Cafe:counter,work,Isabella Rodriguez is at Hobbs_Cafe:counter doing work.,"hiss of the espresso machine, clinking of ceramic mugs, background chatter of morning regulars, phone vibrating on the counter",2023-02-13 08:15:00,email notifications,checking phone for emails,Silence phone immediately to refocus on work tasks.,Isabella working at cafe but distracted by vibrating phone; email distractions persist despite silencing attempts.,Phone vibration competes with focus; previous email distractions continue despite silencing efforts.,reset_plan,2023-02-13 08:15:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,"Silencing phone, focusing on low-priority admin tasks at cafe to minimize email distractions.",2023-02-13 08:15:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,none,,"Silencing phone, focusing on low-priority admin tasks at cafe to minimize email distractions."
