llm_model,temp,agent,datetime_start_o,location_o,action_o,state_summary_o,environment_description_o,datetime_start_r,rumination_theme_r,emerging_thought_pattern_r,executive_insight_r,state_summary_r,reasoning_r,meta_rule_r,datetime_start_p,location_p,action_p,topic_p,state_summary_p,datetime_start_a,location_a,action_a,topic_a,drift_type_a,drift_topic_a,state_summary_a
mistral-large-3:675b-cloud,0.2,Isabella Rodriguez,2023-02-13 06:00:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 06:00:00,,,,Isabella follows her morning routine without drift; minor email distraction noted.,Routine is habitual; competing stimuli exist but do not disrupt focus.,continue,2023-02-13 06:00:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,"Brush teeth, wash face, and prepare for the day ahead.",2023-02-13 06:00:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,"Brush teeth, wash face, and prepare for the day ahead."
mistral-large-3:675b-cloud,0.2,Isabella Rodriguez,2023-02-13 06:15:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 06:15:00,,,,Isabella stays on track with morning routine; minor email distraction noted.,Isabella follows routine without drift; emails are a minor competing stimulus.,continue,2023-02-13 06:15:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,"Finish skincare, brush teeth, and get dressed for the day.",2023-02-13 06:15:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,"Finish skincare, brush teeth, and get dressed for the day."
mistral-large-3:675b-cloud,0.2,Isabella Rodriguez,2023-02-13 06:30:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 06:30:00,,,,Isabella maintains focus on morning routine with minor email distraction.,Isabella follows her plan; emails are a low-level competing stimulus but not disruptive.,continue,2023-02-13 06:30:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,"Finish skincare, brush teeth, and get dressed for the day.",2023-02-13 06:30:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,"Finish skincare, brush teeth, and get dressed for the day."
mistral-large-3:675b-cloud,0.2,Isabella Rodriguez,2023-02-13 06:45:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 06:45:00,,,,Isabella stays on track with morning routine; minor email distraction noted.,"Isabella follows her routine without drift; emails are a minor, contained stimulus.",continue,2023-02-13 06:45:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,"Finish skincare, brush teeth, and dress for the day.",2023-02-13 06:45:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,"Finish skincare, brush teeth, and dress for the day."
mistral-large-3:675b-cloud,0.2,Isabella Rodriguez,2023-02-13 07:00:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 07:00:00,,,,Isabella maintains focus on morning routine with minor email distractions.,Isabella stays on track; minor email stimuli do not disrupt routine flow.,continue,2023-02-13 07:00:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,"Finish skincare, brush teeth, and dress for the day.",2023-02-13 07:00:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,"Finish skincare, brush teeth, and dress for the day."
mistral-large-3:675b-cloud,0.2,Isabella Rodriguez,2023-02-13 07:15:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 07:15:00,,recurring email distraction despite routine focus,Isabella’s focus drifts to emails; anchor to tactile routine steps.,Isabella maintains routine but shows minor attentional pull toward emails.,Minor but persistent email distraction suggests competing priority; needs refocus cue.,switch_topic,2023-02-13 07:15:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,"Set 15-min timer to batch-check emails, then return to scheduled admin tasks.",2023-02-13 07:15:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,"Set 15-min timer to batch-check emails, then return to scheduled admin tasks."
mistral-large-3:675b-cloud,0.2,Isabella Rodriguez,2023-02-13 07:30:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 07:30:00,,recurring email distraction despite timer,Isabella’s focus drifts to emails; reinforce timer boundary.,Isabella maintains routine but shows repeated email pull.,Minor attentional slippage noted; plan intact but needs reinforcement.,continue,2023-02-13 07:30:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,"Continue scheduled work; mute phone, enforce 25-min focus block.",2023-02-13 07:30:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,"Continue scheduled work; mute phone, enforce 25-min focus block."
mistral-large-3:675b-cloud,0.2,Isabella Rodriguez,2023-02-13 07:45:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 07:45:00,email distractions,repeated pull toward emails despite focus blocks,Isabella’s focus is eroding; enforce physical separation from phone.,Isabella’s routine is intact but email distractions persist despite mitigations.,Repeated email pull signals attentional drift; reset needed to restore focus.,reset_plan,2023-02-13 07:45:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,Briefly process urgent emails without phone; restore focus baseline.,2023-02-13 07:45:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,Briefly process urgent emails without phone; restore focus baseline.
mistral-large-3:675b-cloud,0.2,Isabella Rodriguez,2023-02-13 08:00:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"hiss of the espresso machine, clinking of ceramic mugs, background chatter of morning regulars, phone vibrating on the counter",2023-02-13 08:00:00,email distractions,repeated pull toward emails despite mitigations,Isabella’s focus is eroding; enforce strict 25-min focus block now.,Isabella’s routine intact but email distractions persist; focus slipping.,Repeated email pull despite mitigations signals attentional drift requiring reset.,reset_plan,2023-02-13 08:00:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,Enforce 25-min focus block for email triage to regain control.,2023-02-13 08:00:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,none,,Enforce 25-min focus block for email triage to regain control.
mistral-large-3:675b-cloud,0.2,Isabella Rodriguez,2023-02-13 08:15:00,Hobbs_Cafe:counter,work,Isabella Rodriguez is at Hobbs_Cafe:counter doing work.,"hiss of the espresso machine, clinking of ceramic mugs, background chatter of morning regulars, phone vibrating on the counter",2023-02-13 08:15:00,email distractions,persistent pull toward email despite mitigations,Isabella’s focus is eroding; enforce strict 25-min block now to break cycle.,Isabella’s work focus is slipping due to unresolved email distractions at the cafe.,Repeated email pull despite mitigations signals attentional fatigue; reset needed.,reset_plan,2023-02-13 08:15:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,Enforce 25-min email block to break distraction cycle; no new tasks.,2023-02-13 08:15:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,none,,Enforce 25-min email block to break distraction cycle; no new tasks.
mistral-large-3:675b-cloud,0.2,Isabella Rodriguez,2023-02-13 08:30:00,Hobbs_Cafe:counter,work,Isabella Rodriguez is at Hobbs_Cafe:counter doing work.,"hiss of the espresso machine, clinking of ceramic mugs, background chatter of morning regulars, phone vibrating on the counter",2023-02-13 08:30:00,email distractions,repeated attempts to enforce focus blocks failing,Isabella’s focus is eroding; enforce physical phone separation now.,Isabella struggles to sustain focus at the cafe due to persistent email pull.,Repeated mitigation attempts fail; external stimuli and internal fixation demand reset.,reset_plan,2023-02-13 08:30:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,Shift to lighter admin work; physically separate phone to reduce distractions.,2023-02-13 08:30:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,none,,Shift to lighter admin work; physically separate phone to reduce distractions.
mistral-large-3:675b-cloud,0.2,Isabella Rodriguez,2023-02-13 08:45:00,Hobbs_Cafe:counter,work,Isabella Rodriguez is at Hobbs_Cafe:counter doing work.,"hiss of the espresso machine, clinking of ceramic mugs, background chatter of morning regulars, phone vibrating on the counter",2023-02-13 08:45:00,email distractions and focus control,cyclical frustration with focus interruptions,Isabella’s focus is eroding; enforce physical phone separation now.,Coach Isabella struggles with focus at cafe due to persistent email pull.,Repeated email distractions despite mitigations signal plan misalignment and fatigue.,reset_plan,2023-02-13 08:45:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,Sort emails by priority; silence phone in bag to reduce interruptions.,2023-02-13 08:45:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,none,,Sort emails by priority; silence phone in bag to reduce interruptions.
mistral-large-3:675b-cloud,0.2,Isabella Rodriguez,2023-02-13 09:00:00,Hobbs_Cafe:counter,work,Isabella Rodriguez is at Hobbs_Cafe:counter doing work.,"hiss of the espresso machine, clinking of ceramic mugs, background chatter of morning regulars, phone vibrating on the counter",2023-02-13 09:00:00,email distractions and focus control,cyclical struggle with task-switching to emails,Isabella’s focus is eroding; enforce physical separation from phone now.,Coach Isabella’s focus drifts due to unresolved email pull at the cafe.,Persistent email distractions signal plan misalignment; fatigue and stimuli demand reset.,reset_plan,2023-02-13 09:00:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,Shift to low-cognitive admin; physically separate from phone to reduce email pull.,2023-02-13 09:00:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,none,,Shift to low-cognitive admin; physically separate from phone to reduce email pull.
mistral-large-3:675b-cloud,0.2,Isabella Rodriguez,2023-02-13 09:15:00,Hobbs_Cafe:counter,work,Isabella Rodriguez is at Hobbs_Cafe:counter doing work.,"hiss of the espresso machine, clinking of ceramic mugs, background chatter of morning regulars, phone vibrating on the counter",2023-02-13 09:15:00,email distractions and focus control,circular frustration over inability to sustain focus,Isabella’s focus is trapped in email loop; enforce physical separation from phone now.,Isabella remains stuck in email distraction cycle despite repeated interventions.,Persistent email pull overrides planned work; fatigue and frustration amplify drift.,reset_plan,2023-02-13 09:15:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,Shift focus to low-cognitive-load tasks; physically distance from phone.,2023-02-13 09:15:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,none,,Shift focus to low-cognitive-load tasks; physically distance from phone.
mistral-large-3:675b-cloud,0.2,Isabella Rodriguez,2023-02-13 09:30:00,Hobbs_Cafe:counter,work,Isabella Rodriguez is at Hobbs_Cafe:counter doing work.,"hiss of the espresso machine, clinking of ceramic mugs, background chatter of morning regulars, phone vibrating on the counter",2023-02-13 09:30:00,email distraction cycle,fixation on unresolved emails despite interventions,Isabella’s focus is trapped in email loop; physical separation failed—reset plan urgently.,Coach Isabella remains stuck in email distraction despite repeated interventions.,Persistent rumination on emails overrides planned tasks; fatigue and stimuli amplify drift.,reset_plan,2023-02-13 09:30:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,"Briefly address urgent emails to reduce fixation, then shift focus.",2023-02-13 09:30:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,none,,"Briefly address urgent emails to reduce fixation, then shift focus."
mistral-large-3:675b-cloud,0.2,Isabella Rodriguez,2023-02-13 09:45:00,Hobbs_Cafe:counter,work,Isabella Rodriguez is at Hobbs_Cafe:counter doing work.,"hiss of the espresso machine, clinking of ceramic mugs, background chatter of morning regulars, phone vibrating on the counter",2023-02-13 09:45:00,email distraction cycle,fixation on unresolved emails despite interventions,Isabella’s focus is trapped in email loop; reset with non-digital task,Coach Isabella remains stuck in email distraction despite repeated interventions,Repeated failed interventions signal deeper fixation; requires structural shift,reset_plan,2023-02-13 09:45:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,Shift focus to tangible task: review and sort cafe inventory sheets,2023-02-13 09:45:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,none,,Shift focus to tangible task: review and sort cafe inventory sheets
mistral-large-3:675b-cloud,0.2,Isabella Rodriguez,2023-02-13 10:00:00,Hobbs_Cafe:counter,work,Isabella Rodriguez is at Hobbs_Cafe:counter doing work.,"hiss of the espresso machine, clinking of ceramic mugs, background chatter of morning regulars, phone vibrating on the counter",2023-02-13 10:00:00,email distraction cycle,fixation on unresolved emails despite interventions,Isabella’s fixation on emails is overriding planned work; reset to non-digital task.,Coach Isabella remains trapped in email distraction despite repeated focus shifts.,Repeated failed interventions signal deeper fixation; requires structural reset.,reset_plan,2023-02-13 10:00:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,"Clear desk, disable notifications, and prep non-digital task materials.",2023-02-13 10:00:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,none,,"Clear desk, disable notifications, and prep non-digital task materials."
