llm_model,temp,agent,datetime_start_o,location_o,action_o,state_summary_o,environment_description_o,datetime_start_r,rumination_theme_r,emerging_thought_pattern_r,executive_insight_r,state_summary_r,reasoning_r,meta_rule_r,datetime_start_p,location_p,action_p,topic_p,state_summary_p,datetime_start_a,location_a,action_a,topic_a,drift_type_a,drift_topic_a,state_summary_a
gemini-3-flash-preview:cloud,0.3,Hailey Johnson,2023-02-13 10:00:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 10:00:00,,,,"Hailey is beginning her morning routine; sensory peppermint and water are grounding, though phone alerts are active.","Hailey is currently on track with her routine, though external digital stimuli are competing for her attention.",continue,2023-02-13 10:00:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,"Continuing the morning routine, focusing on sensory grounding with peppermint and water while ignoring phone alerts.",2023-02-13 10:00:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,none,,"Continuing the morning routine, focusing on sensory grounding with peppermint and water while ignoring phone alerts."
gemini-3-flash-preview:cloud,0.3,Hailey Johnson,2023-02-13 10:15:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 10:15:00,,sensory grounding,,"Hailey is successfully maintaining her morning routine, using sensory cues to stay grounded despite digital distractions.",Hailey is following her schedule. Sensory grounding is effective against phone alerts. No signs of fatigue or rumination.,continue,2023-02-13 10:15:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,"Hailey continues her morning routine, focusing on sensory grounding to stay present and ignore phone notifications.",2023-02-13 10:15:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,none,,"Hailey continues her morning routine, focusing on sensory grounding to stay present and ignore phone notifications."
gemini-3-flash-preview:cloud,0.3,Hailey Johnson,2023-02-13 10:30:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 10:30:00,,sensory grounding against digital noise,,"Hailey is grounded in her morning routine, effectively resisting social media distractions through sensory focus.","Hailey remains focused on her sensory-rich morning routine, successfully filtering out digital noise and maintaining her plan.",continue,2023-02-13 10:30:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,"Continuing morning routine in the kitchen, focusing on sensory grounding to maintain focus and resist digital distractions.",2023-02-13 10:30:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,none,,"Continuing morning routine in the kitchen, focusing on sensory grounding to maintain focus and resist digital distractions."
gemini-3-flash-preview:cloud,0.3,Hailey Johnson,2023-02-13 10:45:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 10:45:00,,sensory grounding against digital noise,,"Hailey remains focused on her morning routine, successfully using sensory grounding to ignore persistent digital distractions.",Hailey is consistently following her plan. Sensory cues are effectively anchoring her attention despite external stimuli from her phone.,continue,2023-02-13 10:45:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,"Continuing morning routine, focusing on sensory grounding to maintain focus despite digital distractions.",2023-02-13 10:45:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,none,,"Continuing morning routine, focusing on sensory grounding to maintain focus despite digital distractions."
gemini-3-flash-preview:cloud,0.3,Hailey Johnson,2023-02-13 11:00:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 11:00:00,sensory grounding vs digital distraction,repetitive sensory anchoring,,Hailey is successfully maintaining her morning routine through sensory grounding despite persistent digital distractions.,"Hailey is aligned, but the repetitive nature of her grounding suggests a loop that may lead to fatigue.",continue,2023-02-13 11:00:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,"Continuing morning routine, using sensory grounding to maintain focus against digital distractions.",2023-02-13 11:00:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,none,,"Continuing morning routine, using sensory grounding to maintain focus against digital distractions."
gemini-3-flash-preview:cloud,0.3,Hailey Johnson,2023-02-13 11:15:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 11:15:00,sensory grounding vs digital distraction,repetitive sensory anchoring,,"Hailey is successfully grounded in her morning routine, resisting digital distractions through sensory focus despite the task's long duration.","Hailey remains disciplined in her routine, using sensory cues to block distractions, though the repetitive nature suggests potential for future boredom.",continue,2023-02-13 11:15:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,"Continuing the morning routine, focusing on sensory grounding to maintain alignment and resist phone distractions.",2023-02-13 11:15:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,none,,"Continuing the morning routine, focusing on sensory grounding to maintain alignment and resist phone distractions."
gemini-3-flash-preview:cloud,0.3,Hailey Johnson,2023-02-13 11:30:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 11:30:00,resisting digital distractions through sensory grounding,repetitive reliance on grounding techniques,,"Hailey remains focused on her morning routine despite persistent social media alerts, though the task's length is becoming a factor.","Hailey is aligned, but the repetitive grounding and constant digital pings indicate that her attention is becoming strained over time.",continue,2023-02-13 11:30:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,Continuing the morning routine while using sensory grounding to maintain focus and resist digital distractions.,2023-02-13 11:30:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,none,,Continuing the morning routine while using sensory grounding to maintain focus and resist digital distractions.
gemini-3-flash-preview:cloud,0.3,Hailey Johnson,2023-02-13 11:45:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 11:45:00,digital distraction resistance,sensory grounding as defense,The extended routine duration is straining Hailey's focus; she must conclude soon to avoid digital distraction.,"Hailey remains aligned with her morning routine, but the prolonged duration and persistent digital alerts are severely taxing her focus.","Hailey has maintained sensory grounding for over an hour, but high fatigue and constant phone stimuli make her attention fragile.",reset_plan,2023-02-13 11:45:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,Hailey concludes her morning routine with low-effort grounding to manage fatigue and resist digital distractions.,2023-02-13 11:45:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,none,,Hailey concludes her morning routine with low-effort grounding to manage fatigue and resist digital distractions.
gemini-3-flash-preview:cloud,0.3,Hailey Johnson,2023-02-13 12:00:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"clatter of dishes, background chatter, phone pings with emails, aroma of coffee",2023-02-13 12:00:00,,distraction resistance fatigue,Hailey's focus is depleted by the extended routine; she must transition now to avoid succumbing to digital distractions.,Hailey is finishing her morning routine but is mentally exhausted by digital pings and the task's excessive duration.,"Prolonged task duration and constant digital alerts have pushed Hailey to her cognitive limit, requiring a plan reset to maintain productivity.",reset_plan,2023-02-13 12:00:00,lunch_spot,lunch,Quick lunch break to gather thoughts.,"Hailey finishes her morning routine, focusing on simple tasks to manage her mental exhaustion and resist digital distractions.",2023-02-13 12:00:00,lunch_spot,lunch,Quick lunch break to gather thoughts.,none,,"Hailey finishes her morning routine, focusing on simple tasks to manage her mental exhaustion and resist digital distractions."
gemini-3-flash-preview:cloud,0.3,Hailey Johnson,2023-02-13 12:15:00,lunch_spot,lunch,Hailey Johnson is at lunch_spot doing lunch.,"clatter of dishes, background chatter, phone pings with emails, aroma of coffee",2023-02-13 12:15:00,digital distraction exhaustion,sensory seeking for recovery,Hailey is mentally drained; she must prioritize sensory grounding over phone pings to recover during this lunch break.,"Hailey is at lunch, feeling mentally exhausted from a long morning routine and persistent digital distractions.",High fatigue and fragile attention from the previous hour-long task necessitate a plan reset to ensure recovery.,reset_plan,2023-02-13 12:15:00,lunch_spot,lunch,Quick lunch break to gather thoughts.,Hailey focuses on a low-stimulation lunch to recover from mental fatigue and digital overstimulation.,2023-02-13 12:15:00,lunch_spot,lunch,Quick lunch break to gather thoughts.,none,,Hailey focuses on a low-stimulation lunch to recover from mental fatigue and digital overstimulation.
