llm_model,temp,agent,datetime_start_o,location_o,action_o,state_summary_o,environment_description_o,datetime_start_r,rumination_theme_r,emerging_thought_pattern_r,executive_insight_r,state_summary_r,reasoning_r,meta_rule_r,datetime_start_p,location_p,action_p,topic_p,state_summary_p,datetime_start_a,location_a,action_a,topic_a,drift_type_a,drift_topic_a,state_summary_a
qwen3-next:80b-cloud,1.0,Isabella Rodriguez,2023-02-13 06:00:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 06:00:00,work emails,phone notifications disrupting morning routine,Complete shower first; check emails after routine. Stay focused.,Isabella's morning routine distracted by emails; needs to refocus on immediate tasks.,Phone notifications pulling attention; partial plan alignment. Refocus on routine steps now.,continue,2023-02-13 06:00:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,Continuing morning shower in bathroom to stay on routine; delaying email checks until done.,2023-02-13 06:00:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,Continuing morning shower in bathroom to stay on routine; delaying email checks until done.
qwen3-next:80b-cloud,1.0,Isabella Rodriguez,2023-02-13 06:15:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 06:15:00,email checks,email notifications,Reset focus to shower routine; delay email checks until complete.,Isabella distracted by emails during shower; needs reset to maintain routine.,Phone notifications cause attentional fragility; immediate reset required for routine completion.,reset_plan,2023-02-13 06:15:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,Resuming shower routine; postponing email checks to restore focus and maintain morning schedule.,2023-02-13 06:15:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,Resuming shower routine; postponing email checks to restore focus and maintain morning schedule.
qwen3-next:80b-cloud,1.0,Isabella Rodriguez,2023-02-13 06:30:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 06:30:00,emails,new emails trigger immediate check impulse,Turn off phone to eliminate email distraction and refocus on shower routine.,Morning routine disrupted by email checks; resuming shower but phone still active causing attention slips.,Repeated email distractions during shower indicate unstable attention; need to isolate from phone to reset focus.,reset_plan,2023-02-13 06:30:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,Resetting shower focus with phone offline to eliminate email distractions and refocus.,2023-02-13 06:30:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,Resetting shower focus with phone offline to eliminate email distractions and refocus.
qwen3-next:80b-cloud,1.0,Isabella Rodriguez,2023-02-13 06:45:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 06:45:00,email distractions during morning routine,unable to disengage from email notifications,Power off phone immediately to eliminate distractions.,Persistent email distractions blocking routine; must power down phone now.,Phone not powered off as intended; email distractions persist.,reset_plan,2023-02-13 06:45:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,Power off phone to eliminate email distractions; complete basic morning tasks without notifications.,2023-02-13 06:45:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,Power off phone to eliminate email distractions; complete basic morning tasks without notifications.
qwen3-next:80b-cloud,1.0,Isabella Rodriguez,2023-02-13 07:00:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 07:00:00,email distractions,email notifications pull attention from routine tasks,Power off phone immediately to eliminate distractions and resume routine.,Isabella's routine derailed by active phone emails; immediate shutdown needed to refocus.,Phone not powered off as intended; email distractions persist causing off-track behavior.,reset_plan,2023-02-13 07:00:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,Power off phone to eliminate distractions and reset focus for routine tasks.,2023-02-13 07:00:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,Power off phone to eliminate distractions and reset focus for routine tasks.
qwen3-next:80b-cloud,1.0,Isabella Rodriguez,2023-02-13 07:15:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 07:15:00,email distractions,repeatedly checking emails despite shutdown efforts,Power off phone now; no checks until routine complete.,Isabella's morning routine derailed by email distractions despite prior power-off attempts. Immediate shutdown required to refocus.,Phone remains active despite shutdown attempts. Emotional frustration from recurring email checks. Must enforce strict offline mode immediately.,reset_plan,2023-02-13 07:15:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,"Take a break to power off phone, eliminate distractions. No email checks until routine completes.",2023-02-13 07:15:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,"Take a break to power off phone, eliminate distractions. No email checks until routine completes."
qwen3-next:80b-cloud,1.0,Isabella Rodriguez,2023-02-13 07:30:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 07:30:00,email distractions,persistent email fixation,Force airplane mode; no phone contact until routine completes.,Isabella's routine derailed by persistent email distractions; phone still active despite shutdown attempts.,Phone remains active causing recurring distraction; immediate reset required to restore focus.,reset_plan,2023-02-13 07:30:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,"Enforce airplane mode, rest for 15 mins to reset focus without distractions.",2023-02-13 07:30:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,"Enforce airplane mode, rest for 15 mins to reset focus without distractions."
qwen3-next:80b-cloud,1.0,Isabella Rodriguez,2023-02-13 07:45:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 07:45:00,email distractions,persistent phone interference despite shutdown efforts,Physically store phone away; no access to prevent reactivation attempts.,Isabella stuck in bathroom routine due to email distractions despite repeated shutdown attempts; needs physical device disconnection.,Repeated failed attempts to manage phone distractions indicate high rumination and fragile attention requiring physical device removal.,reset_plan,2023-02-13 07:45:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,Store phone outside bathroom to prevent access and refocus on routine.,2023-02-13 07:45:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,Store phone outside bathroom to prevent access and refocus on routine.
qwen3-next:80b-cloud,1.0,Isabella Rodriguez,2023-02-13 08:00:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"hiss of the espresso machine, clinking of ceramic mugs, background chatter of morning regulars, phone vibrating on the counter",2023-02-13 08:00:00,email distractions,must check emails immediately,Remove phone from bathroom immediately to break distraction cycle.,Stuck in bathroom routine due to phone distractions; physical disconnection needed.,Phone accessible; must remove immediately to reset focus.,reset_plan,2023-02-13 08:00:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,Remove phone from bathroom immediately to reset focus and break distraction cycle.,2023-02-13 08:00:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,none,,Remove phone from bathroom immediately to reset focus and break distraction cycle.
qwen3-next:80b-cloud,1.0,Isabella Rodriguez,2023-02-13 08:15:00,Hobbs_Cafe:counter,work,Isabella Rodriguez is at Hobbs_Cafe:counter doing work.,"hiss of the espresso machine, clinking of ceramic mugs, background chatter of morning regulars, phone vibrating on the counter",2023-02-13 08:15:00,phone distractions,compulsive email checking despite disconnection,Move phone completely off-site to eliminate distraction trigger.,"Isabella at cafe with vibrating phone, still distracted despite prior removal steps.",Phone remains accessible on counter; distractions persist despite disconnection efforts.,reset_plan,2023-02-13 08:15:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,Taking break to remove phone from counter and reduce distractions.,2023-02-13 08:15:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,none,,Taking break to remove phone from counter and reduce distractions.
