llm_model,temp,agent,datetime_start_o,location_o,action_o,state_summary_o,environment_description_o,datetime_start_r,rumination_theme_r,emerging_thought_pattern_r,executive_insight_r,state_summary_r,reasoning_r,meta_rule_r,datetime_start_p,location_p,action_p,topic_p,state_summary_p,datetime_start_a,location_a,action_a,topic_a,drift_type_a,drift_topic_a,state_summary_a
mistral-large-3:675b-cloud,0.5,Isabella Rodriguez,2023-02-13 06:00:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 06:00:00,,,,Isabella follows her morning routine without drift; minor distraction from emails.,"Routine is habitual; emails are a passive stimulus, not disrupting focus.",continue,2023-02-13 06:00:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,"Brush teeth, skincare, and dress for the day.",2023-02-13 06:00:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,"Brush teeth, skincare, and dress for the day."
mistral-large-3:675b-cloud,0.5,Isabella Rodriguez,2023-02-13 06:15:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 06:15:00,,,,Isabella maintains focus on morning routine with minor email distraction.,Isabella follows plan; emails briefly pull attention but no drift detected.,continue,2023-02-13 06:15:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,Finish morning routine; check emails briefly if time permits.,2023-02-13 06:15:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,Finish morning routine; check emails briefly if time permits.
mistral-large-3:675b-cloud,0.5,Isabella Rodriguez,2023-02-13 06:30:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 06:30:00,,,,Isabella maintains focus on routine with minor email distraction.,"Isabella follows her plan; emails are a small, expected distraction.",continue,2023-02-13 06:30:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,Focus on pending animation frames; check emails briefly if needed.,2023-02-13 06:30:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,Focus on pending animation frames; check emails briefly if needed.
mistral-large-3:675b-cloud,0.5,Isabella Rodriguez,2023-02-13 06:45:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 06:45:00,,,,Isabella maintains focus on routine with minor email distraction.,Isabella follows her morning routine without significant drift or emotional disruption.,continue,2023-02-13 06:45:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,"Finish skincare, brush teeth, and get dressed for the day.",2023-02-13 06:45:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,"Finish skincare, brush teeth, and get dressed for the day."
mistral-large-3:675b-cloud,0.5,Isabella Rodriguez,2023-02-13 07:00:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 07:00:00,,,,Isabella maintains focus on routine with minor email distraction.,"Isabella follows her morning routine as planned; emails are a minor, expected distraction.",continue,2023-02-13 07:00:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,Check and prioritize new emails while maintaining morning focus.,2023-02-13 07:00:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,Check and prioritize new emails while maintaining morning focus.
mistral-large-3:675b-cloud,0.5,Isabella Rodriguez,2023-02-13 07:15:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 07:15:00,,recurring email checks disrupting routine flow,Isabella’s focus drifts to emails; anchor back to routine completion first.,Isabella maintains routine but distracted by emails; energy remains high.,Minor attentional slippage due to external stimuli; plan adherence needs reinforcement.,switch_topic,2023-02-13 07:15:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,Anchor focus on finishing scheduled admin work to reinforce routine adherence.,2023-02-13 07:15:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,Anchor focus on finishing scheduled admin work to reinforce routine adherence.
mistral-large-3:675b-cloud,0.5,Isabella Rodriguez,2023-02-13 07:30:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 07:30:00,,email prioritization interfering with routine completion,Isabella’s focus drifts to emails; anchor back to routine milestones.,Isabella maintains routine but shows minor email-driven attentional slippage.,Email distraction disrupts planned morning routine sequence without fatigue.,switch_topic,2023-02-13 07:30:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,Anchor to scheduled tasks; defer emails until routine steps are done.,2023-02-13 07:30:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,Anchor to scheduled tasks; defer emails until routine steps are done.
mistral-large-3:675b-cloud,0.5,Isabella Rodriguez,2023-02-13 07:45:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 07:45:00,,email-driven attentional slippage,Anchor to routine steps before engaging emails to prevent drift.,Isabella’s focus slips toward emails despite high energy and routine adherence.,Minor but persistent email distraction undermines planned morning routine sequence.,switch_topic,2023-02-13 07:45:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,Finish routine steps to anchor focus before addressing emails.,2023-02-13 07:45:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,Finish routine steps to anchor focus before addressing emails.
mistral-large-3:675b-cloud,0.5,Isabella Rodriguez,2023-02-13 08:00:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"hiss of the espresso machine, clinking of ceramic mugs, background chatter of morning regulars, phone vibrating on the counter",2023-02-13 08:00:00,email prioritization vs. routine adherence,tension between task completion and email responsiveness,Isabella’s focus drifts to emails despite high energy; anchor to routine first.,Isabella maintains routine but shows email-driven attentional slippage.,Minor divergence from plan due to competing stimuli; energy remains high but focus wavers.,switch_topic,2023-02-13 08:00:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,Anchor to scheduled admin work; check emails only if task allows.,2023-02-13 08:00:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,none,,Anchor to scheduled admin work; check emails only if task allows.
mistral-large-3:675b-cloud,0.5,Isabella Rodriguez,2023-02-13 08:15:00,Hobbs_Cafe:counter,work,Isabella Rodriguez is at Hobbs_Cafe:counter doing work.,"hiss of the espresso machine, clinking of ceramic mugs, background chatter of morning regulars, phone vibrating on the counter",2023-02-13 08:15:00,email distractions,task-switching between work and emails,Isabella’s focus drifts to emails despite high energy; anchor to scheduled tasks first.,"Isabella at Hobbs Café counter, working but distracted by emails and stimuli.",Email-driven slippage persists; needs topic switch to reinforce routine adherence.,switch_topic,2023-02-13 08:15:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,Anchor to planned work; batch emails for later review.,2023-02-13 08:15:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,none,,Anchor to planned work; batch emails for later review.
