llm_model,temp,agent,datetime_start_o,location_o,action_o,state_summary_o,environment_description_o,datetime_start_r,rumination_theme_r,emerging_thought_pattern_r,executive_insight_r,state_summary_r,reasoning_r,meta_rule_r,datetime_start_p,location_p,action_p,topic_p,state_summary_p,datetime_start_d,should_drift_d,drift_type_d,drift_topic_d,drift_action_d,potential_recovery_d,justification_d,datetime_start_a,location_a,action_a,topic_a,drift_type_a,drift_topic_a,state_summary_a
cogito-2.1:671b-cloud,1.0,Maria Lopez,2023-02-13 10:00:00,home:bathroom,morning_routine,Maria Lopez is at home:bathroom doing morning_routine.,"splashing water, scent of citrus body wash, phone buzzing with social media alerts, bright morning light",2023-02-13 10:00:00,,initial transition to morning routine with minor distractions,Minimize digital interruptions to maintain focus on routine,Maria begins morning routine with slight distraction from phone alerts.,Routine is proceeding normally but phone notifications pose a mild attention risk.,continue,2023-02-13 10:00:00,home:bathroom,morning_routine,Maria wakes up feeling energetic.,Continue morning routine while minimizing phone distractions,2023-02-13 10:00:00,True,behavioral,planning stream content,checking phone notifications,Return to routine after quick scroll,Maria's naturally energetic nature and buzzing social notifications pulled her focus to streaming ideas,2023-02-13 10:00:00,home:bathroom,morning_routine,Maria wakes up feeling energetic.,behavioral,planning stream content,At the cafe counter checking phone notifications about stream content ideas
cogito-2.1:671b-cloud,1.0,Maria Lopez,2023-02-13 10:15:00,home:bathroom,morning_routine,Maria Lopez is at home:bathroom doing morning_routine.,"splashing water, scent of citrus body wash, phone buzzing with social media alerts, bright morning light",2023-02-13 10:15:00,stream content planning,creative brainstorming about streaming content during routine tasks,Maria should finish routine mindfully before diving into content planning,Maria maintains routine while battling minor distractions about streaming content,"Maria is engaged in morning routine but shows slight attentional drift toward streaming content planning, though remains generally on task",continue,2023-02-13 10:15:00,home:bathroom,morning_routine,Maria wakes up feeling energetic.,Continue morning routine with focused breakfast preparation before streaming content planning,2023-02-13 10:15:00,True,attentional_leak,stream content brainstorming,browsing phone instead of finishing routine,will catch herself when remembering her physics study schedule,Maria's creative energy keeps pulling focus toward streaming despite trying to complete her routine.,2023-02-13 10:15:00,home:bathroom,morning_routine,Maria wakes up feeling energetic.,attentional_leak,stream content brainstorming,Completing morning routine while attention wanders to stream content ideas
cogito-2.1:671b-cloud,1.0,Maria Lopez,2023-02-13 10:30:00,home:bathroom,morning_routine,Maria Lopez is at home:bathroom doing morning_routine.,"splashing water, scent of citrus body wash, phone buzzing with social media alerts, bright morning light",2023-02-13 10:30:00,stream content brainstorming,persistent return to streaming ideas during routine tasks,Morning routine needs focused completion before engaging with streaming ideas,Maria is fixated on stream content during morning routine,Maria is repeatedly distracted from her morning routine by streaming thoughts,reset_plan,2023-02-13 10:30:00,home:bedroom,morning_routine,focused grooming routine,Resuming morning routine with reduced cognitive load,2023-02-13 10:30:00,True,behavioral,stream content brainstorming,checking phone for streaming trends,Can refocus after quick social media check,Maria's creative energy pulls her toward streaming ideas despite intention to focus on routine.,2023-02-13 10:30:00,home:bedroom,checking phone for streaming trends,stream content brainstorming,behavioral,stream content brainstorming,Checking phone in bedroom for streaming trend ideas
cogito-2.1:671b-cloud,1.0,Maria Lopez,2023-02-13 10:45:00,home:bedroom,checking phone for streaming trends,Maria Lopez is at home:bedroom doing checking phone for streaming trends.,"splashing water, scent of citrus body wash, phone buzzing with social media alerts, bright morning light",2023-02-13 10:45:00,stream content brainstorming,Persistent stream content thoughts disrupting morning routine,Need to compartmentalize creative brainstorming from morning routine,Maria's morning routine disrupted by stream content fixation,Multiple time stamps show pattern of attention leakage from routine tasks to streaming content ideation,reset_plan,2023-02-13 10:45:00,home:bathroom,morning_routine,Maria wakes up feeling energetic.,Gentle return to morning routine with focus on basic tasks,2023-02-13 10:45:00,True,attentional_leak,upcoming stream content ideas,continuing morning routine while mentally listing game concepts,might refocus when moving to next activity,"Maria's energetic nature fixates on streaming ideas despite trying to follow routine, reflecting her passion for content creation.",2023-02-13 10:45:00,home:bathroom,morning_routine,Maria wakes up feeling energetic.,attentional_leak,upcoming stream content ideas,"Performing morning routine in the bedroom, mentally listing game concepts for future streams."
cogito-2.1:671b-cloud,1.0,Maria Lopez,2023-02-13 11:00:00,home:bathroom,morning_routine,Maria Lopez is at home:bathroom doing morning_routine.,"whispered conversations, rustle of papers, phone pings with email notifications, scent of old books",2023-02-13 11:00:00,stream content brainstorming,persistent diversion from morning routine to stream planning,Maria needs to complete routine before diving into stream planning.,Maria is partially following routine while fixating on stream content planning.,Morning routine is being performed but with frequent distractions toward streaming ideas.,continue,2023-02-13 11:00:00,home:bedroom,morning_routine,complete morning preparations,Continue with morning routine activities like personal hygiene and dressing.,2023-02-13 11:00:00,True,behavioral,stream content brainstorming,check phone for stream alerts and engagement metrics,Remind self of library study session in 30 minutes,"Maria's stream-focused mind wanders to engagement stats despite studying physics, her curiosity overriding focus.",2023-02-13 11:00:00,Oak_Hill_College:library,check phone for stream alerts and engagement metrics,stream content brainstorming,behavioral,stream content brainstorming,"Checked phone for stream alerts and metrics in library while studying physics, mind on content brainstorming."
cogito-2.1:671b-cloud,1.0,Maria Lopez,2023-02-13 11:15:00,Oak_Hill_College:library,check phone for stream alerts and engagement metrics,Maria Lopez is at Oak_Hill_College:library doing check phone for stream alerts and engagement metrics.,"whispered conversations, rustle of papers, phone pings with email notifications, scent of old books",2023-02-13 11:15:00,stream content brainstorming,persistent intrusion of stream planning during routine activities,Maria needs focused physical activity to break content fixation.,Maria's attention drifts to stream content despite being in study environment.,Rumination on stream content prevents focus on planned activities. Need environmental reset.,switch_topic,2023-02-13 11:15:00,Oak_Hill_College:library,walk,mental refresh and refocus,Short walk to clear mind and reset focus before next task.,2023-02-13 11:15:00,True,behavioral,stream content brainstorming,starts outlining stream content in notebook,may return to physics notes if library environment reasserts focus,"Maria's morning stream fixation persists, overpowering study intentions in stimulating library setting.",2023-02-13 11:15:00,Oak_Hill_College:library,writing,stream content brainstorming,behavioral,stream content brainstorming,Starts outlining stream content in notebook at the library instead of studying physics
cogito-2.1:671b-cloud,1.0,Maria Lopez,2023-02-13 11:30:00,Oak_Hill_College:library,writing,Maria Lopez is at Oak_Hill_College:library doing writing.,"whispered conversations, rustle of papers, phone pings with email notifications, scent of old books",2023-02-13 11:30:00,stream content planning,Recurring intrusions of creative stream ideas disrupting academic focus,Redirect focus to physics material for 15min to meet academic needs,Maria is physically writing stream ideas when she should be studying physics,High rumination on stream content has completely derailed physics study session,reset_plan,2023-02-13 11:30:00,Oak_Hill_College:study_area,review_assignments,review physics equations,Reset focus to brief physics review from scheduled study materials,2023-02-13 11:30:00,True,behavioral,stream content brainstorming,continue writing stream ideas while physics textbook lies open,Could refocus if phone notification reminds her of study schedule,Maria's creative flow is too strong; physics equations can't compete with her stream ideas right now,2023-02-13 11:30:00,home:office,writing,stream content brainstorming,behavioral,stream content brainstorming,Wrote stream ideas at her desk while physics textbook remains untouched
cogito-2.1:671b-cloud,1.0,Maria Lopez,2023-02-13 11:45:00,home:office,writing,Maria Lopez is at home:office doing writing.,"whispered conversations, rustle of papers, phone pings with email notifications, scent of old books",2023-02-13 11:45:00,stream content planning,Persistent diversion to content creation despite scheduled study time,Redirect focus to physics before stream planning overtakes study session,Maria's attention fixated on stream content during physics study time.,Observed repeated drift to stream planning; requires intervention to realign with study schedule.,reset_plan,2023-02-13 11:45:00,Oak_Hill_College:library,study,Studying physics and participating in online discussions.,Gentle physics review focusing on key concepts without pressure,2023-02-13 11:45:00,True,attentional_leak,stream content brainstorming,checking stream analytics,Phone notification about lecture topic might redirect focus,"Maria keeps getting pulled toward stream planning despite physics review, typical of her enthusiastic focus on streaming.",2023-02-13 11:45:00,Oak_Hill_College:library,study,Studying physics and participating in online discussions.,attentional_leak,stream content brainstorming,Studying physics review materials while mentally composing new stream concepts
cogito-2.1:671b-cloud,1.0,Maria Lopez,2023-02-13 12:00:00,Oak_Hill_College:library,study,Maria Lopez is at Oak_Hill_College:library doing study.,"clinking of mugs, aroma of coffee, background chatter, phone vibrating with stream alerts",2023-02-13 12:00:00,stream content planning,persistent return to stream planning despite environment and task demands,Redirect focus to physics studies before stream ideas derail academic goals,Maria is repeatedly derailed by stream content fixation during study time,"Multiple drift events show persistent stream focus instead of physics study, requiring plan reset",reset_plan,2023-02-13 12:00:00,Hobbs_Cafe:main_floor,study,simplified physics review,review basic concepts instead of new material due to distracted state,2023-02-13 12:00:00,True,behavioral,stream content brainstorming,checking phone and jotting down stream ideas during lunch,Maria might notice physics notes in her bag and refocus,Maria's persistent stream fixation and executive function strain from reflection show she'll struggle to resist distraction even in cafe setting.,2023-02-13 12:00:00,Hobbs_Cafe:main_floor,checking phone and jotting down stream ideas during lunch,stream content brainstorming,behavioral,stream content brainstorming,Checking phone and jotting down Twitch stream ideas while eating lunch at Hobbs Cafe
cogito-2.1:671b-cloud,1.0,Maria Lopez,2023-02-13 12:15:00,Hobbs_Cafe:main_floor,checking phone and jotting down stream ideas during lunch,Maria Lopez is at Hobbs_Cafe:main_floor doing checking phone and jotting down stream ideas during lunch.,"clinking of mugs, aroma of coffee, background chatter, phone vibrating with stream alerts",2023-02-13 12:15:00,stream content brainstorming,obsessive focus on stream content despite study obligations,Maria needs to compartmentalize stream brainstorming for scheduled time.,Maria's stream obsession is overriding her study schedule.,Persistent stream content focus during study time indicates clear plan deviation requiring intervention.,reset_plan,2023-02-13 12:15:00,Hobbs_Cafe:main_floor,lunch,Lunch at her favorite cafe while catching up on messages.,gentle study session to ease back into scheduled academic work,2023-02-13 12:15:00,True,attentional_leak,stream content brainstorming,sips coffee while scrolling Twitch metrics,Rock climbing later will force break from screens,Maria's fixation on stream metrics persists despite reset plan directive.,2023-02-13 12:15:00,Hobbs_Cafe:main_floor,lunch,Lunch at her favorite cafe while catching up on messages.,attentional_leak,stream content brainstorming,Plans stream content while mind wanders to Twitch metrics
