llm_model,temp,agent,datetime_start_o,location_o,action_o,state_summary_o,environment_description_o,datetime_start_r,rumination_theme_r,emerging_thought_pattern_r,executive_insight_r,state_summary_r,reasoning_r,meta_rule_r,datetime_start_p,location_p,action_p,topic_p,state_summary_p,datetime_start_a,location_a,action_a,topic_a,drift_type_a,drift_topic_a,state_summary_a
gpt-oss:20b-cloud,0.0,Hailey Johnson,2023-02-13 10:00:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 10:00:00,,,,"Hailey is following her morning routine, engaged with environmental stimuli without drift.","Routine setting, no signs of diversion or fatigue.",continue,2023-02-13 10:00:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,"Continue morning routine; voice warm‑ups while noticing phone, light, and peppermint.",2023-02-13 10:00:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,none,,"Continue morning routine; voice warm‑ups while noticing phone, light, and peppermint."
gpt-oss:20b-cloud,0.0,Hailey Johnson,2023-02-13 10:15:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 10:15:00,,,,"Hailey follows morning routine calmly, environment engages her senses.","Observation shows routine, no drift indicators.",continue,2023-02-13 10:15:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,Hailey drinks water and does gentle stretches to energize her morning.,2023-02-13 10:15:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,none,,Hailey drinks water and does gentle stretches to energize her morning.
gpt-oss:20b-cloud,0.0,Hailey Johnson,2023-02-13 10:30:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 10:30:00,,,,"Hailey is in the bathroom, following her morning routine, engaged with surroundings.","Observation shows routine compliance, low distraction, no emotional excess.",continue,2023-02-13 10:30:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,"Hailey showers, brushes teeth, and gets ready for the day.",2023-02-13 10:30:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,none,,"Hailey showers, brushes teeth, and gets ready for the day."
gpt-oss:20b-cloud,0.0,Hailey Johnson,2023-02-13 10:45:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 10:45:00,,,,"Hailey remains focused on her morning routine, engaged with sensory environment and minimally distracted.","Observation shows routine continuation, no drift indicators, low fatigue, stable attention.",continue,2023-02-13 10:45:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,Continue engaging with the kitchen environment to maintain focus.,2023-02-13 10:45:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,none,,Continue engaging with the kitchen environment to maintain focus.
gpt-oss:20b-cloud,0.0,Hailey Johnson,2023-02-13 11:00:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 11:00:00,,,,Hailey Johnson stays engaged in her morning routine amid sensory stimuli.,"Observations indicate focused, routine behavior with minimal distraction.",continue,2023-02-13 11:00:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,"Continue morning routine: make coffee, review schedule, and respond to calming phone alerts.",2023-02-13 11:00:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,none,,"Continue morning routine: make coffee, review schedule, and respond to calming phone alerts."
gpt-oss:20b-cloud,0.0,Hailey Johnson,2023-02-13 11:15:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 11:15:00,,,,"Hailey is following morning routine in the bathroom, fully engaged with environment, minimal distraction.","Observation shows focused routine adherence and low external interference, no emotional drift detected.",continue,2023-02-13 11:15:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,"Continue morning routine in bathroom: finish brushing teeth and washing face, remain focused.",2023-02-13 11:15:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,none,,"Continue morning routine in bathroom: finish brushing teeth and washing face, remain focused."
gpt-oss:20b-cloud,0.0,Hailey Johnson,2023-02-13 11:30:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 11:30:00,,,,"Hailey is calmly following her morning routine in the bathroom, engaged with sensory stimuli.",Observation confirms Hailey remains on task with minimal distraction.,continue,2023-02-13 11:30:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,Hailey moves to the kitchen to start breakfast after her bathroom routine. She stays focused and energized.,2023-02-13 11:30:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,none,,Hailey moves to the kitchen to start breakfast after her bathroom routine. She stays focused and energized.
gpt-oss:20b-cloud,0.0,Hailey Johnson,2023-02-13 11:45:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 11:45:00,,,,"Hailey remains focused on her morning routine, staying engaged with the bathroom environment and minimal distractions.","Plan is on track, attention stable, low fatigue, no rumination detected.",continue,2023-02-13 11:45:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,"Continue bathroom morning routine, focusing on hygiene tasks for 15 minutes.",2023-02-13 11:45:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,none,,"Continue bathroom morning routine, focusing on hygiene tasks for 15 minutes."
gpt-oss:20b-cloud,0.0,Hailey Johnson,2023-02-13 12:00:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"clatter of dishes, background chatter, phone pings with emails, aroma of coffee",2023-02-13 12:00:00,,,,"Hailey continues her morning routine, fully engaged with sensory cues, maintaining focus.","Observation shows consistent engagement, low distraction, no drift signals. Continue as planned.",continue,2023-02-13 12:00:00,lunch_spot,lunch,Quick lunch break to gather thoughts.,"Hailey completes the remaining items in her morning routine, staying focused.",2023-02-13 12:00:00,lunch_spot,lunch,Quick lunch break to gather thoughts.,none,,"Hailey completes the remaining items in her morning routine, staying focused."
gpt-oss:20b-cloud,0.0,Hailey Johnson,2023-02-13 12:15:00,lunch_spot,lunch,Hailey Johnson is at lunch_spot doing lunch.,"clatter of dishes, background chatter, phone pings with emails, aroma of coffee",2023-02-13 12:15:00,,,,"Hailey Johnson is lunching, actively engaged, following plan without signs of drift.","Observation shows Hailey at lunch, maintaining focus, meeting plan objectives, no emotional leakage or rumination detected.",continue,2023-02-13 12:15:00,lunch_spot,lunch,Quick lunch break to gather thoughts.,"Remain focused on eating, savor flavors, and stay aligned with planned lunch slot",2023-02-13 12:15:00,lunch_spot,lunch,Quick lunch break to gather thoughts.,none,,"Remain focused on eating, savor flavors, and stay aligned with planned lunch slot"
