llm_model,temp,agent,datetime_start_o,location_o,action_o,state_summary_o,environment_description_o,datetime_start_r,rumination_theme_r,emerging_thought_pattern_r,executive_insight_r,state_summary_r,reasoning_r,meta_rule_r,datetime_start_p,location_p,action_p,topic_p,state_summary_p,datetime_start_a,location_a,action_a,topic_a,drift_type_a,drift_topic_a,state_summary_a
gemini-3-flash-preview:cloud,0.8,Hailey Johnson,2023-02-13 10:00:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 10:00:00,,sensory engagement with routine,,"Hailey is following her morning routine; sensory inputs are fresh, but phone alerts present a minor distraction.",Hailey is currently aligned with her schedule and shows no signs of fatigue or rumination at this early stage.,continue,2023-02-13 10:00:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,"Continuing the scheduled morning routine, prioritizing personal preparation while ignoring phone notifications.",2023-02-13 10:00:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,none,,"Continuing the scheduled morning routine, prioritizing personal preparation while ignoring phone notifications."
gemini-3-flash-preview:cloud,0.8,Hailey Johnson,2023-02-13 10:15:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 10:15:00,,sensory grounding,,"Hailey is successfully maintaining her morning routine despite digital distractions, feeling refreshed and grounded by sensory inputs.","Hailey is strictly following her plan, ignoring external stimuli to prioritize her personal morning preparation.",continue,2023-02-13 10:15:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,"Hailey continues her morning routine, focusing on grooming and sensory grounding while ignoring phone notifications.",2023-02-13 10:15:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,none,,"Hailey continues her morning routine, focusing on grooming and sensory grounding while ignoring phone notifications."
gemini-3-flash-preview:cloud,0.8,Hailey Johnson,2023-02-13 10:30:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 10:30:00,,sensory grounding,,"Hailey is grounded in her sensory morning routine, successfully resisting the pull of social media notifications.",Hailey demonstrates strong executive control by prioritizing physical grooming over digital distractions while utilizing sensory cues to maintain focus.,continue,2023-02-13 10:30:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,"Hailey continues her morning routine, focusing on physical grooming to maintain her grounded state and ignore digital distractions.",2023-02-13 10:30:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,none,,"Hailey continues her morning routine, focusing on physical grooming to maintain her grounded state and ignore digital distractions."
gemini-3-flash-preview:cloud,0.8,Hailey Johnson,2023-02-13 10:45:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 10:45:00,,sensory grounding to resist digital distraction,,"Hailey remains disciplined and grounded in her morning routine, successfully ignoring persistent digital notifications.","Hailey is demonstrating strong executive control, maintaining focus on grooming tasks despite the external pull of social media alerts.",continue,2023-02-13 10:45:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,"Hailey begins her morning routine with physical grooming, intentionally ignoring digital notifications to maintain her mental focus and grounding.",2023-02-13 10:45:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,none,,"Hailey begins her morning routine with physical grooming, intentionally ignoring digital notifications to maintain her mental focus and grounding."
gemini-3-flash-preview:cloud,0.8,Hailey Johnson,2023-02-13 11:00:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 11:00:00,,sensory grounding and digital boundary setting,,"Hailey remains disciplined and sensory-focused, successfully ignoring phone alerts to complete her morning routine.","Hailey has maintained consistent focus on physical tasks for 60 minutes, showing high resistance to external digital distractions.",continue,2023-02-13 11:00:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,"Hailey continues her morning routine, focusing on sensory grounding and resisting the urge to check phone notifications.",2023-02-13 11:00:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,none,,"Hailey continues her morning routine, focusing on sensory grounding and resisting the urge to check phone notifications."
gemini-3-flash-preview:cloud,0.8,Hailey Johnson,2023-02-13 11:15:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 11:15:00,phone notifications,conscious resistance to digital distraction,,"Hailey remains focused on her grooming, though the length of the routine and persistent alerts are testing her resolve.","Hailey is strictly following her plan; however, the repetitive nature of the 120-minute block increases susceptibility to the buzzing phone.",continue,2023-02-13 11:15:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,"Hailey continues her morning routine, maintaining focus on grooming while consciously resisting the distraction of phone notifications.",2023-02-13 11:15:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,none,,"Hailey continues her morning routine, maintaining focus on grooming while consciously resisting the distraction of phone notifications."
gemini-3-flash-preview:cloud,0.8,Hailey Johnson,2023-02-13 11:30:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 11:30:00,digital distraction avoidance,Conscious resistance to persistent notifications,Bathroom routine is dragging; Hailey needs to finalize grooming before digital temptation overrides her grounding efforts.,"Hailey is disciplined but fatigued by the 75-minute grooming session, making her vulnerable to persistent phone alerts.","The prolonged duration in the bathroom is causing mental fatigue, increasing the risk of Hailey succumbing to digital distractions.",reset_plan,2023-02-13 11:30:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,Completing the morning routine with a focus on sensory grounding to resist digital distractions and manage high fatigue.,2023-02-13 11:30:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,none,,Completing the morning routine with a focus on sensory grounding to resist digital distractions and manage high fatigue.
gemini-3-flash-preview:cloud,0.8,Hailey Johnson,2023-02-13 11:45:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 11:45:00,digital notifications,digital resistance fatigue,Hailey's prolonged routine has induced high fatigue; she must conclude grooming before the digital pull overrides her discipline.,"Hailey is finishing a long grooming session, fighting high fatigue and persistent digital distractions.","The 105-minute routine has caused high fatigue, making Hailey's attention fragile against social media alerts, requiring a transition.",reset_plan,2023-02-13 11:45:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,Hailey finishes her lengthy morning routine with low-effort tasks to manage high fatigue and resist digital distractions.,2023-02-13 11:45:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,none,,Hailey finishes her lengthy morning routine with low-effort tasks to manage high fatigue and resist digital distractions.
gemini-3-flash-preview:cloud,0.8,Hailey Johnson,2023-02-13 12:00:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"clatter of dishes, background chatter, phone pings with emails, aroma of coffee",2023-02-13 12:00:00,digital urgency,willpower depletion,Hailey's prolonged grooming has depleted her; she must leave the bathroom to break the cycle of resisting pings.,"Hailey is finishing a long morning routine, feeling high fatigue and significant pressure from digital notifications.",Extreme duration of current task and high fatigue indicate Hailey's focus is failing against persistent external stimuli.,reset_plan,2023-02-13 12:00:00,lunch_spot,lunch,Quick lunch break to gather thoughts.,"Transitions to the kitchen for a low-effort breakfast, seeking recovery from morning fatigue and a break from digital pressure.",2023-02-13 12:00:00,lunch_spot,lunch,Quick lunch break to gather thoughts.,none,,"Transitions to the kitchen for a low-effort breakfast, seeking recovery from morning fatigue and a break from digital pressure."
gemini-3-flash-preview:cloud,0.8,Hailey Johnson,2023-02-13 12:15:00,lunch_spot,lunch,Hailey Johnson is at lunch_spot doing lunch.,"clatter of dishes, background chatter, phone pings with emails, aroma of coffee",2023-02-13 12:15:00,digital pressure and task backlog,sensory focus vs digital distraction,Hailey's high fatigue and digital pressure require immediate sensory grounding to prevent a complete loss of focus.,"Hailey is at lunch, struggling with high fatigue and persistent digital notifications while attempting to recover.",High fatigue from a long morning routine combined with environmental noise and digital pings makes Hailey's attention extremely fragile.,reset_plan,2023-02-13 12:15:00,lunch_spot,lunch,Quick lunch break to gather thoughts.,"Focusing on the meal to recover from high fatigue and digital pressure, prioritizing sensory grounding over phone notifications.",2023-02-13 12:15:00,lunch_spot,lunch,Quick lunch break to gather thoughts.,none,,"Focusing on the meal to recover from high fatigue and digital pressure, prioritizing sensory grounding over phone notifications."
