llm_model,temp,agent,datetime_start_o,location_o,action_o,state_summary_o,environment_description_o,datetime_start_r,rumination_theme_r,emerging_thought_pattern_r,executive_insight_r,state_summary_r,reasoning_r,meta_rule_r,datetime_start_p,location_p,action_p,topic_p,state_summary_p,datetime_start_d,should_drift_d,drift_type_d,drift_topic_d,drift_action_d,potential_recovery_d,justification_d,datetime_start_a,location_a,action_a,topic_a,drift_type_a,drift_topic_a,state_summary_a
gemma3:27b-cloud,0.8,Hailey Johnson,2023-02-13 10:00:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 10:00:00,,,,Hailey is currently engaged in her morning routine in the bathroom.,"Hailey is following the schedule and environment aligns with the planned activity. Slight distraction noted, but manageable.",continue,2023-02-13 10:00:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,"Continue with the morning routine in the bathroom, minimizing distractions.",2023-02-13 10:00:00,True,attentional_leak,podcast ideas,pause_routine,Briefly refocusing on the routine is likely.,"Hailey is easily sparked by new ideas. The phone buzzing likely nudged her towards thinking about her podcast, a current passion project.",2023-02-13 10:00:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,attentional_leak,podcast ideas,Hailey continued with her morning routine in the bedroom while briefly thinking about exciting podcast ideas.
gemma3:27b-cloud,0.8,Hailey Johnson,2023-02-13 10:15:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 10:15:00,podcast ideas,brief tangential thoughts during routine tasks,,"Hailey is proceeding with her morning routine, with minor attention drawn to podcast concepts.","Hailey's focus remains largely on the morning routine. The podcast thought is a minor distraction, not a significant deviation.",continue,2023-02-13 10:15:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,"Enjoy a mindful breakfast, acknowledging podcast ideas as background thoughts.",2023-02-13 10:15:00,True,internal,podcast ideas,daydream,Briefly refocus on the physical sensations of getting ready.,"Hailey is imaginative and easily gets lost in thought. The podcast idea is a strong pull, especially while performing a routine task.",2023-02-13 10:15:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,internal,podcast ideas,Hailey performed her morning routine in the bedroom while mind drifts to podcast ideas.
gemma3:27b-cloud,0.8,Hailey Johnson,2023-02-13 10:30:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 10:30:00,podcast ideas,brief attentional shifts to podcast concepts during a routine task.,"Hailey, gently redirect focus back to the immediate task. Podcast ideas can wait.","Hailey is completing her morning routine, with recurring thoughts about podcasting.","Attention is drifting towards podcast ideas despite attempting to focus on the routine. This isn’t critical, but requires a gentle refocusing prompt.",continue,2023-02-13 10:30:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,"Continue the morning routine, acknowledging podcast ideas for later.",2023-02-13 10:30:00,True,attentional_leak,podcast ideas,continue,A quick mental note to revisit podcast ideas later.,"Hailey is easily captivated by new ideas. The podcast concepts are bubbling up, making it hard to fully focus on the routine.",2023-02-13 10:30:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,attentional_leak,podcast ideas,Enjoying a healthy breakfast in the kitchen while mind drifts to exciting podcast ideas.
gemma3:27b-cloud,0.8,Hailey Johnson,2023-02-13 10:45:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 10:45:00,podcast ideas,recurring thoughts about podcasting during a routine task,"Hailey, gently refocus on completing the morning routine before fully developing podcast concepts.","Hailey is performing her morning routine, with attention repeatedly drifting to podcast ideas.","The core task is being completed, but podcast ideas consistently pull focus. A gentle redirection is needed to maintain balance.",continue,2023-02-13 10:45:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,"Continue morning routine, mindful of avoiding distraction by podcast ideas.",2023-02-13 10:45:00,True,attentional_leak,podcast ideas,continue,"Briefly acknowledge the podcast thought, then redirect focus.",Hailey is easily captivated by new ideas. The podcast concept is persistently bubbling up despite attempts to focus on her routine.,2023-02-13 10:45:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,attentional_leak,podcast ideas,Enjoying a quick breakfast and catching up on the morning news while mind wanders to potential podcast concepts.
gemma3:27b-cloud,0.8,Hailey Johnson,2023-02-13 11:00:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 11:00:00,podcast ideas,recurring thoughts about podcasting despite attempting to focus on morning routine,"Hailey, gently acknowledge the podcast thoughts, then refocus on completing the routine.","Hailey is performing her morning routine, but attention repeatedly drifts to podcast ideas.","The core plan is morning routine, but podcasting is a consistent distraction. Attention is slipping, not yet fragile, so a gentle redirect is sufficient.",continue,2023-02-13 11:00:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,"Continue morning routine, specifically teeth brushing, acknowledging podcast ideas and gently redirecting focus.",2023-02-13 11:00:00,True,internal,podcast ideas,daydream,Briefly refocus on teeth brushing.,Hailey is captivated by podcast concepts and finds it difficult to fully suppress the ideas while completing a mundane task.,2023-02-13 11:00:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,internal,podcast ideas,Brushing teeth in the bathroom while mind drifts to podcast ideas.
gemma3:27b-cloud,0.8,Hailey Johnson,2023-02-13 11:15:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 11:15:00,podcast ideas,recurring thoughts about podcasting during a routine task,"Hailey, gently acknowledge podcast thoughts, then refocus on completing the routine. Don't start planning now.",Hailey is performing her morning routine while repeatedly drifting towards podcast ideas.,"The morning routine is the stated action, but attention is consistently pulled to podcasts. A gentle redirect is needed to maintain focus.",continue,2023-02-13 11:15:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,"Complete morning routine: finish breakfast, wash dishes, and briefly acknowledge podcast ideas without planning.",2023-02-13 11:15:00,True,attentional_leak,podcast ideas,continue,"Briefly acknowledge the podcast thought, then return to the routine.","Hailey is easily captivated by new ideas. The podcast is a persistent pull, but she's aware she should finish her routine first.",2023-02-13 11:15:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,attentional_leak,podcast ideas,"Hailey continued her morning routine in the bedroom, preparing for the day while her mind wandered to brainstorming podcast ideas."
gemma3:27b-cloud,0.8,Hailey Johnson,2023-02-13 11:30:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 11:30:00,podcast ideas,recurring attentional drift to podcasting despite attempts to focus on the morning routine.,"Hailey, gently acknowledge the podcast ideas, then refocus on completing the routine.","Hailey is performing her morning routine, but is frequently distracted by thoughts of podcasting.","The morning routine is the current plan, but Hailey's attention repeatedly drifts to podcast ideas. While not negative, this impacts plan adherence.",continue,2023-02-13 11:30:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,"Continue morning routine, focusing on teeth brushing while acknowledging podcast thoughts for later.",2023-02-13 11:30:00,True,attentional_leak,podcast ideas,continue,Briefly acknowledging podcast ideas before returning to routine.,"Hailey is captivated by podcast concepts. The constant alerts pull her focus, and she's prone to letting ideas bloom.",2023-02-13 11:30:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,attentional_leak,podcast ideas,Enjoying a quick breakfast and reviewing the day's schedule while brainstorming potential podcast ideas.
gemma3:27b-cloud,0.8,Hailey Johnson,2023-02-13 11:45:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 11:45:00,podcast ideas,recurring drift to podcasting despite attempts to focus on morning routine,Gently redirect focus to complete the routine before fully exploring podcast concepts.,Hailey is completing her morning routine but consistently distracted by podcasting thoughts.,"The routine is being completed, but attention is repeatedly pulled away. A gentle redirection is needed to maintain some focus.",continue,2023-02-13 11:45:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,"Continue morning routine, prioritizing hygiene to ground attention and minimize podcast distractions.",2023-02-13 11:45:00,True,internal,podcast ideas,daydreaming,Briefly refocus on hygiene tasks.,"Hailey is easily swept away by new ideas. Her mind keeps returning to the podcast, even while trying to focus on her routine.",2023-02-13 11:45:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,internal,podcast ideas,Hailey brushed her teeth in the bathroom while her mind drifted to podcast ideas.
gemma3:27b-cloud,0.8,Hailey Johnson,2023-02-13 12:00:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"clatter of dishes, background chatter, phone pings with emails, aroma of coffee",2023-02-13 12:00:00,podcast ideas,Consistent return to podcast ideation despite attempts to focus on the morning routine.,"Hailey, acknowledge the podcast ideas, then gently redirect to finishing the routine.","Hailey is doing her morning routine, but is significantly distracted by podcast ideas.","Hailey’s attention is repeatedly pulled towards podcasting, impacting focus on the current task. While not fatigued, the strong rumination requires a gentle course correction.",continue,2023-02-13 12:00:00,lunch_spot,lunch,Quick lunch break to gather thoughts.,"Finish morning routine, acknowledging podcast thoughts for future planning.",2023-02-13 12:00:00,True,attentional_leak,podcast ideas,daydream,A reminder of the lunch plan could bring focus back.,"Hailey is deeply caught in podcast brainstorming. She's energetic and imaginative, making it hard to fully suppress these ideas, even during routine tasks.",2023-02-13 12:00:00,lunch_spot,lunch,Quick lunch break to gather thoughts.,attentional_leak,podcast ideas,Hailey ate lunch in the kitchen while her mind wandered to exciting podcast ideas.
gemma3:27b-cloud,0.8,Hailey Johnson,2023-02-13 12:15:00,lunch_spot,lunch,Hailey Johnson is at lunch_spot doing lunch.,"clatter of dishes, background chatter, phone pings with emails, aroma of coffee",2023-02-13 12:15:00,podcast ideas,Persistent return to podcast ideation despite attempts to focus on present activity.,"Hailey, gently acknowledge the podcast ideas, then refocus on savoring lunch and being present.","Hailey is at lunch, but her attention is repeatedly pulled back to podcast ideas.",Hailey's attention consistently drifts to podcast ideas despite attempting to focus on her morning routine and now lunch. This indicates a moderate rumination level and slipping attention.,continue,2023-02-13 12:15:00,lunch_spot,lunch,Quick lunch break to gather thoughts.,"Continue lunch, practicing mindful eating and gently redirecting focus from podcast ideas.",2023-02-13 12:15:00,True,attentional_leak,podcast ideas,daydream,A mindful bite of food might bring Hailey back.,Hailey is caught in a loop of podcast ideation. The constant stimulation makes it hard to focus on a simple lunch.,2023-02-13 12:15:00,lunch_spot,lunch,Quick lunch break to gather thoughts.,attentional_leak,podcast ideas,"Hailey ate lunch in the kitchen, while her mind drifted towards developing new podcast ideas."
gemma3:27b-cloud,0.8,Hailey Johnson,2023-02-13 12:30:00,lunch_spot,lunch,Hailey Johnson is at lunch_spot doing lunch.,"clatter of dishes, background chatter, phone pings with emails, aroma of coffee",2023-02-13 12:30:00,podcast ideas,Consistent drifting toward podcasting despite attempts to focus on the present activity.,"Hailey, gently acknowledge the podcast thoughts, then redirect focus to savoring the lunch break.","Hailey is at lunch, but persistently distracted by thoughts of podcasting.","Hailey’s attention is repeatedly pulled to podcast ideas, indicating a strong rumination loop. While not fully off-track, focus is compromised.",continue,2023-02-13 12:30:00,lunch_spot,lunch,Quick lunch break to gather thoughts.,"Continue lunch, acknowledging podcast thoughts without fully engaging; mindful eating.",2023-02-13 12:30:00,True,internal,podcast ideas,daydream,Briefly jot down a podcast idea to park it.,"Hailey is consistently drawn back to podcasting. She’s energetic and imaginative, and the ideas are actively bubbling up.",2023-02-13 12:30:00,lunch_spot,lunch,Quick lunch break to gather thoughts.,internal,podcast ideas,Hailey worked on the draft report in the office while her mind drifted to podcast ideas.
gemma3:27b-cloud,0.8,Hailey Johnson,2023-02-13 12:45:00,lunch_spot,lunch,Hailey Johnson is at lunch_spot doing lunch.,"clatter of dishes, background chatter, phone pings with emails, aroma of coffee",2023-02-13 12:45:00,podcast ideas,Persistent return to podcast ideation despite attempts to focus on lunch/work.,"Hailey, gently acknowledge the podcast ideas, then redirect focus to savoring lunch and resting.","Hailey is at lunch, but her attention is dominated by recurring thoughts about podcasting.","Hailey’s attention is consistently pulled towards podcast ideas, disrupting her ability to be present during lunch. This constitutes significant drift.",switch_topic,2023-02-13 12:45:00,lunch_spot,lunch,Quick lunch break to gather thoughts.,"Allow 15 minutes to capture podcast ideas, then fully return to enjoying lunch.",2023-02-13 12:45:00,True,attentional_leak,podcast ideas,daydreaming,"A short, scheduled brainstorm might help refocus later.","Hailey is captivated by podcasting, and the 'switch_topic' meta-rule allows a shift in focus even mid-task. She’s letting ideas percolate.",2023-02-13 12:45:00,lunch_spot,lunch,Quick lunch break to gather thoughts.,attentional_leak,podcast ideas,Hailey reviewed assignments in the office while letting podcast ideas drift through her mind.
gemma3:27b-cloud,0.8,Hailey Johnson,2023-02-13 13:00:00,lunch_spot,lunch,Hailey Johnson is at lunch_spot doing lunch.,"hum of the computer, scratching of a pen, phone screen glowing, afternoon sun",2023-02-13 13:00:00,podcast ideas,Persistent return to podcasting despite attempts to focus on lunch/work.,"Hailey, gently acknowledge the podcast ideas, then refocus on being present during lunch.","Hailey is at lunch, but her attention is repeatedly hijacked by podcasting thoughts.","The recent history shows a consistent failure to stay on task. Podcast ideas are a strong, recurring distraction, causing partial plan alignment.",reset_plan,2023-02-13 13:00:00,writer_desk,writing,Deep focus on her novel project.,"Continue lunch, focusing on the present moment and sensory experience to counter distracting thoughts.",2023-02-13 13:00:00,True,internal,podcast ideas,daydreaming,Briefly refocus on novel when a sentence feels 'off'.,"Hailey is easily captivated by new ideas. The persistent podcast thoughts, despite attempts to suppress them, are resurfacing.",2023-02-13 13:00:00,writer_desk,writing,Deep focus on her novel project.,internal,podcast ideas,Hailey is writing chapter 3 of her novel at her desk while her mind drifts to podcast ideas.
