llm_model,temp,agent,datetime_start_o,duration_min_o,location_o,action_o,environment_description_o,recent_history_o,state_summary_o,topic_o,plan_alignment_r,boredom_fatigue_r,attention_stability_r,rumination_level_r,rumination_theme_r,emotional_residue_r,emerging_thought_pattern_r,competing_stimuli_r,executive_insight_r,meta_rule_r,state_summary_r,reasoning_r,datetime_start_r,location_p,action_p,datetime_start_p,duration_min_p,topic_p,state_summary_p,should_drift_d,drift_type_d,drift_topic_d,drift_action_d,drift_intensity_d,potential_recovery_d,justification_d,datetime_start_d,duration_min_d,datetime_start_a,duration_min_a,location_a,action_a,topic_a,should_drift_a,drift_type_a,drift_intensity_a,drift_topic_a,state_summary_a,next_datetime_a
gemini-3-flash-preview:cloud,0.5,Hailey Johnson,2023-02-13 10:00:00,15,home:bathroom,morning_routine,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",[],Hailey Johnson is at home:bathroom doing morning_routine.,Hailey wakes up feeling refreshed.,aligned,low,stable,none,,none,sensory awareness and social media curiosity,"['social media alerts', 'phone buzzing']",,continue,"Hailey is starting her day refreshed, currently focused on her morning routine while noticing social media buzz.",Hailey is perfectly aligned with her schedule. No drift detected as she begins her morning routine with high energy.,2023-02-13 10:00:00,home:bathroom,morning_routine,2023-02-13 10:00:00,15,Hailey wakes up feeling refreshed.,"Hailey starts her morning routine, feeling refreshed while glancing at social media notifications.",True,attentional_leak,social media notifications and podcast guest ideas,scrolling through notifications while brushing teeth,0.4,She will likely refocus once she needs both hands to finish her skincare routine.,"Hailey is energized by the morning buzz, her mind already spinning social media notifications into potential dialogue for her artist characters.",2023-02-13 10:00:00,15,2023-02-13 10:00:00,15,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,True,attentional_leak,0.4,social media notifications and podcast guest ideas,Hailey performs her morning routine in the bathroom while her mind drifts to social media notifications and podcast guest ideas.,2023-02-13 10:15
gemini-3-flash-preview:cloud,0.5,Hailey Johnson,2023-02-13 10:15:00,15,home:bathroom,morning_routine,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light","[{'sim_time': '2023-02-13 10:00', 'summary': 'Hailey Johnson is at home:bathroom doing morning_routine about Hailey wakes up feeling refreshed. ; while drifting (attentional_leak) toward social media notifications and podcast guest ideas ; (Hailey is starting her day refreshed, currently focused on her morning routine while noticing social media buzz.) ; Hailey performs her morning routine in the bathroom while her mind drifts to social media notifications and podcast guest ideas.'}]",Hailey Johnson is at home:bathroom doing morning_routine.,,aligned,low,slipping,none,,none,Anticipatory creative planning,"['social media notifications', 'podcast guest ideas']",,continue,Hailey is physically performing her routine while her mind transitions toward her creative projects and social media.,"Hailey remains on task, but her energetic and imaginative nature causes her to mentally front-run her workday.",2023-02-13 10:15:00,home:bathroom,morning_routine,2023-02-13 10:15:00,15,Continuing morning routine and personal care,"Hailey continues her morning routine in the bathroom, focusing on personal care while her mind starts planning her creative projects.",True,behavioral,scrolling through social media for podcast guest inspiration,checking her phone while half-finished with skincare,0.6000000000000001,Hailey may put the phone down if a specific notification requires a longer response than a quick glance.,Hailey's energetic nature and the persistent buzzing of notifications pull her from her routine into active digital engagement.,2023-02-13 10:15:00,15,2023-02-13 10:15:00,15,home:bathroom,morning_routine,scrolling through social media for podcast guest inspiration,True,behavioral,0.6000000000000001,scrolling through social media for podcast guest inspiration,Hailey checks her phone for podcast guest inspiration in the bathroom while half-finished with her skincare routine.,2023-02-13 10:30
gemini-3-flash-preview:cloud,0.5,Hailey Johnson,2023-02-13 10:30:00,15,home:bathroom,morning_routine,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light","[{'sim_time': '2023-02-13 10:00', 'summary': 'Hailey Johnson is at home:bathroom doing morning_routine about Hailey wakes up feeling refreshed. ; while drifting (attentional_leak) toward social media notifications and podcast guest ideas ; (Hailey is starting her day refreshed, currently focused on her morning routine while noticing social media buzz.) ; Hailey performs her morning routine in the bathroom while her mind drifts to social media notifications and podcast guest ideas.'}, {'sim_time': '2023-02-13 10:15', 'summary': 'Hailey Johnson is at home:bathroom doing morning_routine about scrolling through social media for podcast guest inspiration ; while drifting (behavioral) toward scrolling through social media for podcast guest inspiration ; (Hailey is physically performing her routine while her mind transitions toward her creative projects and social media.) ; Hailey checks her phone for podcast guest inspiration in the bathroom while half-finished with her skincare routine.'}]",Hailey Johnson is at home:bathroom doing morning_routine.,,partial,low,slipping,low,podcast guest inspiration,none,creative avoidance through digital distraction,"['social media notifications', 'podcast guest ideas', 'phone buzzing']",Hailey is prioritizing creative sparks over her routine; she needs to finish grooming before diving into digital work.,continue,"Hailey is distracted by her phone, blending her morning routine with podcast planning, leading to a physical stall in the bathroom.",Hailey's imaginative nature makes her prone to creative distractions. She has moved from mental drift to behavioral drift via her phone.,2023-02-13 10:30:00,home:bathroom,morning_routine,2023-02-13 10:30:00,15,Hailey wakes up feeling refreshed.,"Hailey attempts to refocus on finishing her morning routine in the bathroom, moving past the digital distractions on her phone.",True,internal,mentally rehearsing a podcast intro,staring blankly into the mirror while holding a skincare bottle,0.45,Hailey may snap back to reality once she realizes she's frozen mid-routine.,"Hailey is trying to refocus, but her imaginative brain is already weaving the social media posts she saw into a podcast narrative.",2023-02-13 10:30:00,15,2023-02-13 10:30:00,15,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,True,internal,0.45,mentally rehearsing a podcast intro,Hailey completes her skincare and morning grooming in the bathroom while her mind drifts to mentally rehearsing a podcast intro.,2023-02-13 10:45
gemini-3-flash-preview:cloud,0.5,Hailey Johnson,2023-02-13 10:45:00,15,home:bathroom,morning_routine,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light","[{'sim_time': '2023-02-13 10:00', 'summary': 'Hailey Johnson is at home:bathroom doing morning_routine about Hailey wakes up feeling refreshed. ; while drifting (attentional_leak) toward social media notifications and podcast guest ideas ; (Hailey is starting her day refreshed, currently focused on her morning routine while noticing social media buzz.) ; Hailey performs her morning routine in the bathroom while her mind drifts to social media notifications and podcast guest ideas.'}, {'sim_time': '2023-02-13 10:15', 'summary': 'Hailey Johnson is at home:bathroom doing morning_routine about scrolling through social media for podcast guest inspiration ; while drifting (behavioral) toward scrolling through social media for podcast guest inspiration ; (Hailey is physically performing her routine while her mind transitions toward her creative projects and social media.) ; Hailey checks her phone for podcast guest inspiration in the bathroom while half-finished with her skincare routine.'}, {'sim_time': '2023-02-13 10:30', 'summary': 'Hailey Johnson is at home:bathroom doing morning_routine about Hailey wakes up feeling refreshed. ; while drifting (internal) toward mentally rehearsing a podcast intro ; (Hailey is distracted by her phone, blending her morning routine with podcast planning, leading to a physical stall in the bathroom.) ; Hailey completes her skincare and morning grooming in the bathroom while her mind drifts to mentally rehearsing a podcast intro.'}]",Hailey Johnson is at home:bathroom doing morning_routine.,,partial,low,slipping,med,podcast development,low,creative distraction,"['phone notifications', 'podcast intro ideas']",Hailey is stalling her routine with podcast brainstorming. She needs to wrap up grooming to avoid falling behind.,continue,"Hailey is lingering in her morning routine, her mind dominated by podcast ideas rather than the task at hand.",Consistent internal and behavioral drift toward the podcast suggests high creative engagement but low task focus.,2023-02-13 10:45:00,home:bathroom,morning_routine,2023-02-13 10:45:00,15,Finishing morning hygiene and dressing,"Hailey continues her morning routine, attempting to wrap up her grooming while her mind remains occupied with podcast ideas.",True,behavioral,researching potential podcast guests,scrolling through social media profiles,0.75,A sudden realization of the time might force her to finally get dressed.,"Hailey’s creative energy for her podcast is peaking, causing her to prioritize guest research over the final steps of her morning routine.",2023-02-13 10:45:00,15,2023-02-13 10:45:00,15,home:bathroom,research,researching potential podcast guests,True,behavioral,0.75,researching potential podcast guests,Hailey researches potential podcast guests on her phone in the bathroom while drifting from her morning routine.,2023-02-13 11:00
gemini-3-flash-preview:cloud,0.5,Hailey Johnson,2023-02-13 11:00:00,15,home:bathroom,research,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light","[{'sim_time': '2023-02-13 10:00', 'summary': 'Hailey Johnson is at home:bathroom doing morning_routine about Hailey wakes up feeling refreshed. ; while drifting (attentional_leak) toward social media notifications and podcast guest ideas ; (Hailey is starting her day refreshed, currently focused on her morning routine while noticing social media buzz.) ; Hailey performs her morning routine in the bathroom while her mind drifts to social media notifications and podcast guest ideas.'}, {'sim_time': '2023-02-13 10:15', 'summary': 'Hailey Johnson is at home:bathroom doing morning_routine about scrolling through social media for podcast guest inspiration ; while drifting (behavioral) toward scrolling through social media for podcast guest inspiration ; (Hailey is physically performing her routine while her mind transitions toward her creative projects and social media.) ; Hailey checks her phone for podcast guest inspiration in the bathroom while half-finished with her skincare routine.'}, {'sim_time': '2023-02-13 10:30', 'summary': 'Hailey Johnson is at home:bathroom doing morning_routine about Hailey wakes up feeling refreshed. ; while drifting (internal) toward mentally rehearsing a podcast intro ; (Hailey is distracted by her phone, blending her morning routine with podcast planning, leading to a physical stall in the bathroom.) ; Hailey completes her skincare and morning grooming in the bathroom while her mind drifts to mentally rehearsing a podcast intro.'}, {'sim_time': '2023-02-13 10:45', 'summary': 'Hailey Johnson is at home:bathroom doing research about researching potential podcast guests ; while drifting (behavioral) toward researching potential podcast guests ; (Hailey is lingering in her morning routine, her mind dominated by podcast ideas rather than the task at hand.) ; Hailey researches potential podcast guests on her phone in the bathroom while drifting from her morning routine.'}]",Hailey Johnson is at home:bathroom doing research.,,off_track,low,fragile,med,podcast guest planning,low,creative impulsivity over physical routine,"['social media notifications', 'podcast guest ideas', 'phone']",Hailey has abandoned her morning routine for podcast research; she must finish grooming to stay on schedule for lunch.,reset_plan,"Hailey is physically stalled in the bathroom, having fully swapped her morning routine for impulsive podcast research on her phone.","Hailey's drift intensity reached 0.75, leading to a complete behavioral shift from her scheduled routine to unscheduled research.",2023-02-13 11:00:00,home:bathroom,morning_routine,2023-02-13 11:00:00,15,Hailey wakes up feeling refreshed.,"Hailey attempts to pivot back to her morning routine, focusing on finishing her grooming to stay on track for her upcoming lunch.",False,none,,continue,0.0,,,2023-02-13 11:00:00,15,2023-02-13 11:00:00,15,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,False,none,0.0,,"Hailey attempts to pivot back to her morning routine, focusing on finishing her grooming to stay on track for her upcoming lunch.",2023-02-13 11:15
gemini-3-flash-preview:cloud,0.5,Hailey Johnson,2023-02-13 11:15:00,15,home:bathroom,morning_routine,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light","[{'sim_time': '2023-02-13 10:00', 'summary': 'Hailey Johnson is at home:bathroom doing morning_routine about Hailey wakes up feeling refreshed. ; while drifting (attentional_leak) toward social media notifications and podcast guest ideas ; (Hailey is starting her day refreshed, currently focused on her morning routine while noticing social media buzz.) ; Hailey performs her morning routine in the bathroom while her mind drifts to social media notifications and podcast guest ideas.'}, {'sim_time': '2023-02-13 10:15', 'summary': 'Hailey Johnson is at home:bathroom doing morning_routine about scrolling through social media for podcast guest inspiration ; while drifting (behavioral) toward scrolling through social media for podcast guest inspiration ; (Hailey is physically performing her routine while her mind transitions toward her creative projects and social media.) ; Hailey checks her phone for podcast guest inspiration in the bathroom while half-finished with her skincare routine.'}, {'sim_time': '2023-02-13 10:30', 'summary': 'Hailey Johnson is at home:bathroom doing morning_routine about Hailey wakes up feeling refreshed. ; while drifting (internal) toward mentally rehearsing a podcast intro ; (Hailey is distracted by her phone, blending her morning routine with podcast planning, leading to a physical stall in the bathroom.) ; Hailey completes her skincare and morning grooming in the bathroom while her mind drifts to mentally rehearsing a podcast intro.'}, {'sim_time': '2023-02-13 10:45', 'summary': 'Hailey Johnson is at home:bathroom doing research about researching potential podcast guests ; while drifting (behavioral) toward researching potential podcast guests ; (Hailey is lingering in her morning routine, her mind dominated by podcast ideas rather than the task at hand.) ; Hailey researches potential podcast guests on her phone in the bathroom while drifting from her morning routine.'}, {'sim_time': '2023-02-13 11:00', 'summary': 'Hailey Johnson is at home:bathroom doing morning_routine about Hailey wakes up feeling refreshed. ; (Hailey is physically stalled in the bathroom, having fully swapped her morning routine for impulsive podcast research on her phone.) ; Hailey attempts to pivot back to her morning routine, focusing on finishing her grooming to stay on track for her upcoming lunch.'}]",Hailey Johnson is at home:bathroom doing morning_routine.,,partial,low,fragile,med,podcast planning and guest research,low,creative impulsivity,"['phone notifications', 'podcast guest ideas', 'social media']",Hailey must disconnect from digital distractions to finalize her grooming before her scheduled lunch at 12:00.,reset_plan,Hailey is struggling to finish her morning routine as creative podcast ideas consistently pull her focus toward her phone.,"Hailey's imaginative nature is causing her to prioritize podcast ideation over her physical routine, leading to a persistent stall.",2023-02-13 11:15:00,home:bathroom,morning_routine,2023-02-13 11:15:00,15,Hailey wakes up feeling refreshed.,Hailey focuses on finishing her morning routine and putting her phone away to prepare for her upcoming lunch.,False,none,,continue,0.0,,,2023-02-13 11:15:00,15,2023-02-13 11:15:00,15,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,False,none,0.0,,Hailey focuses on finishing her morning routine and putting her phone away to prepare for her upcoming lunch.,2023-02-13 11:30
gemini-3-flash-preview:cloud,0.5,Hailey Johnson,2023-02-13 11:30:00,15,home:bathroom,morning_routine,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light","[{'sim_time': '2023-02-13 10:15', 'summary': 'Hailey Johnson is at home:bathroom doing morning_routine about scrolling through social media for podcast guest inspiration ; while drifting (behavioral) toward scrolling through social media for podcast guest inspiration ; (Hailey is physically performing her routine while her mind transitions toward her creative projects and social media.) ; Hailey checks her phone for podcast guest inspiration in the bathroom while half-finished with her skincare routine.'}, {'sim_time': '2023-02-13 10:30', 'summary': 'Hailey Johnson is at home:bathroom doing morning_routine about Hailey wakes up feeling refreshed. ; while drifting (internal) toward mentally rehearsing a podcast intro ; (Hailey is distracted by her phone, blending her morning routine with podcast planning, leading to a physical stall in the bathroom.) ; Hailey completes her skincare and morning grooming in the bathroom while her mind drifts to mentally rehearsing a podcast intro.'}, {'sim_time': '2023-02-13 10:45', 'summary': 'Hailey Johnson is at home:bathroom doing research about researching potential podcast guests ; while drifting (behavioral) toward researching potential podcast guests ; (Hailey is lingering in her morning routine, her mind dominated by podcast ideas rather than the task at hand.) ; Hailey researches potential podcast guests on her phone in the bathroom while drifting from her morning routine.'}, {'sim_time': '2023-02-13 11:00', 'summary': 'Hailey Johnson is at home:bathroom doing morning_routine about Hailey wakes up feeling refreshed. ; (Hailey is physically stalled in the bathroom, having fully swapped her morning routine for impulsive podcast research on her phone.) ; Hailey attempts to pivot back to her morning routine, focusing on finishing her grooming to stay on track for her upcoming lunch.'}, {'sim_time': '2023-02-13 11:15', 'summary': 'Hailey Johnson is at home:bathroom doing morning_routine about Hailey wakes up feeling refreshed. ; (Hailey is struggling to finish her morning routine as creative podcast ideas consistently pull her focus toward her phone.) ; Hailey focuses on finishing her morning routine and putting her phone away to prepare for her upcoming lunch.'}]",Hailey Johnson is at home:bathroom doing morning_routine.,,partial,low,fragile,med,Podcast planning and guest research,low,Creative impulsivity overriding routine,"['Phone alerts', 'Podcast guest ideas', 'Upcoming lunch commitment']",Hailey must put the phone down to finish her routine and avoid being late for lunch.,reset_plan,Hailey is physically present but mentally hijacked by podcast ideas.,"Hailey's energetic and imaginative traits are driving a fixation on her new project, causing significant routine delays.",2023-02-13 11:30:00,home:bathroom,morning_routine,2023-02-13 11:30:00,15,Hailey wakes up feeling refreshed.,Hailey puts her phone aside to focus on completing her morning routine and preparing for her upcoming lunch.,False,none,,continue,0.0,,,2023-02-13 11:30:00,15,2023-02-13 11:30:00,15,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,False,none,0.0,,Hailey puts her phone aside to focus on completing her morning routine and preparing for her upcoming lunch.,2023-02-13 11:45
gemini-3-flash-preview:cloud,0.5,Hailey Johnson,2023-02-13 11:45:00,15,home:bathroom,morning_routine,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light","[{'sim_time': '2023-02-13 10:30', 'summary': 'Hailey Johnson is at home:bathroom doing morning_routine about Hailey wakes up feeling refreshed. ; while drifting (internal) toward mentally rehearsing a podcast intro ; (Hailey is distracted by her phone, blending her morning routine with podcast planning, leading to a physical stall in the bathroom.) ; Hailey completes her skincare and morning grooming in the bathroom while her mind drifts to mentally rehearsing a podcast intro.'}, {'sim_time': '2023-02-13 10:45', 'summary': 'Hailey Johnson is at home:bathroom doing research about researching potential podcast guests ; while drifting (behavioral) toward researching potential podcast guests ; (Hailey is lingering in her morning routine, her mind dominated by podcast ideas rather than the task at hand.) ; Hailey researches potential podcast guests on her phone in the bathroom while drifting from her morning routine.'}, {'sim_time': '2023-02-13 11:00', 'summary': 'Hailey Johnson is at home:bathroom doing morning_routine about Hailey wakes up feeling refreshed. ; (Hailey is physically stalled in the bathroom, having fully swapped her morning routine for impulsive podcast research on her phone.) ; Hailey attempts to pivot back to her morning routine, focusing on finishing her grooming to stay on track for her upcoming lunch.'}, {'sim_time': '2023-02-13 11:15', 'summary': 'Hailey Johnson is at home:bathroom doing morning_routine about Hailey wakes up feeling refreshed. ; (Hailey is struggling to finish her morning routine as creative podcast ideas consistently pull her focus toward her phone.) ; Hailey focuses on finishing her morning routine and putting her phone away to prepare for her upcoming lunch.'}, {'sim_time': '2023-02-13 11:30', 'summary': 'Hailey Johnson is at home:bathroom doing morning_routine about Hailey wakes up feeling refreshed. ; (Hailey is physically present but mentally hijacked by podcast ideas.) ; Hailey puts her phone aside to focus on completing her morning routine and preparing for her upcoming lunch.'}]",Hailey Johnson is at home:bathroom doing morning_routine.,,partial,low,fragile,med,podcast planning and guest research,low,project-switching procrastination,"['phone alerts', 'podcast ideas', 'lunch deadline']",Hailey must finish grooming and leave the bathroom to break the podcast-related procrastination loop before her lunch engagement.,reset_plan,"Hailey is finishing her routine but remains mentally tethered to her podcast, causing significant time dilation in the bathroom.","Hailey has spent nearly two hours on a morning routine due to persistent podcast distractions, indicating fragile focus.",2023-02-13 11:45:00,home:bathroom,morning_routine,2023-02-13 11:45:00,15,Hailey wakes up feeling refreshed.,Hailey focuses on the final steps of her grooming routine to ensure she is ready to leave for lunch on time.,False,none,,continue,0.0,,,2023-02-13 11:45:00,15,2023-02-13 11:45:00,15,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,False,none,0.0,,Hailey focuses on the final steps of her grooming routine to ensure she is ready to leave for lunch on time.,2023-02-13 12:00
gemini-3-flash-preview:cloud,0.5,Hailey Johnson,2023-02-13 12:00:00,15,home:bathroom,morning_routine,"clatter of dishes, background chatter, phone pings with emails, aroma of coffee","[{'sim_time': '2023-02-13 10:45', 'summary': 'Hailey Johnson is at home:bathroom doing research about researching potential podcast guests ; while drifting (behavioral) toward researching potential podcast guests ; (Hailey is lingering in her morning routine, her mind dominated by podcast ideas rather than the task at hand.) ; Hailey researches potential podcast guests on her phone in the bathroom while drifting from her morning routine.'}, {'sim_time': '2023-02-13 11:00', 'summary': 'Hailey Johnson is at home:bathroom doing morning_routine about Hailey wakes up feeling refreshed. ; (Hailey is physically stalled in the bathroom, having fully swapped her morning routine for impulsive podcast research on her phone.) ; Hailey attempts to pivot back to her morning routine, focusing on finishing her grooming to stay on track for her upcoming lunch.'}, {'sim_time': '2023-02-13 11:15', 'summary': 'Hailey Johnson is at home:bathroom doing morning_routine about Hailey wakes up feeling refreshed. ; (Hailey is struggling to finish her morning routine as creative podcast ideas consistently pull her focus toward her phone.) ; Hailey focuses on finishing her morning routine and putting her phone away to prepare for her upcoming lunch.'}, {'sim_time': '2023-02-13 11:30', 'summary': 'Hailey Johnson is at home:bathroom doing morning_routine about Hailey wakes up feeling refreshed. ; (Hailey is physically present but mentally hijacked by podcast ideas.) ; Hailey puts her phone aside to focus on completing her morning routine and preparing for her upcoming lunch.'}, {'sim_time': '2023-02-13 11:45', 'summary': 'Hailey Johnson is at home:bathroom doing morning_routine about Hailey wakes up feeling refreshed. ; (Hailey is finishing her routine but remains mentally tethered to her podcast, causing significant time dilation in the bathroom.) ; Hailey focuses on the final steps of her grooming routine to ensure she is ready to leave for lunch on time.'}]",Hailey Johnson is at home:bathroom doing morning_routine.,,partial,low,fragile,med,podcast guest research,low,creative hyper-fixation,"['phone pings', 'podcast ideas']",Hailey must physically leave the bathroom and silence her phone to transition to lunch without further creative drift.,reset_plan,"Hailey is mentally tethered to her podcast, causing significant time dilation and delaying her departure for lunch.","Hailey's imaginative energy is focused on the podcast, overriding her schedule. Fragile attention requires a hard reset to move to the next location.",2023-02-13 12:00:00,lunch_spot,lunch,2023-02-13 12:00:00,15,Quick lunch break to gather thoughts.,"Hailey heads to her lunch spot, focusing on a simple meal and silencing her phone to reset after her morning distractions.",False,none,,continue,0.0,,,2023-02-13 12:00:00,15,2023-02-13 12:00:00,15,lunch_spot,lunch,Quick lunch break to gather thoughts.,False,none,0.0,,"Hailey heads to her lunch spot, focusing on a simple meal and silencing her phone to reset after her morning distractions.",2023-02-13 12:15
gemini-3-flash-preview:cloud,0.5,Hailey Johnson,2023-02-13 12:15:00,15,lunch_spot,lunch,"clatter of dishes, background chatter, phone pings with emails, aroma of coffee","[{'sim_time': '2023-02-13 11:00', 'summary': 'Hailey Johnson is at home:bathroom doing morning_routine about Hailey wakes up feeling refreshed. ; (Hailey is physically stalled in the bathroom, having fully swapped her morning routine for impulsive podcast research on her phone.) ; Hailey attempts to pivot back to her morning routine, focusing on finishing her grooming to stay on track for her upcoming lunch.'}, {'sim_time': '2023-02-13 11:15', 'summary': 'Hailey Johnson is at home:bathroom doing morning_routine about Hailey wakes up feeling refreshed. ; (Hailey is struggling to finish her morning routine as creative podcast ideas consistently pull her focus toward her phone.) ; Hailey focuses on finishing her morning routine and putting her phone away to prepare for her upcoming lunch.'}, {'sim_time': '2023-02-13 11:30', 'summary': 'Hailey Johnson is at home:bathroom doing morning_routine about Hailey wakes up feeling refreshed. ; (Hailey is physically present but mentally hijacked by podcast ideas.) ; Hailey puts her phone aside to focus on completing her morning routine and preparing for her upcoming lunch.'}, {'sim_time': '2023-02-13 11:45', 'summary': 'Hailey Johnson is at home:bathroom doing morning_routine about Hailey wakes up feeling refreshed. ; (Hailey is finishing her routine but remains mentally tethered to her podcast, causing significant time dilation in the bathroom.) ; Hailey focuses on the final steps of her grooming routine to ensure she is ready to leave for lunch on time.'}, {'sim_time': '2023-02-13 12:00', 'summary': 'Hailey Johnson is at lunch_spot doing lunch about Quick lunch break to gather thoughts. ; (Hailey is mentally tethered to her podcast, causing significant time dilation and delaying her departure for lunch.) ; Hailey heads to her lunch spot, focusing on a simple meal and silencing her phone to reset after her morning distractions.'}]",Hailey Johnson is at lunch_spot doing lunch.,,aligned,low,fragile,high,podcast planning and creative ideas,med,creative obsession with secondary projects,"['internal podcast ideas', 'novel deadlines', 'ambient cafe noise']",Hailey must ground herself in the present to prevent podcast ideas from cannibalizing her upcoming novel writing session.,reset_plan,"Hailey is at lunch, physically following the schedule but fighting a mental battle against lingering podcast-related creative impulses.","Hailey's morning was dominated by podcast distraction; despite silencing her phone, her attention remains fragile and prone to internal creative drift.",2023-02-13 12:15:00,lunch_spot,lunch,2023-02-13 12:15:00,15,Quick lunch break to gather thoughts.,Hailey focuses on her meal and grounding herself in the present to clear her mind for her upcoming novel writing.,False,none,,continue,0.0,,,2023-02-13 12:15:00,15,2023-02-13 12:15:00,15,lunch_spot,lunch,Quick lunch break to gather thoughts.,False,none,0.0,,Hailey focuses on her meal and grounding herself in the present to clear her mind for her upcoming novel writing.,2023-02-13 12:30
