llm_model,temp,agent,datetime_start_o,location_o,action_o,state_summary_o,environment_description_o,datetime_start_r,rumination_theme_r,emerging_thought_pattern_r,executive_insight_r,state_summary_r,reasoning_r,meta_rule_r,datetime_start_p,location_p,action_p,topic_p,state_summary_p,datetime_start_d,should_drift_d,drift_type_d,drift_topic_d,drift_action_d,potential_recovery_d,justification_d,datetime_start_a,location_a,action_a,topic_a,drift_type_a,drift_topic_a,state_summary_a
qwen3-next:80b-cloud,0.2,Isabella Rodriguez,2023-02-13 06:00:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 06:00:00,,checking emails during routine,Pause email check; complete routine first.,Isabella distracted by emails; needs to refocus on morning routine tasks before checking notifications.,Phone notifications competing with routine; attention slipping due to external stimulus.,reset_plan,2023-02-13 06:00:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,Focus on morning hygiene steps without email checks; reset plan to maintain routine focus.,2023-02-13 06:00:00,True,attentional_leak,emails,glancing at phone notifications,resumes brushing teeth after brief distraction,Isabella's attention slips to Valentine's email planning despite reset plan.,2023-02-13 06:00:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,attentional_leak,emails,Morning routine in home:bathroom while distracted by email planning.
qwen3-next:80b-cloud,0.2,Isabella Rodriguez,2023-02-13 06:15:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 06:15:00,emails,checking emails,Refocus on routine tasks before checking notifications.,Isabella distracted by emails during morning routine; needs to refocus before checking notifications.,External email stimuli pulling attention from routine tasks; minor drift detected.,continue,2023-02-13 06:15:00,home:bedroom,morning_routine,Complete morning routine steps before checking emails,Continuing morning routine in bedroom; focus on completing tasks before checking emails.,2023-02-13 06:15:00,True,behavioral,emails,checking emails,Will refocus after checking urgent emails.,Isabella checks emails instead of routine; phone notifications pull focus.,2023-02-13 06:15:00,home:office,work,urgent emails,behavioral,emails,Working on urgent emails at home:office
qwen3-next:80b-cloud,0.2,Isabella Rodriguez,2023-02-13 06:30:00,home:office,work,Isabella Rodriguez is at home:office doing work.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 06:30:00,urgent emails,checking emails before completing morning routine,Pause email checks; complete morning routine first to maintain focus.,"Isabella distracted by emails during morning routine, needs to refocus on initial tasks before work.",Distracted by emails prematurely; competing stimuli from phone. Plan misalignment requires resetting to original routine.,reset_plan,2023-02-13 06:30:00,home:bedroom,morning_routine,complete basic morning tasks without email distractions,Refocusing on morning routine tasks without email checks to maintain focus before work.,2023-02-13 06:30:00,True,behavioral,urgent emails,checking emails,Attempts to refocus but phone alerts pull attention back,Isabella's friendly habit pulls her to check emails despite reset plan; phone alerts disrupt focus on morning tasks.,2023-02-13 06:30:00,home:office,admin,urgent emails,behavioral,urgent emails,Admin tasks for urgent emails at home:office
qwen3-next:80b-cloud,0.2,Isabella Rodriguez,2023-02-13 06:45:00,home:office,admin,Isabella Rodriguez is at home:office doing admin.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 06:45:00,urgent emails,,Pause emails; complete morning routine before work tasks.,Isabella distracted by emails during morning routine; must complete initial tasks before checking notifications.,Repeated email distraction during routine indicates plan misalignment; phone notifications are primary competing stimulus.,reset_plan,2023-02-13 06:45:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,Focus on completing morning routine tasks without email distractions; postpone notifications until after routine.,2023-02-13 06:45:00,True,internal,urgent emails,thinking about urgent emails,Pause to complete bathroom routine before work.,Isabella's mind wanders to emails despite reset plan; attention fragile but no physical distraction yet.,2023-02-13 06:45:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,internal,urgent emails,Working on project deadline while mind drifts to urgent emails
qwen3-next:80b-cloud,0.2,Isabella Rodriguez,2023-02-13 07:00:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 07:00:00,urgent emails,,Complete morning routine before checking emails to maintain focus.,Isabella distracted by emails during morning routine; needs to refocus on initial tasks before notifications.,Repeated email distractions indicate off-track behavior; reset plan to prioritize morning tasks first.,reset_plan,2023-02-13 07:00:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,Focusing on morning tasks before checking emails to stay on track.,2023-02-13 07:00:00,True,internal,urgent emails,continue,"Phone notification stops, she refocuses on brushing teeth.",Isabella's mind drifts to urgent emails despite reset plan; phone notifications pull focus.,2023-02-13 07:00:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,internal,urgent emails,Performing morning routine in home:bathroom while mind drifts to urgent emails
qwen3-next:80b-cloud,0.2,Isabella Rodriguez,2023-02-13 07:15:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 07:15:00,urgent emails,email urgency overriding routine tasks,Refocus on morning routine before checking emails to maintain structure.,Isabella distracted by emails during morning routine; needs to complete tasks before notifications.,Repeated email distractions during routine; attention fragile. Reset plan to refocus on morning tasks before notifications.,reset_plan,2023-02-13 07:15:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,Focus on morning tasks before checking emails to restore structure.,2023-02-13 07:15:00,True,internal,urgent emails,thinking about emails,able to refocus after brief distraction,"Isabella's mind keeps drifting to urgent emails despite reset plan, attention fragile.",2023-02-13 07:15:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,internal,urgent emails,working at home:office on project deadline while mind drifts to urgent emails
qwen3-next:80b-cloud,0.2,Isabella Rodriguez,2023-02-13 07:30:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 07:30:00,urgent emails,urgent emails,Pause email checks; complete morning routine first to regain focus.,Isabella distracted by urgent emails during bathroom routine; needs to finish routine before checking notifications.,Repeated email fixation during routine shows off-track alignment; phone notifications as primary competing stimulus.,reset_plan,2023-02-13 07:30:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,Focus on finishing bathroom routine before checking emails to regain focus.,2023-02-13 07:30:00,True,internal,urgent emails,continue,"She pauses to take a breath, refocusing on the routine before checking emails.",Isabella's mind lingers on emails despite reset plan; she pauses to breathe and refocus on routine.,2023-02-13 07:30:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,internal,urgent emails,Working on project deadline at home office while mind drifts to urgent emails.
qwen3-next:80b-cloud,0.2,Isabella Rodriguez,2023-02-13 07:45:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 07:45:00,urgent emails,fixation on urgent emails,Complete bathroom routine before checking emails to maintain task focus.,Isabella distracted by emails during morning routine; needs to refocus on initial tasks before notifications.,"Repeated email distractions indicate off-track behavior; urgent emails competing for attention, requiring reset to complete routine first.",reset_plan,2023-02-13 07:45:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,Focus on bathroom routine to reset focus before email distractions.,2023-02-13 07:45:00,True,internal,urgent emails,continue,refocusing on routine tasks before checking emails,"Isabella's mind lingers on emails despite reset plan, but she's trying to finish routine first.",2023-02-13 07:45:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,internal,urgent emails,Working in home office on project tasks while mind drifts to urgent emails
qwen3-next:80b-cloud,0.2,Isabella Rodriguez,2023-02-13 08:00:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"hiss of the espresso machine, clinking of ceramic mugs, background chatter of morning regulars, phone vibrating on the counter",2023-02-13 08:00:00,urgent emails,urgent emails overriding routine tasks,Complete morning routine before checking emails; delay notifications until tasks done.,"Isabella distracted by emails during morning routine, unable to complete initial tasks before notifications.",Repeated email distractions show off-track plan; phone vibration and stress cause attention slippage. Reset to focus on routine first.,reset_plan,2023-02-13 08:00:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,Focus on completing morning routine before addressing emails; avoid distractions.,2023-02-13 08:00:00,True,internal,urgent emails,mentally reviewing emails,She refocuses after greeting first customer.,Isabella's mind fixated on emails despite reset_plan; cafe noise triggers email thoughts.,2023-02-13 08:00:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,internal,urgent emails,Serving customers at Hobbs_Cafe main floor while mind drifts to urgent emails.
qwen3-next:80b-cloud,0.2,Isabella Rodriguez,2023-02-13 08:15:00,Hobbs_Cafe:counter,work,Isabella Rodriguez is at Hobbs_Cafe:counter doing work.,"hiss of the espresso machine, clinking of ceramic mugs, background chatter of morning regulars, phone vibrating on the counter",2023-02-13 08:15:00,urgent emails,repetitive email checking,Pause email checks; complete current task before addressing notifications.,Isabella distracted by emails while serving customers; needs to refocus on cafe tasks before checking notifications.,Repeated email fixation during work tasks indicates unresolved stress; phone vibration exacerbates distraction.,reset_plan,2023-02-13 08:15:00,Hobbs_Cafe:main_floor,customer_service,focus on immediate customer needs without email distractions,Refocusing on customer service tasks; avoiding email checks until current shift ends.,2023-02-13 08:15:00,True,behavioral,urgent emails,glancing at phone briefly,returns to customer service after brief distraction,Isabella's mind fixates on emails despite refocus plan; phone vibration triggers recurring distraction.,2023-02-13 08:15:00,Hobbs_Cafe:counter,break,urgent emails,behavioral,urgent emails,Taking a break at Hobbs_Cafe:counter to check urgent emails
