llm_model,temp,agent,datetime_start_o,location_o,action_o,state_summary_o,environment_description_o,datetime_start_r,rumination_theme_r,emerging_thought_pattern_r,executive_insight_r,state_summary_r,reasoning_r,meta_rule_r,datetime_start_p,location_p,action_p,topic_p,state_summary_p,datetime_start_d,should_drift_d,drift_type_d,drift_topic_d,drift_action_d,potential_recovery_d,justification_d,datetime_start_a,location_a,action_a,topic_a,drift_type_a,drift_topic_a,state_summary_a
cogito-2.1:671b-cloud,1.0,Maria Lopez,2023-02-13 10:00:00,home:bathroom,morning_routine,Maria Lopez is at home:bathroom doing morning_routine.,"splashing water, scent of citrus body wash, phone buzzing with social media alerts, bright morning light",2023-02-13 10:00:00,,,,Maria Lopez maintains morning routine focus with minor digital distractions,Routine activities show stable engagement with minimal fatigue and only slight competing stimuli,continue,2023-02-13 10:00:00,home:bathroom,morning_routine,Maria wakes up feeling energetic.,Continue morning routine with focus on tasks at hand,2023-02-13 10:00:00,True,attentional_leak,checking Twitch analytics from last night's stream,glancing at phone notifications,quick scan and resume routine,Maria's energetic nature makes her susceptible to buzzing phone distractions during routine tasks.,2023-02-13 10:00:00,home:bathroom,morning_routine,Maria wakes up feeling energetic.,attentional_leak,checking Twitch analytics from last night's stream,Preparing breakfast while distracted by phone notifications about Twitch analytics
cogito-2.1:671b-cloud,1.0,Maria Lopez,2023-02-13 10:15:00,home:bathroom,morning_routine,Maria Lopez is at home:bathroom doing morning_routine.,"splashing water, scent of citrus body wash, phone buzzing with social media alerts, bright morning light",2023-02-13 10:15:00,Twitch analytics and stream performance,persistent thoughts about digital engagement metrics during offline tasks,Maria is fighting digital distractions while maintaining routine. Reset with intentional focus.,Maria is present during morning routine but mentally pulled toward stream analytics.,Distractions are pulling focus from morning routine despite low fatigue. Needs course correction.,reset_plan,2023-02-13 10:15:00,home:bathroom,morning_routine,Maria wakes up feeling energetic.,Focus on mindful breakfast prep without checking devices,2023-02-13 10:15:00,False,none,,continue,,,2023-02-13 10:15:00,home:bathroom,morning_routine,Maria wakes up feeling energetic.,none,,Focus on mindful breakfast prep without checking devices
cogito-2.1:671b-cloud,1.0,Maria Lopez,2023-02-13 10:30:00,home:bathroom,morning_routine,Maria Lopez is at home:bathroom doing morning_routine.,"splashing water, scent of citrus body wash, phone buzzing with social media alerts, bright morning light",2023-02-13 10:30:00,Twitch analytics and stream performance,persistent checking impulse toward work-related metrics despite attempts at mindfulness,Protect morning routine as digital-free space to prevent work creep,Maria maintains routine focus but struggles with digital distraction from work thoughts.,Repeated drift toward analytics despite physical presence suggests need for stronger boundaries,reset_plan,2023-02-13 10:30:00,home:bathroom,morning_routine,Maria wakes up feeling energetic.,Continuing morning routine with focus on mindfulness instead of checking metrics.,2023-02-13 10:30:00,True,internal,Twitch analytics and stream performance,continuing morning routine,will return focus to routine when water hits face,Maria fights analytics thoughts during skincare but maintains physical routine.,2023-02-13 10:30:00,home:bathroom,morning_routine,Maria wakes up feeling energetic.,internal,Twitch analytics and stream performance,Completing morning skincare routine while mind drifts to Twitch analytics and stream performance
cogito-2.1:671b-cloud,1.0,Maria Lopez,2023-02-13 10:45:00,home:bathroom,morning_routine,Maria Lopez is at home:bathroom doing morning_routine.,"splashing water, scent of citrus body wash, phone buzzing with social media alerts, bright morning light",2023-02-13 10:45:00,Twitch analytics and stream performance,Recurrent work-related thoughts during personal time,Maria needs to set clearer boundaries between personal and work time to prevent burnout.,Maria maintains morning routine with repeated digital distractions about work metrics.,Plan alignment is partial due to recurring work thoughts. Slipping attention shows need for course correction.,reset_plan,2023-02-13 10:45:00,home:bathroom,morning_routine,Maria wakes up feeling energetic.,"Follow morning routine with focus on present activities, not work metrics.",2023-02-13 10:45:00,False,none,,continue,,,2023-02-13 10:45:00,home:bathroom,morning_routine,Maria wakes up feeling energetic.,none,,"Follow morning routine with focus on present activities, not work metrics."
cogito-2.1:671b-cloud,1.0,Maria Lopez,2023-02-13 11:00:00,home:bathroom,morning_routine,Maria Lopez is at home:bathroom doing morning_routine.,"whispered conversations, rustle of papers, phone pings with email notifications, scent of old books",2023-02-13 11:00:00,Twitch analytics and stream performance,Repeated return to work metrics despite intention to focus on morning routine,Detach from work metrics to complete morning reset ritual.,Maria maintains routine but struggles with persistent work-related thoughts,"Digital distractions and work thoughts are interfering with morning focus, requiring intervention",reset_plan,2023-02-13 11:00:00,home:bedroom,morning_routine,digital detox and presence,"Gentle morning routine with mindfulness, away from analytics distractions",2023-02-13 11:00:00,True,behavioral,Twitch analytics and content planning,checking Twitch notifications and analytics on phone,Quick refocus using breathing exercise,Maria's recurring thoughts about stream metrics override her study focus in the distracting library environment.,2023-02-13 11:00:00,Oak_Hill_College:library,checking Twitch notifications and analytics on phone,Twitch analytics and content planning,behavioral,Twitch analytics and content planning,Checked Twitch analytics on phone in library instead of studying
cogito-2.1:671b-cloud,1.0,Maria Lopez,2023-02-13 11:15:00,Oak_Hill_College:library,checking Twitch notifications and analytics on phone,Maria Lopez is at Oak_Hill_College:library doing checking Twitch notifications and analytics on phone.,"whispered conversations, rustle of papers, phone pings with email notifications, scent of old books",2023-02-13 11:15:00,Twitch analytics and content planning,Persistent need for validation through metrics driving digital distraction,Validate this pattern disrupts study goals; reinforce library's purpose,"Maria obsesses over Twitch metrics during study time, requires intervention","Off-task behavior persists despite environmental shift, showing high fixation on work metrics",reset_plan,2023-02-13 11:15:00,Oak_Hill_College:library,study,Studying physics and participating in online discussions.,Continuing study with reduced cognitive load to realign with goals,2023-02-13 11:15:00,True,attentional_leak,Twitch analytics and content planning,studying while distracted by Twitch notifications,May refocus after glancing at physics equations,Maria's excitement about last night's stream metrics competes with study focus despite reset intention.,2023-02-13 11:15:00,Oak_Hill_College:library,study,Studying physics and participating in online discussions.,attentional_leak,Twitch analytics and content planning,Studied physics in home office while distracted by Twitch notifications and stream analytics
cogito-2.1:671b-cloud,1.0,Maria Lopez,2023-02-13 11:30:00,Oak_Hill_College:library,study,Maria Lopez is at Oak_Hill_College:library doing study.,"whispered conversations, rustle of papers, phone pings with email notifications, scent of old books",2023-02-13 11:30:00,Twitch analytics and stream performance,Persistent work-related intrusive thoughts during academic tasks,Maria needs physical separation from digital triggers to refocus on studies.,Maria struggles with digital distractions during study time at library,Repeated attention to Twitch instead of studies shows clear drift from academic goals requiring intervention,reset_plan,2023-02-13 11:30:00,Oak_Hill_College:study_area,study,review class notes with digital detox,Stay at study area but minimize digital distractions to refocus,2023-02-13 11:30:00,True,behavioral,stream strategy and engagement tactics,quickly checks Twitch dashboard to test a new overlay idea,brief guilt will snap her back when she notices time passing,Maria's high rumination about stream metrics overpowers her attempt at digital detox after seeing stream alert.,2023-02-13 11:30:00,home:twitch_streaming_room,quickly checks Twitch dashboard to test a new overlay idea,stream strategy and engagement tactics,behavioral,stream strategy and engagement tactics,Quickly checks Twitch dashboard in the streaming room to test a new overlay concept for stream engagement.
cogito-2.1:671b-cloud,1.0,Maria Lopez,2023-02-13 11:45:00,home:twitch_streaming_room,quickly checks Twitch dashboard to test a new overlay idea,Maria Lopez is at home:twitch_streaming_room doing quickly checks Twitch dashboard to test a new overlay idea.,"whispered conversations, rustle of papers, phone pings with email notifications, scent of old books",2023-02-13 11:45:00,Twitch analytics and stream performance,Persistent intrusion of work thoughts during personal/study time,Maria needs to create boundaries between work and personal time,Maria's work obsession is disrupting study focus; requires intervention.,Consistent drift toward Twitch metrics indicates failure to maintain planned study schedule.,reset_plan,2023-02-13 11:45:00,Oak_Hill_College:library,study,Studying physics and participating in online discussions.,Gentler task to rebuild focus before diving back into study material.,2023-02-13 11:45:00,True,internal,twitch overlay design iteration,mentally testing overlay colors,might refocus with upcoming library change,Maria's high rumination about stream performance overrides planned task despite reset attempt,2023-02-13 11:45:00,Oak_Hill_College:library,study,Studying physics and participating in online discussions.,internal,twitch overlay design iteration,Studied animation principles in the library while mind drifts to twitch overlay design iteration
cogito-2.1:671b-cloud,1.0,Maria Lopez,2023-02-13 12:00:00,Oak_Hill_College:library,study,Maria Lopez is at Oak_Hill_College:library doing study.,"clinking of mugs, aroma of coffee, background chatter, phone vibrating with stream alerts",2023-02-13 12:00:00,Twitch analytics and stream strategy,persistent work-related intrusive thoughts during study time,Maria needs a digital detox period to break the Twitch fixation cycle during study hours,"Stuck in a distraction loop between studying and Twitch work, requiring intervention","Repeated drift to Twitch metrics shows severe plan misalignment, requiring plan reset",reset_plan,2023-02-13 12:00:00,home:office,study,gentle review of study materials,Modified study session with reduced cognitive load to accommodate current distraction levels,2023-02-13 12:00:00,True,behavioral,Twitch stream engagement ideas,check phone for stream alerts,Might realize she's supposed to be eating and refocus on lunch,Maria's high rumination about Twitch and the cafe's buzzing phone make it hard to resist checking stream alerts during lunch break.,2023-02-13 12:00:00,lunch_spot,check phone for stream alerts,Twitch stream engagement ideas,behavioral,Twitch stream engagement ideas,"Scrolled through Twitch alerts and chat notifications while at lunch spot, seeking stream engagement ideas"
cogito-2.1:671b-cloud,1.0,Maria Lopez,2023-02-13 12:15:00,lunch_spot,check phone for stream alerts,Maria Lopez is at lunch_spot doing check phone for stream alerts.,"clinking of mugs, aroma of coffee, background chatter, phone vibrating with stream alerts",2023-02-13 12:15:00,Twitch engagement and analytics,Persistent cycling between study guilt and streaming obsessions,Maria needs immediate boundary between work and study to break the distraction cycle,"Stuck in Twitch-work rumination during study breaks, risking burnout","Obsessive Twitch monitoring indicates plan failure, requiring intervention to restore study focus",reset_plan,2023-02-13 12:15:00,Hobbs_Cafe:main_floor,lunch,Lunch at her favorite cafe while catching up on messages.,Gentle shift to lower-intensity study to ease cognitive load,2023-02-13 12:15:00,True,attentional_leak,Twitch engagement and analytics,check phone for stream alerts,Might shift focus back to lunch after checking latest engagement metrics,Maria's high rumination about Twitch and habit of checking alerts makes cognitive drift likely during lunch.,2023-02-13 12:15:00,Hobbs_Cafe:main_floor,lunch,Lunch at her favorite cafe while catching up on messages.,attentional_leak,Twitch engagement and analytics,Having lunch with Sam at Hobbs Cafe while occasionally checking stream alerts on phone
