llm_model,temp,agent,datetime_start_o,location_o,action_o,state_summary_o,environment_description_o,datetime_start_r,rumination_theme_r,emerging_thought_pattern_r,executive_insight_r,state_summary_r,reasoning_r,meta_rule_r,datetime_start_p,location_p,action_p,topic_p,state_summary_p,datetime_start_d,should_drift_d,drift_type_d,drift_topic_d,drift_action_d,potential_recovery_d,justification_d,datetime_start_a,location_a,action_a,topic_a,drift_type_a,drift_topic_a,state_summary_a
gpt-oss:20b-cloud,1.0,Isabella Rodriguez,2023-02-13 06:00:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 06:00:00,,,,"Isabella is at home:bathroom completing her morning routine calmly, engaging with the environment and routine tasks.","The observation shows a clear, routine activity with no signs of emotional drift or thematic fixation.",continue,2023-02-13 06:00:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,"Continue morning routine: rinse face, wash hair, and freshen up.",2023-02-13 06:00:00,False,none,,continue,,,2023-02-13 06:00:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,"Continue morning routine: rinse face, wash hair, and freshen up."
gpt-oss:20b-cloud,1.0,Isabella Rodriguez,2023-02-13 06:15:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 06:15:00,,,,Isabella calmly follows her morning routine at home.,The persona is engaged in a structured activity with minimal distraction.,continue,2023-02-13 06:15:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,Start morning routine: coffee and planning,2023-02-13 06:15:00,False,none,,continue,,,2023-02-13 06:15:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,Start morning routine: coffee and planning
gpt-oss:20b-cloud,1.0,Isabella Rodriguez,2023-02-13 06:30:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 06:30:00,,,,"Isabella Rodriguez follows a calm morning routine, energized and focused on shower and emails.","Observation shows Isabella following routine with no deviation, low fatigue or emotional noise.",continue,2023-02-13 06:30:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,Continue morning routine by cooking and enjoying a nutritious breakfast.,2023-02-13 06:30:00,False,none,,continue,,,2023-02-13 06:30:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,Continue morning routine by cooking and enjoying a nutritious breakfast.
gpt-oss:20b-cloud,1.0,Isabella Rodriguez,2023-02-13 06:45:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 06:45:00,,,,"Isabella is doing her morning routine calmly, feeling energized and focused amidst pleasant environmental cues.","Observation indicates calm, routine adherence with minimal signs of drift or fatigue.",continue,2023-02-13 06:45:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,"Continue morning routine: finish shower, dry, and prepare for the day.",2023-02-13 06:45:00,False,none,,continue,,,2023-02-13 06:45:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,"Continue morning routine: finish shower, dry, and prepare for the day."
gpt-oss:20b-cloud,1.0,Isabella Rodriguez,2023-02-13 07:00:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 07:00:00,,,,Isabella calmly follows her morning routine with minimal distraction.,Routine tasks proceed as planned with low fatigue and stable attention.,continue,2023-02-13 07:00:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,"Proceed with washface, brush teeth, brew coffee, maintain calm morning routine.",2023-02-13 07:00:00,False,none,,continue,,,2023-02-13 07:00:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,"Proceed with washface, brush teeth, brew coffee, maintain calm morning routine."
gpt-oss:20b-cloud,1.0,Isabella Rodriguez,2023-02-13 07:15:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 07:15:00,,,,"Isabella calmly completes morning routine, energized and focused","She follows her planned routine with minimal distraction, showing alignment and stable attention.",continue,2023-02-13 07:15:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,"Isabella heads to the kitchen to prepare and eat breakfast, remaining calm and focused.",2023-02-13 07:15:00,False,none,,continue,,,2023-02-13 07:15:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,"Isabella heads to the kitchen to prepare and eat breakfast, remaining calm and focused."
gpt-oss:20b-cloud,1.0,Isabella Rodriguez,2023-02-13 07:30:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 07:30:00,,,,"Isabella Rodriguez calmly follows morning routine in bath, energized, focused, minimal distraction.","She remains on task, shows calm focus, environment soothing, no signs of fatigue or rumination; attention appears stable, aligning with routine plan.",continue,2023-02-13 07:30:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,"Begin morning routine: shower, brush teeth, freshen up",2023-02-13 07:30:00,False,none,,continue,,,2023-02-13 07:30:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,"Begin morning routine: shower, brush teeth, freshen up"
gpt-oss:20b-cloud,1.0,Isabella Rodriguez,2023-02-13 07:45:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 07:45:00,,,,"Isabella is calm, focused on her morning routine, energized, with minimal distractions, following planned steps steadily.",Observation shows Isabella following routine without signs of drift or overload.,continue,2023-02-13 07:45:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,Isabella continues her morning routine by making a light breakfast and reviewing her agenda.,2023-02-13 07:45:00,False,none,,continue,,,2023-02-13 07:45:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,none,,Isabella continues her morning routine by making a light breakfast and reviewing her agenda.
gpt-oss:20b-cloud,1.0,Isabella Rodriguez,2023-02-13 08:00:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"hiss of the espresso machine, clinking of ceramic mugs, background chatter of morning regulars, phone vibrating on the counter",2023-02-13 08:00:00,,,,"Isabella calmly completes her morning routine, energized and focused with minimal distractions.",Observation shows consistent execution of the planned routine with no signs of fatigue or drift.,continue,2023-02-13 08:00:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,"Continue morning routine, focus on hygiene and light stretching.",2023-02-13 08:00:00,False,none,,continue,,,2023-02-13 08:00:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,none,,"Continue morning routine, focus on hygiene and light stretching."
gpt-oss:20b-cloud,1.0,Isabella Rodriguez,2023-02-13 08:15:00,Hobbs_Cafe:counter,work,Isabella Rodriguez is at Hobbs_Cafe:counter doing work.,"hiss of the espresso machine, clinking of ceramic mugs, background chatter of morning regulars, phone vibrating on the counter",2023-02-13 08:15:00,,,,"Isabella at Hobbs_Cafe counter working, still energized and focused.","All indicators show Isabella remains aligned, focused, and unaffected by distractions.",continue,2023-02-13 08:15:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,Maintain focus on project proposal drafting.,2023-02-13 08:15:00,False,none,,continue,,,2023-02-13 08:15:00,Hobbs_Cafe:counter,work,Opening the cafe and greeting the first wave of customers.,none,,Maintain focus on project proposal drafting.
