llm_model,temp,agent,datetime_start_o,location_o,action_o,state_summary_o,environment_description_o,datetime_start_r,rumination_theme_r,emerging_thought_pattern_r,executive_insight_r,state_summary_r,reasoning_r,meta_rule_r,datetime_start_p,location_p,action_p,topic_p,state_summary_p,datetime_start_d,should_drift_d,drift_type_d,drift_topic_d,drift_action_d,potential_recovery_d,justification_d,datetime_start_a,location_a,action_a,topic_a,drift_type_a,drift_topic_a,state_summary_a
gemini-3-flash-preview:cloud,0.8,Hailey Johnson,2023-02-13 10:00:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 10:00:00,,sensory engagement vs. digital distraction,,"Hailey is starting her morning routine, grounded by sensory inputs but potentially distracted by persistent social media notifications on her phone.","Hailey is currently aligned with her schedule. The primary risk is the external stimulus of the phone, which may cause drift later.",continue,2023-02-13 10:00:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,"Hailey starts her morning routine, focusing on the tactile experience of washing her face to ground herself against digital notifications.",2023-02-13 10:00:00,True,attentional_leak,social media notifications and podcast brainstorming,checking phone while mid-routine,Hailey sets the phone down after a quick glance to finish rinsing her face.,Hailey’s imaginative energy and the persistent buzzing of alerts pull her focus from sensory grounding toward digital engagement.,2023-02-13 10:00:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,attentional_leak,social media notifications and podcast brainstorming,Hailey performs her morning routine in the bathroom while her focus leaks toward social media notifications and podcast brainstorming.
gemini-3-flash-preview:cloud,0.8,Hailey Johnson,2023-02-13 10:15:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 10:15:00,podcast brainstorming,reactive engagement with digital notifications,Hailey must ignore the phone alerts to complete her morning routine without further attentional drift.,Hailey is performing her morning routine but is distracted by phone notifications and creative podcast thoughts.,"Hailey's physical actions align with the plan, but cognitive drift towards external stimuli suggests a need for focus.",continue,2023-02-13 10:15:00,home:bathroom,morning_routine,Completing hygiene routine and ignoring phone alerts,Continuing morning routine while attempting to ignore digital distractions and maintain focus on getting ready for the day.,2023-02-13 10:15:00,True,behavioral,social media feedback and podcast hook ideas,scrolling through notifications and jotting a quick note on her phone,A glance at the mirror or the realization of the time might prompt her to put the phone down.,"Hailey's creative spark makes the phone's buzz irresistible, leading her to check notifications instead of finishing her routine.",2023-02-13 10:15:00,home:bathroom,morning_routine,social media feedback and podcast hook ideas,behavioral,social media feedback and podcast hook ideas,"Hailey stalls her morning routine in the bathroom, scrolling through social media notifications and jotting down new podcast hook ideas on her phone."
gemini-3-flash-preview:cloud,0.8,Hailey Johnson,2023-02-13 10:30:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 10:30:00,social media validation and podcast hooks,digital stimulation seeking,Hailey is trading her routine for digital dopamine; she must silence notifications to regain focus on self-care.,"Hailey is stalling her morning routine to scroll social media and brainstorm podcast hooks, indicating fragile focus.","Hailey's curiosity about social media feedback is overriding her physical routine, necessitating a plan reset to prioritize grooming.",reset_plan,2023-02-13 10:30:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,Pivoting from digital distractions to physical self-care to reset focus and complete the morning routine.,2023-02-13 10:30:00,True,internal,visualizing podcast guest segments,continue,Hailey may regain focus when she finishes washing her face and feels the cold water.,"Hailey attempts to focus on grooming, but her imaginative mind keeps spinning podcast scenarios as she brushes her teeth.",2023-02-13 10:30:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,internal,visualizing podcast guest segments,Hailey performs her morning routine in the bathroom while her mind drifts to visualizing podcast guest segments.
gemini-3-flash-preview:cloud,0.8,Hailey Johnson,2023-02-13 10:45:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 10:45:00,podcast content and social media validation,digital procrastination through content ideation,Hailey is stalling her morning routine by prioritizing digital validation; she needs to disconnect to finish grooming.,"Hailey is chronically distracted by her phone during her morning routine, leading to significant stalling and content fixation.",Hailey has spent 45 minutes stalling her routine for social media and podcasting. Her attention is hijacked by digital stimuli.,reset_plan,2023-02-13 10:45:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,Hailey is refocusing on completing her grooming tasks with a low-pressure approach to recover from digital stalling.,2023-02-13 10:45:00,True,internal,weaving novel characters into potential podcast interviews,finishing skincare while mentally drafting guest bios,Hailey finishes her routine but remains mentally preoccupied with her projects.,"Hailey attempts to refocus on her grooming, but her imaginative nature keeps her mind racing with creative parallels between her book and podcast.",2023-02-13 10:45:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,internal,weaving novel characters into potential podcast interviews,Hailey finishes her morning skincare routine in the bathroom while her mind drifts to weaving novel characters into potential podcast interviews.
gemini-3-flash-preview:cloud,0.8,Hailey Johnson,2023-02-13 11:00:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 11:00:00,podcast content and social media validation,blurring creative brainstorming with basic self-care tasks,Hailey must disconnect from her phone to complete her routine and break the circular brainstorming loop.,"Hailey is chronically distracted by digital stimuli and creative ideas, stalling her morning routine significantly.",Persistent drift toward the phone suggests Hailey's attention is too fragile to finish the task without a plan reset.,reset_plan,2023-02-13 11:00:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,Hailey focuses on simple hygiene tasks to reset her focus and finish her morning routine without digital distractions.,2023-02-13 11:00:00,True,internal,comparing her actual morning routine to her fictional characters' hygiene habits,continue,Hailey might refocus once the sensory shock of cold water hits her face.,"Hailey attempts to reset, but her writer's brain instinctively maps her physical actions onto her novel's characters.",2023-02-13 11:00:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,internal,comparing her actual morning routine to her fictional characters' hygiene habits,Hailey performs her morning routine in the bathroom while mind drifts to comparing her hygiene habits to her fictional characters.
gemini-3-flash-preview:cloud,0.8,Hailey Johnson,2023-02-13 11:15:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 11:15:00,podcast content and character development,creative escapism via digital distraction,Hailey has stalled in the bathroom for 75 minutes; she needs to disconnect from digital stimuli to finish.,"Hailey is hyper-fixated on creative ideas and social media, causing her morning routine to stall for over an hour.","Hailey's persistent phone use and creative drifting have completely derailed her morning schedule, necessitating a plan reset to regain momentum.",reset_plan,2023-02-13 11:15:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,Focusing on finishing essential bathroom tasks to recover from the long stall and prepare to leave.,2023-02-13 11:15:00,True,internal,visualizing the podcast cover art and aesthetic,continue,Hailey shakes her head clear to finally put down the hairbrush and finish up.,"Hailey tries to focus on finishing, but her imaginative nature pulls her into the visual branding of her upcoming podcast.",2023-02-13 11:15:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,internal,visualizing the podcast cover art and aesthetic,Hailey continues her morning routine in the bathroom while mind drifts to visualizing the podcast cover art and aesthetic.
gemini-3-flash-preview:cloud,0.8,Hailey Johnson,2023-02-13 11:30:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 11:30:00,podcast aesthetics and content creation,reality-fiction blending,"Hailey is over-identifying with her creative work, stalling her morning. She must leave the phone behind to finish.",Hailey is stalling her routine with creative hyper-fixation and phone notifications.,"Hailey's bathroom routine has lasted over an hour due to digital distractions and creative rumination, necessitating a reset.",reset_plan,2023-02-13 11:30:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,Hailey focuses on finishing her morning routine without digital distractions to reset her momentum and ground herself physically.,2023-02-13 11:30:00,True,internal,mentally drafting dialogue for her co-living novel characters,continue,Hailey snaps back to reality while applying moisturizer.,"Hailey attempts to focus on finishing her skincare, but her imaginative mind instinctively wanders to the dialogue between her fictional artists.",2023-02-13 11:30:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,internal,mentally drafting dialogue for her co-living novel characters,Hailey finishes her morning skincare routine in the bathroom while mind drifts to mentally drafting dialogue for her co-living novel characters.
gemini-3-flash-preview:cloud,0.8,Hailey Johnson,2023-02-13 11:45:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"splashing water, scent of peppermint, phone buzzing with social media alerts, bright morning light",2023-02-13 11:45:00,Podcast production and novel character development,Creative hyper-fixation as a procrastination mechanism,Hailey is chronically stalling; she must disconnect from digital stimuli to complete her physical routine immediately.,"Hailey has stalled her morning routine for over an hour, trapped in a creative-digital loop within the bathroom.",Persistent off-track behavior and hyper-fixation on creative themes indicate a complete breakdown of task focus due to digital distractions.,reset_plan,2023-02-13 11:45:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,"Resetting the routine to prioritize physical hygiene and finish bathroom tasks, moving past digital and creative stalling.",2023-02-13 11:45:00,True,internal,mentally rehearsing her podcast pitch for lunch,continue,The physical transition to the lunch spot may force a mental reset.,"Hailey is finally completing her hygiene, but her imaginative mind is already racing ahead to her upcoming social interaction at lunch.",2023-02-13 11:45:00,home:bathroom,morning_routine,Hailey wakes up feeling refreshed.,internal,mentally rehearsing her podcast pitch for lunch,Hailey completes her hygiene in the bathroom while mind drifts to mentally rehearsing her podcast pitch for lunch.
gemini-3-flash-preview:cloud,0.8,Hailey Johnson,2023-02-13 12:00:00,home:bathroom,morning_routine,Hailey Johnson is at home:bathroom doing morning_routine.,"clatter of dishes, background chatter, phone pings with emails, aroma of coffee",2023-02-13 12:00:00,novel-podcast creative synthesis,creative hyper-fixation as a procrastination mechanism,Hailey is trapped in a creative-digital loop; she must physically leave the bathroom to break this procrastination cycle.,"Hailey has stalled her morning routine for over ninety minutes, lost in creative visualization and digital distractions.",Hailey's extreme stalling and repeated internal drifting indicate that her attention is entirely hijacked by creative rumination.,reset_plan,2023-02-13 12:00:00,lunch_spot,lunch,Quick lunch break to gather thoughts.,"Hailey moves to the bedroom to finish her routine, attempting to break her creative fixation by changing environments.",2023-02-13 12:00:00,True,internal,imagining the podcast's soundscape and intro music,continue,Hailey may refocus once she starts physically selecting her outfit for the day.,"Hailey is finally moving to dress, but her imaginative nature keeps her mentally anchored in the podcast's audio aesthetics.",2023-02-13 12:00:00,lunch_spot,lunch,Quick lunch break to gather thoughts.,internal,imagining the podcast's soundscape and intro music,Hailey gets dressed in her bedroom while her mind drifts to imagining the podcast's soundscape and intro music.
gemini-3-flash-preview:cloud,0.8,Hailey Johnson,2023-02-13 12:15:00,lunch_spot,lunch,Hailey Johnson is at lunch_spot doing lunch.,"clatter of dishes, background chatter, phone pings with emails, aroma of coffee",2023-02-13 12:15:00,podcast production and creative visualization,internal creative hyper-fixation overriding external environmental engagement,Hailey is physically at lunch but mentally drifting; she must ground herself to avoid social and professional misalignment.,"Hailey has reached the lunch spot after significant delays, but her mind remains tethered to creative visualizations and notifications.","Hailey stalled her morning routine for hours. While she's finally changed locations, the persistent pattern of internal creative drift indicates high volatility.",reset_plan,2023-02-13 12:15:00,lunch_spot,lunch,Quick lunch break to gather thoughts.,"Hailey focuses on her meal at the lunch spot, attempting to simplify her mental load and ground herself against creative hyper-fixation.",2023-02-13 12:15:00,True,attentional_leak,auditory textures for the podcast intro,staring at the steam from her coffee while mentally layering sound effects,A loud clatter of dishes nearby might snap her back to the physical room.,Hailey’s imaginative momentum is high; the coffee aroma triggers auditory visualizations for her podcast instead of grounding her in the present meal.,2023-02-13 12:15:00,lunch_spot,lunch,Quick lunch break to gather thoughts.,attentional_leak,auditory textures for the podcast intro,Hailey eats breakfast at Hobbs Cafe while her mind drifts to layering auditory textures for the podcast intro.
