llm_model,temp,agent,datetime_start_o,duration_min_o,location_o,action_o,environment_description_o,recent_history_o,state_summary_o,topic_o,plan_alignment_r,boredom_fatigue_r,attention_stability_r,rumination_level_r,rumination_theme_r,emotional_residue_r,emerging_thought_pattern_r,competing_stimuli_r,executive_insight_r,meta_rule_r,state_summary_r,reasoning_r,datetime_start_r,location_p,action_p,datetime_start_p,duration_min_p,topic_p,state_summary_p,datetime_start_a,duration_min_a,location_a,action_a,topic_a,should_drift_a,drift_type_a,drift_intensity_a,state_summary_a,drift_topic_a,next_datetime_a
gemini-3-flash-preview:cloud,0.7,Maria Lopez,2023-02-13 10:00:00,15,home:bathroom,morning_routine,"splashing water, scent of citrus body wash, phone buzzing with social media alerts, bright morning light",[],Maria Lopez is at home:bathroom doing morning_routine.,Maria wakes up feeling energetic.,aligned,low,stable,none,,none,social media engagement,"['phone buzzing', 'social media alerts']",,continue,"Maria is starting her day with high energy, following her morning routine while social media alerts provide minor background stimulation.",Maria is perfectly aligned with her schedule. Her energetic nature and the fresh start of the day ensure high stability and focus.,2023-02-13 10:00:00,home:bathroom,morning_routine,2023-02-13 10:00:00,15,Maria wakes up feeling energetic.,"Maria begins her morning routine in the bathroom, feeling energetic and checking her phone alerts.",2023-02-13 10:00:00,15,home:bathroom,morning_routine,Maria wakes up feeling energetic.,False,none,0.0,"Maria begins her morning routine in the bathroom, feeling energetic and checking her phone alerts.",,2023-02-13 10:15
gemini-3-flash-preview:cloud,0.7,Maria Lopez,2023-02-13 10:15:00,15,home:bathroom,morning_routine,"splashing water, scent of citrus body wash, phone buzzing with social media alerts, bright morning light","[{'sim_time': '2023-02-13 10:00', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria is starting her day with high energy, following her morning routine while social media alerts provide minor background stimulation.) ; Maria begins her morning routine in the bathroom, feeling energetic and checking her phone alerts.'}]",Maria Lopez is at home:bathroom doing morning_routine.,,aligned,low,stable,none,,none,digital engagement,"['phone alerts', 'social media notifications']",,continue,"Maria is following her morning routine with high energy, though phone alerts provide minor external stimulation.",Maria's actions align perfectly with her schedule and energetic nature; no drift or fatigue is present.,2023-02-13 10:15:00,home:bathroom,morning_routine,2023-02-13 10:15:00,15,Maria wakes up feeling energetic.,"Maria continues her morning routine in the bathroom, staying energetic and keeping an eye on her phone notifications.",2023-02-13 10:15:00,15,home:bathroom,morning_routine,Maria wakes up feeling energetic.,False,none,0.0,"Maria continues her morning routine in the bathroom, staying energetic and keeping an eye on her phone notifications.",,2023-02-13 10:30
gemini-3-flash-preview:cloud,0.7,Maria Lopez,2023-02-13 10:30:00,15,home:bathroom,morning_routine,"splashing water, scent of citrus body wash, phone buzzing with social media alerts, bright morning light","[{'sim_time': '2023-02-13 10:00', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria is starting her day with high energy, following her morning routine while social media alerts provide minor background stimulation.) ; Maria begins her morning routine in the bathroom, feeling energetic and checking her phone alerts.'}, {'sim_time': '2023-02-13 10:15', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria is following her morning routine with high energy, though phone alerts provide minor external stimulation.) ; Maria continues her morning routine in the bathroom, staying energetic and keeping an eye on her phone notifications.'}]",Maria Lopez is at home:bathroom doing morning_routine.,,aligned,low,stable,none,,none,routine execution with minor digital engagement,"['phone buzzing', 'social media alerts']",,continue,"Maria is energetic and on track with her morning routine, despite minor distractions from her phone.",Maria is maintaining her schedule and energy levels. The phone alerts are a present but non-disruptive stimulus during her bathroom routine.,2023-02-13 10:30:00,home:bathroom,morning_routine,2023-02-13 10:30:00,15,Maria wakes up feeling energetic.,"Maria continues her morning routine in the bathroom, feeling energetic and finishing up her preparations for the day.",2023-02-13 10:30:00,15,home:bathroom,morning_routine,Maria wakes up feeling energetic.,False,none,0.0,"Maria continues her morning routine in the bathroom, feeling energetic and finishing up her preparations for the day.",,2023-02-13 10:45
gemini-3-flash-preview:cloud,0.7,Maria Lopez,2023-02-13 10:45:00,15,home:bathroom,morning_routine,"splashing water, scent of citrus body wash, phone buzzing with social media alerts, bright morning light","[{'sim_time': '2023-02-13 10:00', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria is starting her day with high energy, following her morning routine while social media alerts provide minor background stimulation.) ; Maria begins her morning routine in the bathroom, feeling energetic and checking her phone alerts.'}, {'sim_time': '2023-02-13 10:15', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria is following her morning routine with high energy, though phone alerts provide minor external stimulation.) ; Maria continues her morning routine in the bathroom, staying energetic and keeping an eye on her phone notifications.'}, {'sim_time': '2023-02-13 10:30', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria is energetic and on track with her morning routine, despite minor distractions from her phone.) ; Maria continues her morning routine in the bathroom, feeling energetic and finishing up her preparations for the day.'}]",Maria Lopez is at home:bathroom doing morning_routine.,,aligned,low,stable,none,,low,consistent phone monitoring,"['social media alerts', 'phone buzzing']",,continue,"Maria is finishing her morning routine energetically, though phone alerts remain a constant background pull.",Maria is perfectly on track with her schedule. High energy levels and consistent focus on her routine suggest strong alignment.,2023-02-13 10:45:00,home:bathroom,morning_routine,2023-02-13 10:45:00,15,Maria wakes up feeling energetic.,"Maria finishes her morning routine in the bathroom, staying energetic while checking final phone notifications before her next task.",2023-02-13 10:45:00,15,home:bathroom,morning_routine,Maria wakes up feeling energetic.,False,none,0.0,"Maria finishes her morning routine in the bathroom, staying energetic while checking final phone notifications before her next task.",,2023-02-13 11:00
gemini-3-flash-preview:cloud,0.7,Maria Lopez,2023-02-13 11:00:00,15,home:bathroom,morning_routine,"whispered conversations, rustle of papers, phone pings with email notifications, scent of old books","[{'sim_time': '2023-02-13 10:00', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria is starting her day with high energy, following her morning routine while social media alerts provide minor background stimulation.) ; Maria begins her morning routine in the bathroom, feeling energetic and checking her phone alerts.'}, {'sim_time': '2023-02-13 10:15', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria is following her morning routine with high energy, though phone alerts provide minor external stimulation.) ; Maria continues her morning routine in the bathroom, staying energetic and keeping an eye on her phone notifications.'}, {'sim_time': '2023-02-13 10:30', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria is energetic and on track with her morning routine, despite minor distractions from her phone.) ; Maria continues her morning routine in the bathroom, feeling energetic and finishing up her preparations for the day.'}, {'sim_time': '2023-02-13 10:45', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria is finishing her morning routine energetically, though phone alerts remain a constant background pull.) ; Maria finishes her morning routine in the bathroom, staying energetic while checking final phone notifications before her next task.'}]",Maria Lopez is at home:bathroom doing morning_routine.,,off_track,low,slipping,none,,none,Digital distraction lingering,"['phone alerts', 'social media notifications']",Maria is lingering on phone notifications at home; she must transition to the library to stay on schedule.,reset_plan,"Maria is lagging at home, distracted by phone alerts instead of transitioning to her physics study session at the library.","Maria’s high energy is being misdirected into phone notifications, causing her to miss the scheduled start of her library study block.",2023-02-13 11:00:00,Oak_Hill_College:library,study,2023-02-13 11:00:00,15,Studying physics and participating in online discussions.,"Maria begins her library study session with a gentle review of physics notes, aiming to regain focus after a slow start.",2023-02-13 11:00:00,15,Oak_Hill_College:library,study,Studying physics and participating in online discussions.,False,none,0.0,"Maria begins her library study session with a gentle review of physics notes, aiming to regain focus after a slow start.",,2023-02-13 11:15
gemini-3-flash-preview:cloud,0.7,Maria Lopez,2023-02-13 11:15:00,15,Oak_Hill_College:library,study,"whispered conversations, rustle of papers, phone pings with email notifications, scent of old books","[{'sim_time': '2023-02-13 10:00', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria is starting her day with high energy, following her morning routine while social media alerts provide minor background stimulation.) ; Maria begins her morning routine in the bathroom, feeling energetic and checking her phone alerts.'}, {'sim_time': '2023-02-13 10:15', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria is following her morning routine with high energy, though phone alerts provide minor external stimulation.) ; Maria continues her morning routine in the bathroom, staying energetic and keeping an eye on her phone notifications.'}, {'sim_time': '2023-02-13 10:30', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria is energetic and on track with her morning routine, despite minor distractions from her phone.) ; Maria continues her morning routine in the bathroom, feeling energetic and finishing up her preparations for the day.'}, {'sim_time': '2023-02-13 10:45', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria is finishing her morning routine energetically, though phone alerts remain a constant background pull.) ; Maria finishes her morning routine in the bathroom, staying energetic while checking final phone notifications before her next task.'}, {'sim_time': '2023-02-13 11:00', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; (Maria is lagging at home, distracted by phone alerts instead of transitioning to her physics study session at the library.) ; Maria begins her library study session with a gentle review of physics notes, aiming to regain focus after a slow start.'}]",Maria Lopez is at Oak_Hill_College:library doing study.,,partial,low,slipping,low,digital notifications,none,Difficulty transitioning from digital streamer mindset to focused academic study.,"['phone pings', 'email notifications', 'stream alerts']",Maria needs to silence notifications to overcome the digital pull and deepen her focus on physics.,continue,Maria is at the library but struggling with digital distractions after a slow transition from home.,"Maria is physically present but mentally tethered to her phone, showing a persistent pattern of checking notifications.",2023-02-13 11:15:00,Oak_Hill_College:library,study,2023-02-13 11:15:00,15,Studying physics and participating in online discussions.,"Maria focuses on her physics notes, attempting to minimize digital distractions and engage more deeply with the material.",2023-02-13 11:15:00,15,Oak_Hill_College:library,study,Studying physics and participating in online discussions.,False,none,0.0,"Maria focuses on her physics notes, attempting to minimize digital distractions and engage more deeply with the material.",,2023-02-13 11:30
gemini-3-flash-preview:cloud,0.7,Maria Lopez,2023-02-13 11:30:00,15,Oak_Hill_College:library,study,"whispered conversations, rustle of papers, phone pings with email notifications, scent of old books","[{'sim_time': '2023-02-13 10:15', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria is following her morning routine with high energy, though phone alerts provide minor external stimulation.) ; Maria continues her morning routine in the bathroom, staying energetic and keeping an eye on her phone notifications.'}, {'sim_time': '2023-02-13 10:30', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria is energetic and on track with her morning routine, despite minor distractions from her phone.) ; Maria continues her morning routine in the bathroom, feeling energetic and finishing up her preparations for the day.'}, {'sim_time': '2023-02-13 10:45', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria is finishing her morning routine energetically, though phone alerts remain a constant background pull.) ; Maria finishes her morning routine in the bathroom, staying energetic while checking final phone notifications before her next task.'}, {'sim_time': '2023-02-13 11:00', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; (Maria is lagging at home, distracted by phone alerts instead of transitioning to her physics study session at the library.) ; Maria begins her library study session with a gentle review of physics notes, aiming to regain focus after a slow start.'}, {'sim_time': '2023-02-13 11:15', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; (Maria is at the library but struggling with digital distractions after a slow transition from home.) ; Maria focuses on her physics notes, attempting to minimize digital distractions and engage more deeply with the material.'}]",Maria Lopez is at Oak_Hill_College:library doing study.,,partial,low,slipping,low,digital notifications,low,reflexive phone checking,"['phone pings', 'email notifications', 'stream alerts']",Maria must silence her phone to prevent digital noise from derailing her complex physics study session.,continue,Maria is at the library studying physics but remains susceptible to phone notifications and digital distractions.,"Maria's energetic nature is being diverted by constant notifications, making her study session less efficient despite her efforts.",2023-02-13 11:30:00,Oak_Hill_College:library,study,2023-02-13 11:30:00,15,Studying physics and participating in online discussions.,"Maria remains at the library, transitioning into deeper physics study by attempting to ignore persistent phone notifications.",2023-02-13 11:30:00,15,Oak_Hill_College:library,study,Studying physics and participating in online discussions.,False,none,0.0,"Maria remains at the library, transitioning into deeper physics study by attempting to ignore persistent phone notifications.",,2023-02-13 11:45
gemini-3-flash-preview:cloud,0.7,Maria Lopez,2023-02-13 11:45:00,15,Oak_Hill_College:library,study,"whispered conversations, rustle of papers, phone pings with email notifications, scent of old books","[{'sim_time': '2023-02-13 10:30', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria is energetic and on track with her morning routine, despite minor distractions from her phone.) ; Maria continues her morning routine in the bathroom, feeling energetic and finishing up her preparations for the day.'}, {'sim_time': '2023-02-13 10:45', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria is finishing her morning routine energetically, though phone alerts remain a constant background pull.) ; Maria finishes her morning routine in the bathroom, staying energetic while checking final phone notifications before her next task.'}, {'sim_time': '2023-02-13 11:00', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; (Maria is lagging at home, distracted by phone alerts instead of transitioning to her physics study session at the library.) ; Maria begins her library study session with a gentle review of physics notes, aiming to regain focus after a slow start.'}, {'sim_time': '2023-02-13 11:15', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; (Maria is at the library but struggling with digital distractions after a slow transition from home.) ; Maria focuses on her physics notes, attempting to minimize digital distractions and engage more deeply with the material.'}, {'sim_time': '2023-02-13 11:30', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; (Maria is at the library studying physics but remains susceptible to phone notifications and digital distractions.) ; Maria remains at the library, transitioning into deeper physics study by attempting to ignore persistent phone notifications.'}]",Maria Lopez is at Oak_Hill_College:library doing study.,,aligned,med,fragile,low,digital notifications,none,distraction-seeking behavior,"['phone pings', 'email notifications', 'stream alerts']",Maria should silence her phone to ensure the final fifteen minutes of study are productive before her break.,reset_plan,Maria is at the library studying physics but is mentally tethered to her digital notifications and social alerts.,"Maria follows her schedule, but her inquisitive nature and streamer lifestyle make digital alerts highly disruptive to her physics focus.",2023-02-13 11:45:00,Oak_Hill_College:library,study,2023-02-13 11:45:00,15,Studying physics and participating in online discussions.,"Maria wraps up her study session with a low-intensity review of her physics notes, preparing for her upcoming lunch break.",2023-02-13 11:45:00,15,Oak_Hill_College:library,study,Studying physics and participating in online discussions.,False,none,0.0,"Maria wraps up her study session with a low-intensity review of her physics notes, preparing for her upcoming lunch break.",,2023-02-13 12:00
gemini-3-flash-preview:cloud,0.7,Maria Lopez,2023-02-13 12:00:00,15,Oak_Hill_College:library,study,"clinking of mugs, aroma of coffee, background chatter, phone vibrating with stream alerts","[{'sim_time': '2023-02-13 10:45', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria is finishing her morning routine energetically, though phone alerts remain a constant background pull.) ; Maria finishes her morning routine in the bathroom, staying energetic while checking final phone notifications before her next task.'}, {'sim_time': '2023-02-13 11:00', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; (Maria is lagging at home, distracted by phone alerts instead of transitioning to her physics study session at the library.) ; Maria begins her library study session with a gentle review of physics notes, aiming to regain focus after a slow start.'}, {'sim_time': '2023-02-13 11:15', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; (Maria is at the library but struggling with digital distractions after a slow transition from home.) ; Maria focuses on her physics notes, attempting to minimize digital distractions and engage more deeply with the material.'}, {'sim_time': '2023-02-13 11:30', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; (Maria is at the library studying physics but remains susceptible to phone notifications and digital distractions.) ; Maria remains at the library, transitioning into deeper physics study by attempting to ignore persistent phone notifications.'}, {'sim_time': '2023-02-13 11:45', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; (Maria is at the library studying physics but is mentally tethered to her digital notifications and social alerts.) ; Maria wraps up her study session with a low-intensity review of her physics notes, preparing for her upcoming lunch break.'}]",Maria Lopez is at Oak_Hill_College:library doing study.,,off_track,med,fragile,low,stream notifications and social engagement,low,digital tethering,"['phone vibrating', 'stream alerts', 'hunger']",Maria must silence her phone to break the library-study loop and move to Hobbs Cafe for lunch.,reset_plan,"Maria is lingering at the library despite her lunch schedule, held back by persistent digital notifications.","Maria failed to transition to Hobbs Cafe, remaining at the library due to digital distractions noted in her history and observation.",2023-02-13 12:00:00,Hobbs_Cafe:main_floor,lunch,2023-02-13 12:00:00,15,Lunch at her favorite cafe while catching up on messages.,"Maria moves to Hobbs Cafe for lunch, opting for a lower-intensity break to reset from previous distractions.",2023-02-13 12:00:00,15,Hobbs_Cafe:main_floor,lunch,Lunch at her favorite cafe while catching up on messages.,False,none,0.0,"Maria moves to Hobbs Cafe for lunch, opting for a lower-intensity break to reset from previous distractions.",,2023-02-13 12:15
gemini-3-flash-preview:cloud,0.7,Maria Lopez,2023-02-13 12:15:00,15,Hobbs_Cafe:main_floor,lunch,"clinking of mugs, aroma of coffee, background chatter, phone vibrating with stream alerts","[{'sim_time': '2023-02-13 11:00', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; (Maria is lagging at home, distracted by phone alerts instead of transitioning to her physics study session at the library.) ; Maria begins her library study session with a gentle review of physics notes, aiming to regain focus after a slow start.'}, {'sim_time': '2023-02-13 11:15', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; (Maria is at the library but struggling with digital distractions after a slow transition from home.) ; Maria focuses on her physics notes, attempting to minimize digital distractions and engage more deeply with the material.'}, {'sim_time': '2023-02-13 11:30', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; (Maria is at the library studying physics but remains susceptible to phone notifications and digital distractions.) ; Maria remains at the library, transitioning into deeper physics study by attempting to ignore persistent phone notifications.'}, {'sim_time': '2023-02-13 11:45', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; (Maria is at the library studying physics but is mentally tethered to her digital notifications and social alerts.) ; Maria wraps up her study session with a low-intensity review of her physics notes, preparing for her upcoming lunch break.'}, {'sim_time': '2023-02-13 12:00', 'summary': 'Maria Lopez is at Hobbs_Cafe:main_floor doing lunch about Lunch at her favorite cafe while catching up on messages. ; (Maria is lingering at the library despite her lunch schedule, held back by persistent digital notifications.) ; Maria moves to Hobbs Cafe for lunch, opting for a lower-intensity break to reset from previous distractions.'}]",Maria Lopez is at Hobbs_Cafe:main_floor doing lunch.,,aligned,med,slipping,low,digital stream notifications,none,prioritizing digital engagement over mental rest,"['stream alerts', 'phone vibrations', 'cafe chatter']",Maria must silence notifications to achieve the intended reset before her high-intensity climbing session.,continue,"Maria is at Hobbs Cafe but remains digitally tethered, struggling to fully disconnect from stream alerts during her lunch.","Maria followed her schedule to the cafe, but environmental stimuli (vibrating phone) continue to pull her focus toward digital distractions.",2023-02-13 12:15:00,Hobbs_Cafe:main_floor,lunch,2023-02-13 12:15:00,15,Lunch at her favorite cafe while catching up on messages.,"Maria continues her lunch at Hobbs Cafe, attempting to balance eating with the persistent pull of her stream notifications.",2023-02-13 12:15:00,15,Hobbs_Cafe:main_floor,lunch,Lunch at her favorite cafe while catching up on messages.,False,none,0.0,"Maria continues her lunch at Hobbs Cafe, attempting to balance eating with the persistent pull of her stream notifications.",,2023-02-13 12:30
