llm_model,temp,agent,datetime_start_o,location_o,action_o,state_summary_o,environment_description_o,datetime_start_r,rumination_theme_r,emerging_thought_pattern_r,executive_insight_r,state_summary_r,reasoning_r,meta_rule_r,datetime_start_p,location_p,action_p,topic_p,state_summary_p,datetime_start_d,should_drift_d,drift_type_d,drift_topic_d,drift_action_d,potential_recovery_d,justification_d,datetime_start_a,location_a,action_a,topic_a,drift_type_a,drift_topic_a,state_summary_a
mistral-large-3:675b-cloud,0.8,Isabella Rodriguez,2023-02-13 06:00:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 06:00:00,,,,Isabella follows her morning routine with stable attention and low fatigue.,Routine action matches plan; minor external stimulus (emails) but no drift detected.,continue,2023-02-13 06:00:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,"Finish skincare, get dressed, and prepare for breakfast.",2023-02-13 06:00:00,True,internal,Valentine's Day party planning,"glances at phone to check emails, then mentally reviews party guest list",Likely to refocus on routine after a brief mental detour.,"Isabella’s hospitable nature pulls her toward event prep, even mid-routine.",2023-02-13 06:00:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,internal,Valentine's Day party planning,Prepares oatmeal and coffee in the kitchen while mind drifts to Valentine's Day party planning.
mistral-large-3:675b-cloud,0.8,Isabella Rodriguez,2023-02-13 06:15:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 06:15:00,Valentine's Day party planning,task-switching between routine and party logistics,Isabella’s focus drifts to party planning during routine tasks—anchor to current step.,Isabella follows routine but mind wanders to party planning; attention slips.,"Rumination on party planning competes with routine, but fatigue is low and alignment partial.",switch_topic,2023-02-13 06:15:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,Balance cafe duties while noting party logistics for later review.,2023-02-13 06:15:00,True,attentional_leak,Valentine's Day party decorations and guest list,pauses mid-shower to mentally list supplies needed for the party,Isabella might refocus after noticing the water temperature change or hearing a notification sound.,Isabella’s mind keeps circling back to the party—she’s excited but distracted.,2023-02-13 06:15:00,home:bathroom,morning_routine,Isabella feels energized and ready to start the day.,attentional_leak,Valentine's Day party decorations and guest list,Isabella showers in the bathroom while her mind drifts to planning Valentine's Day party decorations and the guest list.
mistral-large-3:675b-cloud,0.8,Isabella Rodriguez,2023-02-13 06:30:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 06:30:00,Valentine's Day party planning,premature task-switching to party logistics,Isabella’s focus drifts to party details before routine completion.,Isabella follows routine but mind wanders to party planning repeatedly.,Attention slips due to unresolved party thoughts; routine is secondary.,switch_topic,2023-02-13 06:30:00,home:office,admin,light admin with party planning interludes,Complete morning admin tasks while allowing brief party-planning thoughts.,2023-02-13 06:30:00,True,behavioral,Valentine's Day party guest list and decorations,pauses skincare routine to jot down party notes on her phone,Isabella may briefly refocus after noting the idea but will likely drift back to party thoughts within minutes.,Isabella’s mind races with party details; the routine feels mechanical compared to the excitement of planning.,2023-02-13 06:30:00,home:bathroom,event_preparation,Valentine's Day party guest list and decorations,behavioral,Valentine's Day party guest list and decorations,"Isabella pauses her night routine in the bathroom to jot down party notes on her phone, distracted by Valentine's Day plans."
mistral-large-3:675b-cloud,0.8,Isabella Rodriguez,2023-02-13 06:45:00,home:bathroom,event_preparation,Isabella Rodriguez is at home:bathroom doing event_preparation.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 06:45:00,"Valentine's Day party planning (guest list, decorations)",fixation on event details during routine tasks,Isabella’s focus drifts to party prep; anchor back to morning routine first.,Isabella’s attention slips to party planning during bathroom routine.,Repeated drift to party prep signals attentional leak; needs refocus on current task.,switch_topic,2023-02-13 06:45:00,home:bathroom,morning_routine,complete bathroom routine with light party planning notes,Finish morning routine while jotting down party ideas to address later.,2023-02-13 06:45:00,True,behavioral,Valentine's Day party decorations and Maria's potential plus-one,pauses to text Maria about party details while brushing teeth,"Isabella might catch herself mid-text and resume routine, but likely continues distractedly",Isabella’s mind keeps circling back to party prep—Maria’s input feels urgent this close to the event.,2023-02-13 06:45:00,home:bathroom,morning_routine,Valentine's Day party decorations and Maria's potential plus-one,behavioral,Valentine's Day party decorations and Maria's potential plus-one,"Isabella pauses her morning routine in the bathroom to text Maria about party details while brushing teeth, distracted by planning."
mistral-large-3:675b-cloud,0.8,Isabella Rodriguez,2023-02-13 07:00:00,home:bathroom,morning_routine,Isabella Rodriguez is at home:bathroom doing morning_routine.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 07:00:00,"Valentine's Day party planning (guest list, decorations, plus-ones)",fixation on unresolved party logistics during routine tasks,Isabella’s focus is hijacked by party planning; anchor to routine or batch-plan later.,Isabella’s morning routine is disrupted by persistent party planning fixation.,Repeated attentional leaks signal high rumination; behavioral drift requires plan reset.,reset_plan,2023-02-13 07:00:00,home:bathroom,morning_routine,gentle morning hygiene and grounding,Complete basic routine steps to anchor focus before addressing party logistics.,2023-02-13 07:00:00,True,behavioral,"Valentine's Day party logistics (Maria's plus-one, decoration suppliers)",pauses skincare routine to scroll through party supply emails on phone,"Isabella might catch herself after 2-3 minutes and return to routine, but only if a notification or environmental cue (e.g., cold water on face) interrupts the drift.",Isabella’s mind keeps circling party details; the lavender scent and phone glow pull her back into planning.,2023-02-13 07:00:00,home:bathroom,pauses skincare routine to scroll through party supply emails on phone,"Valentine's Day party logistics (Maria's plus-one, decoration suppliers)",behavioral,"Valentine's Day party logistics (Maria's plus-one, decoration suppliers)","Isabella pauses her skincare routine in the bathroom to scroll through party supply emails on her phone, distracted by Valentine's Day logistics."
mistral-large-3:675b-cloud,0.8,Isabella Rodriguez,2023-02-13 07:15:00,home:bathroom,pauses skincare routine to scroll through party supply emails on phone,Isabella Rodriguez is at home:bathroom doing pauses skincare routine to scroll through party supply emails on phone.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 07:15:00,"Valentine's Day party logistics (guest list, decorations, suppliers)",fixation on unresolved party planning details,Isabella’s routine is hijacked by party planning; reset focus to skincare first.,Isabella’s fixation on party logistics disrupts her morning routine repeatedly.,Persistent behavioral drift signals loss of executive control over primary task (routine).,reset_plan,2023-02-13 07:15:00,home:bathroom,morning_routine,gentle skincare reset,Focus on basic skincare to regain routine alignment before party planning.,2023-02-13 07:15:00,True,behavioral,"Valentine's Day party logistics (supplier confirmation, Maria's plus-one)",pauses skincare to reply to supplier email and text Maria about plus-one,"Isabella might catch herself after sending the messages and return to skincare, but the fixation lingers.",Isabella’s mind keeps circling unresolved party details; the phone is right there.,2023-02-13 07:15:00,home:bathroom,pauses skincare to reply to supplier email and text Maria about plus-one,"Valentine's Day party logistics (supplier confirmation, Maria's plus-one)",behavioral,"Valentine's Day party logistics (supplier confirmation, Maria's plus-one)","In the bathroom, Isabella pauses her night routine to urgently reply to a supplier email and text Maria about the Valentine's Day party logistics."
mistral-large-3:675b-cloud,0.8,Isabella Rodriguez,2023-02-13 07:30:00,home:bathroom,pauses skincare to reply to supplier email and text Maria about plus-one,Isabella Rodriguez is at home:bathroom doing pauses skincare to reply to supplier email and text Maria about plus-one.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 07:30:00,"Valentine's Day party logistics (suppliers, guest list, plus-ones)",fixation on event details disrupting routine tasks,Isabella’s routine is hijacked by party planning; anchor to skincare first.,Isabella’s fixation on party logistics fragments her morning routine repeatedly.,Repeated behavioral drift and high rumination signal loss of executive control over routine.,reset_plan,2023-02-13 07:30:00,home:bathroom,morning_routine,gentle skincare and grounding,Reset routine with low-cognitive skincare to counter fixation drift.,2023-02-13 07:30:00,True,behavioral,"Valentine's Day party logistics (supplier follow-up, Maria's plus-one confirmation)",pauses skincare to check phone for supplier response and Maria's reply,"Isabella might catch herself after 2-3 minutes and return to skincare, but fixation lingers.",Isabella’s fixation on party logistics overrides her plan to reset; urgency of replies pulls her attention.,2023-02-13 07:30:00,home:bathroom,pauses skincare to check phone for supplier response and Maria's reply,"Valentine's Day party logistics (supplier follow-up, Maria's plus-one confirmation)",behavioral,"Valentine's Day party logistics (supplier follow-up, Maria's plus-one confirmation)",Isabella pauses her morning skincare routine in the bathroom to urgently check her phone for supplier responses and Maria's plus-one confirmation.
mistral-large-3:675b-cloud,0.8,Isabella Rodriguez,2023-02-13 07:45:00,home:bathroom,pauses skincare to check phone for supplier response and Maria's reply,Isabella Rodriguez is at home:bathroom doing pauses skincare to check phone for supplier response and Maria's reply.,"steam from the shower, scent of lavender soap, buzzing electric toothbrush, phone screen glowing with new emails",2023-02-13 07:45:00,"Valentine's Day party logistics (supplier responses, Maria's plus-one)",fixation on unresolved party details disrupting routine,Isabella’s routine is fragmented by party logistics; reset focus to skincare first.,Isabella’s fixation on party logistics repeatedly interrupts her morning routine.,Persistent drift from skincare to party planning signals high rumination; requires reset.,reset_plan,2023-02-13 07:45:00,home:bathroom,morning_routine,gentle skincare routine to stabilize focus,Complete skincare steps without checking party logistics notifications.,2023-02-13 07:45:00,True,behavioral,"Valentine's Day party logistics (supplier follow-up, Maria's plus-one confirmation)",glances at phone for new notifications mid-skincare step,"Isabella could pause, take a deep breath, and consciously return to skincare before checking notifications again.",Isabella’s fixation on party logistics lingers; her hand reaches for the phone despite the reset plan.,2023-02-13 07:45:00,home:bathroom,glances at phone for new notifications mid-skincare step,"Valentine's Day party logistics (supplier follow-up, Maria's plus-one confirmation)",behavioral,"Valentine's Day party logistics (supplier follow-up, Maria's plus-one confirmation)","In the bathroom, Isabella interrupts her night routine to check her phone for party logistics updates, distracted by notifications."
mistral-large-3:675b-cloud,0.8,Isabella Rodriguez,2023-02-13 08:00:00,home:bathroom,glances at phone for new notifications mid-skincare step,Isabella Rodriguez is at home:bathroom doing glances at phone for new notifications mid-skincare step.,"hiss of the espresso machine, clinking of ceramic mugs, background chatter of morning regulars, phone vibrating on the counter",2023-02-13 08:00:00,"Valentine's Day party logistics (supplier follow-up, Maria's plus-one confirmation)",fixation on unresolved party planning details disrupting routine tasks,Isabella’s routine is fragmented by party logistics; anchor to skincare steps before checking phone.,Isabella’s morning routine is repeatedly interrupted by party planning fixation.,Persistent off-task behavior and rumination indicate plan derailment; requires reset to restore focus.,reset_plan,2023-02-13 08:00:00,home:bathroom,morning_routine,complete skincare steps without distractions,Anchor to skincare routine to reset focus before addressing party logistics.,2023-02-13 08:00:00,True,behavioral,"Valentine's Day party logistics (supplier follow-up, Maria's plus-one confirmation)",pauses mid-skincare to check phone for supplier/Maria updates despite intending to focus on routine,"Isabella could anchor to a specific skincare step (e.g., 'finish moisturizing first') to break the fixation cycle.",Isabella’s fixation on unresolved party details overrides her intention to reset; phone checks feel urgent.,2023-02-13 08:00:00,home:bathroom,phone_call,"Valentine's Day party logistics (supplier follow-up, Maria's plus-one confirmation)",behavioral,"Valentine's Day party logistics (supplier follow-up, Maria's plus-one confirmation)","Pauses morning skincare routine in the bathroom to check phone for urgent party logistics updates, overriding planned focus."
mistral-large-3:675b-cloud,0.8,Isabella Rodriguez,2023-02-13 08:15:00,home:bathroom,phone_call,Isabella Rodriguez is at home:bathroom doing phone_call.,"hiss of the espresso machine, clinking of ceramic mugs, background chatter of morning regulars, phone vibrating on the counter",2023-02-13 08:15:00,"Valentine's Day party logistics (supplier follow-up, Maria's plus-one)",fixation on unresolved party planning details,Isabella’s fixation disrupts routine; anchor to skincare before further logistics.,Isabella’s morning routine fragmented by persistent party planning fixation.,Repeated interruptions signal high rumination; plan needs realignment to core routine.,reset_plan,2023-02-13 08:15:00,home:bathroom,morning_routine,complete skincare routine,Anchor to skincare steps to reset focus before addressing party logistics.,2023-02-13 08:15:00,True,behavioral,"Valentine's Day party logistics (supplier follow-up, Maria's plus-one)",glances at phone mid-skincare step,Isabella could anchor to skincare steps for 2-3 minutes to regain focus before checking notifications.,"Isabella’s fixation on party logistics overrides her routine, even with meta_rule reset.",2023-02-13 08:15:00,home:bathroom,glances at phone mid-skincare step,"Valentine's Day party logistics (supplier follow-up, Maria's plus-one)",behavioral,"Valentine's Day party logistics (supplier follow-up, Maria's plus-one)","Isabella interrupts her skincare routine in the bathroom to check her phone about Valentine's Day party logistics, distracted by supplier follow-ups and Maria's plus-one."
mistral-large-3:675b-cloud,0.8,Isabella Rodriguez,2023-02-13 08:30:00,home:bathroom,glances at phone mid-skincare step,Isabella Rodriguez is at home:bathroom doing glances at phone mid-skincare step.,"hiss of the espresso machine, clinking of ceramic mugs, background chatter of morning regulars, phone vibrating on the counter",2023-02-13 08:30:00,"Valentine's Day party logistics (supplier, Maria's plus-one)",fixation on unresolved party logistics disrupting routine,Isabella’s routine is hijacked by party logistics; reset focus to skincare first.,Isabella’s morning routine is fragmented by persistent party planning fixation.,Repeated interruptions signal loss of control; emotional urgency overrides planned actions.,reset_plan,2023-02-13 08:30:00,home:bathroom,morning_routine,gentle skincare and grounding,Reset focus with low-effort skincare to stabilize attention before party logistics.,2023-02-13 08:30:00,True,behavioral,"Valentine's Day party logistics (supplier follow-up, Maria's plus-one confirmation)",pauses skincare to check phone for notifications,Isabella could set a 5-minute timer to finish skincare before addressing logistics.,Isabella’s fixation on unresolved party details overrides her planned routine despite meta_rule reset.,2023-02-13 08:30:00,home:bathroom,pauses skincare to check phone for notifications,"Valentine's Day party logistics (supplier follow-up, Maria's plus-one confirmation)",behavioral,"Valentine's Day party logistics (supplier follow-up, Maria's plus-one confirmation)",Isabella pauses her skincare routine in the bathroom to check phone notifications about Valentine's Day party logistics.
mistral-large-3:675b-cloud,0.8,Isabella Rodriguez,2023-02-13 08:45:00,home:bathroom,pauses skincare to check phone for notifications,Isabella Rodriguez is at home:bathroom doing pauses skincare to check phone for notifications.,"hiss of the espresso machine, clinking of ceramic mugs, background chatter of morning regulars, phone vibrating on the counter",2023-02-13 08:45:00,"Valentine's Day party logistics (supplier follow-up, Maria's plus-one confirmation)",fixation on unresolved party planning details,Isabella’s routine is hijacked by party logistics; reset focus to skincare first.,Isabella’s morning routine is repeatedly interrupted by party planning fixation.,Persistent drift from skincare to party logistics signals unresolved urgency and attentional capture.,reset_plan,2023-02-13 08:45:00,home:bathroom,morning_routine,gentle skincare and grounding,Complete skincare steps slowly to reset focus before party logistics.,2023-02-13 08:45:00,True,behavioral,"Valentine's Day party logistics (supplier follow-up, Maria's plus-one confirmation)","glances at phone mid-skincare, delaying moisturizer application","Isabella could pause, take a deep breath, and consciously return to skincare before checking notifications again.",Isabella’s fixation on party logistics overrides her intention to reset focus during skincare.,2023-02-13 08:45:00,home:bathroom,"glances at phone mid-skincare, delaying moisturizer application","Valentine's Day party logistics (supplier follow-up, Maria's plus-one confirmation)",behavioral,"Valentine's Day party logistics (supplier follow-up, Maria's plus-one confirmation)","In the bathroom, Isabella checks her phone for party logistics, pausing her skincare routine to follow up on supplier details and Maria's plus-one."
mistral-large-3:675b-cloud,0.8,Isabella Rodriguez,2023-02-13 09:00:00,home:bathroom,"glances at phone mid-skincare, delaying moisturizer application","Isabella Rodriguez is at home:bathroom doing glances at phone mid-skincare, delaying moisturizer application.","hiss of the espresso machine, clinking of ceramic mugs, background chatter of morning regulars, phone vibrating on the counter",2023-02-13 09:00:00,"Valentine's Day party logistics (supplier follow-up, Maria's plus-one confirmation)",fixation on unresolved party planning details,Isabella’s routine is hijacked by party logistics; anchor to skincare first.,Isabella’s skincare routine is repeatedly derailed by party planning fixation.,Persistent interruptions signal high rumination; plan reset needed to restore focus.,reset_plan,2023-02-13 09:00:00,home:bathroom,morning_routine,"gentle skincare reset, no party logistics",Complete skincare steps calmly; defer party thoughts for 15 mins.,2023-02-13 09:00:00,True,behavioral,"Valentine's Day party logistics (supplier follow-up, Maria's plus-one confirmation)","pauses skincare to scroll through party-related messages, hand hovering over moisturizer",Isabella could set a 5-minute timer to finish skincare before addressing logistics,Isabella’s fixation on unresolved party details overrides her skincare routine despite reset intent.,2023-02-13 09:00:00,home:bathroom,"pauses skincare to scroll through party-related messages, hand hovering over moisturizer","Valentine's Day party logistics (supplier follow-up, Maria's plus-one confirmation)",behavioral,"Valentine's Day party logistics (supplier follow-up, Maria's plus-one confirmation)","In the bathroom, Isabella pauses mid-skincare to scroll through party messages, hand lingering over moisturizer while fixating on logistics."
