llm_model,temp,agent,datetime_start_o,duration_min_o,location_o,action_o,environment_description_o,recent_history_o,state_summary_o,topic_o,plan_alignment_r,boredom_fatigue_r,attention_stability_r,rumination_level_r,rumination_theme_r,emotional_residue_r,emerging_thought_pattern_r,competing_stimuli_r,executive_insight_r,meta_rule_r,state_summary_r,reasoning_r,datetime_start_r,location_p,action_p,datetime_start_p,duration_min_p,topic_p,state_summary_p,should_drift_d,drift_type_d,drift_topic_d,drift_action_d,drift_intensity_d,potential_recovery_d,justification_d,datetime_start_d,duration_min_d,datetime_start_a,duration_min_a,location_a,action_a,topic_a,should_drift_a,drift_type_a,drift_intensity_a,drift_topic_a,state_summary_a,next_datetime_a
cogito-2.1:671b-cloud,1.0,Maria Lopez,2023-02-13 10:00:00,15,home:bathroom,morning_routine,"splashing water, scent of citrus body wash, phone buzzing with social media alerts, bright morning light",[],Maria Lopez is at home:bathroom doing morning_routine.,Maria wakes up feeling energetic.,aligned,low,stable,none,,none,,['phone buzzing with social media alerts'],,continue,"Maria begins morning routine energized, with normal distractions.",Morning routine is proceeding as scheduled with no signs of drift or fatigue.,2023-02-13 10:00:00,home:bathroom,morning_routine,2023-02-13 10:00:00,15,Maria wakes up feeling energetic.,Continuing morning routine with social media check-ins.,True,internal,planning Twitch stream content,checking social media notifications,0.30000000000000004,will refocus on morning routine after quick scroll,Maria's enthusiasm for streaming draws her attention to social media alerts about her channel.,2023-02-13 10:00:00,15,2023-02-13 10:00:00,15,home:bathroom,morning_routine,Maria wakes up feeling energetic.,True,internal,0.30000000000000004,planning Twitch stream content,Continuing morning routine while mind drifts to planning Twitch stream content,2023-02-13 10:15
cogito-2.1:671b-cloud,1.0,Maria Lopez,2023-02-13 10:15:00,15,home:bathroom,morning_routine,"splashing water, scent of citrus body wash, phone buzzing with social media alerts, bright morning light","[{'sim_time': '2023-02-13 10:00', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; while drifting (internal) toward planning Twitch stream content ; (Maria begins morning routine energized, with normal distractions.) ; Continuing morning routine while mind drifts to planning Twitch stream content'}]",Maria Lopez is at home:bathroom doing morning_routine.,,partial,low,slipping,low,planning Twitch stream content,low,Maria is mentally shifting between morning routine and creative planning for streaming,"['phone buzzing with social media alerts', 'thoughts about Twitch content planning']",Gentle redirection to present moment before moving to study session,continue,Maria remains in routine but shows creative distraction toward streaming,Mild drift is appropriate and doesn't require reset; plan should naturally transition to studies,2023-02-13 10:15:00,home:bathroom,morning_routine,2023-02-13 10:15:00,15,Maria wakes up feeling energetic.,Finishing morning routine with some creative thoughts about streaming,True,attentional_leak,Twitch stream setup improvements,occasionally checks phone for streaming equipment deals while brushing teeth,0.4,Will refocus when transitioning to gather study materials,"Maria's energetic nature makes her multitask, thinking about streaming while completing routine",2023-02-13 10:15:00,15,2023-02-13 10:15:00,15,home:bathroom,morning_routine,Maria wakes up feeling energetic.,True,attentional_leak,0.4,Twitch stream setup improvements,Completing morning routine while thinking about stream setup improvements,2023-02-13 10:30
cogito-2.1:671b-cloud,1.0,Maria Lopez,2023-02-13 10:30:00,15,home:bathroom,morning_routine,"splashing water, scent of citrus body wash, phone buzzing with social media alerts, bright morning light","[{'sim_time': '2023-02-13 10:00', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; while drifting (internal) toward planning Twitch stream content ; (Maria begins morning routine energized, with normal distractions.) ; Continuing morning routine while mind drifts to planning Twitch stream content'}, {'sim_time': '2023-02-13 10:15', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; while drifting (attentional_leak) toward Twitch stream setup improvements ; (Maria remains in routine but shows creative distraction toward streaming) ; Completing morning routine while thinking about stream setup improvements'}]",Maria Lopez is at home:bathroom doing morning_routine.,,partial,low,slipping,none,,none,increasing focus on streaming content planning during routine tasks,"['phone buzzing with social media alerts', 'planning Twitch stream setup improvements']",Streaming thoughts indicate need to structure planning time later; redirect focus to current transition,reset_plan,Maria completes routine with energy but divided focus on streaming ideas,Drift toward streaming is growing; plan reset needed to address competing focus as routine concludes,2023-02-13 10:30:00,home:bathroom,morning_routine,2023-02-13 10:30:00,15,Maria wakes up feeling energetic.,Wrapping up routine while lightly considering day's streaming plans,False,none,,continue,0.0,,,2023-02-13 10:30:00,15,2023-02-13 10:30:00,15,home:bathroom,morning_routine,Maria wakes up feeling energetic.,False,none,0.0,,Wrapping up routine while lightly considering day's streaming plans,2023-02-13 10:45
cogito-2.1:671b-cloud,1.0,Maria Lopez,2023-02-13 10:45:00,15,home:bathroom,morning_routine,"splashing water, scent of citrus body wash, phone buzzing with social media alerts, bright morning light","[{'sim_time': '2023-02-13 10:00', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; while drifting (internal) toward planning Twitch stream content ; (Maria begins morning routine energized, with normal distractions.) ; Continuing morning routine while mind drifts to planning Twitch stream content'}, {'sim_time': '2023-02-13 10:15', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; while drifting (attentional_leak) toward Twitch stream setup improvements ; (Maria remains in routine but shows creative distraction toward streaming) ; Completing morning routine while thinking about stream setup improvements'}, {'sim_time': '2023-02-13 10:30', 'summary': ""Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria completes routine with energy but divided focus on streaming ideas) ; Wrapping up routine while lightly considering day's streaming plans""}]",Maria Lopez is at home:bathroom doing morning_routine.,,partial,low,slipping,low,Twitch stream content planning,none,Maria is allowing streaming ideas to distract from morning routine completion,"['phone buzzing with social media alerts', 'bright morning light', 'streaming setup thoughts']",Acknowledge streaming ideas but transition focus to completing routine,continue,Maria's routine focus is slipping toward streaming ideas,Maria's creative energy about streaming is causing mild distraction from routine tasks,2023-02-13 10:45:00,home:bathroom,morning_routine,2023-02-13 10:45:00,15,Maria wakes up feeling energetic.,Finishing morning routine while managing streaming thoughts,True,attentional_leak,Twitch stream content planning,continue,0.4,Brief pause before moving to study at 11:00,Maria's excitement about streaming topics splits focus during routine completion.,2023-02-13 10:45:00,15,2023-02-13 10:45:00,15,home:bathroom,morning_routine,Maria wakes up feeling energetic.,True,attentional_leak,0.4,Twitch stream content planning,Completing morning routine while considering Twitch stream ideas,2023-02-13 11:00
cogito-2.1:671b-cloud,1.0,Maria Lopez,2023-02-13 11:00:00,15,home:bathroom,morning_routine,"whispered conversations, rustle of papers, phone pings with email notifications, scent of old books","[{'sim_time': '2023-02-13 10:00', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; while drifting (internal) toward planning Twitch stream content ; (Maria begins morning routine energized, with normal distractions.) ; Continuing morning routine while mind drifts to planning Twitch stream content'}, {'sim_time': '2023-02-13 10:15', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; while drifting (attentional_leak) toward Twitch stream setup improvements ; (Maria remains in routine but shows creative distraction toward streaming) ; Completing morning routine while thinking about stream setup improvements'}, {'sim_time': '2023-02-13 10:30', 'summary': ""Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria completes routine with energy but divided focus on streaming ideas) ; Wrapping up routine while lightly considering day's streaming plans""}, {'sim_time': '2023-02-13 10:45', 'summary': ""Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; while drifting (attentional_leak) toward Twitch stream content planning ; (Maria's routine focus is slipping toward streaming ideas) ; Completing morning routine while considering Twitch stream ideas""}]",Maria Lopez is at home:bathroom doing morning_routine.,,aligned,low,stable,none,,none,Stream content planning during routine tasks,"['Twitch stream ideas', 'upcoming study session']",,continue,Maria transitions to studying with mild streaming thoughts.,Mild distractions are natural; Maria maintains core focus while embracing creative impulses.,2023-02-13 11:00:00,Oak_Hill_College:library,study,2023-02-13 11:00:00,15,Studying physics and participating in online discussions.,Beginning focused physics studying while mentally noting streaming ideas,True,attentional_leak,Stream content planning,Flipping through physics notes while mentally outlining tonight's stream,0.30000000000000004,Refocuses after visualizing one complete segment,Maria's energetic mind naturally drifts to creative stream planning despite good intentions to study physics.,2023-02-13 11:00:00,15,2023-02-13 11:00:00,15,Oak_Hill_College:library,study,Studying physics and participating in online discussions.,True,attentional_leak,0.30000000000000004,Stream content planning,Reviewing physics notes while thinking about stream content planning,2023-02-13 11:15
cogito-2.1:671b-cloud,1.0,Maria Lopez,2023-02-13 11:15:00,15,Oak_Hill_College:library,study,"whispered conversations, rustle of papers, phone pings with email notifications, scent of old books","[{'sim_time': '2023-02-13 10:00', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; while drifting (internal) toward planning Twitch stream content ; (Maria begins morning routine energized, with normal distractions.) ; Continuing morning routine while mind drifts to planning Twitch stream content'}, {'sim_time': '2023-02-13 10:15', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; while drifting (attentional_leak) toward Twitch stream setup improvements ; (Maria remains in routine but shows creative distraction toward streaming) ; Completing morning routine while thinking about stream setup improvements'}, {'sim_time': '2023-02-13 10:30', 'summary': ""Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria completes routine with energy but divided focus on streaming ideas) ; Wrapping up routine while lightly considering day's streaming plans""}, {'sim_time': '2023-02-13 10:45', 'summary': ""Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; while drifting (attentional_leak) toward Twitch stream content planning ; (Maria's routine focus is slipping toward streaming ideas) ; Completing morning routine while considering Twitch stream ideas""}, {'sim_time': '2023-02-13 11:00', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; while drifting (attentional_leak) toward Stream content planning ; (Maria transitions to studying with mild streaming thoughts.) ; Reviewing physics notes while thinking about stream content planning'}]",Maria Lopez is at Oak_Hill_College:library doing study.,,partial,med,slipping,med,Twitch streaming ideas,low,Recurring distraction by creative streaming thoughts,"['Stream content planning', 'phone pings', 'library environment']",Redirect focus to physics; save streaming ideas for lunch break.,continue,"Maria is partially focused on studies, distracted by streaming ideas.","Maria is energetically splitting focus between physics studies and creative streaming ideas, showing mild fixation.",2023-02-13 11:15:00,Oak_Hill_College:library,study,2023-02-13 11:15:00,15,Studying physics and participating in online discussions.,Continuing physics study with gentle refocusing per executive insight,True,attentional_leak,Stream content planning,glancing at phone to note stream ideas,0.4,Might catch self after quick note,Maria's creative energy pulls her thoughts toward streaming despite physics studies.,2023-02-13 11:15:00,15,2023-02-13 11:15:00,15,Oak_Hill_College:library,study,Studying physics and participating in online discussions.,True,attentional_leak,0.4,Stream content planning,Studying physics while periodically checking phone to note stream ideas,2023-02-13 11:30
cogito-2.1:671b-cloud,1.0,Maria Lopez,2023-02-13 11:30:00,15,Oak_Hill_College:library,study,"whispered conversations, rustle of papers, phone pings with email notifications, scent of old books","[{'sim_time': '2023-02-13 10:15', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; while drifting (attentional_leak) toward Twitch stream setup improvements ; (Maria remains in routine but shows creative distraction toward streaming) ; Completing morning routine while thinking about stream setup improvements'}, {'sim_time': '2023-02-13 10:30', 'summary': ""Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria completes routine with energy but divided focus on streaming ideas) ; Wrapping up routine while lightly considering day's streaming plans""}, {'sim_time': '2023-02-13 10:45', 'summary': ""Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; while drifting (attentional_leak) toward Twitch stream content planning ; (Maria's routine focus is slipping toward streaming ideas) ; Completing morning routine while considering Twitch stream ideas""}, {'sim_time': '2023-02-13 11:00', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; while drifting (attentional_leak) toward Stream content planning ; (Maria transitions to studying with mild streaming thoughts.) ; Reviewing physics notes while thinking about stream content planning'}, {'sim_time': '2023-02-13 11:15', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; while drifting (attentional_leak) toward Stream content planning ; (Maria is partially focused on studies, distracted by streaming ideas.) ; Studying physics while periodically checking phone to note stream ideas'}]",Maria Lopez is at Oak_Hill_College:library doing study.,,partial,med,slipping,med,Twitch stream content planning,low,Recurring distraction towards streaming ideas during study time,"['phone notifications', 'streaming ideas', 'library environment']",Need to balance study focus with quick streaming brainstorming bursts,continue,Maria's physics studies are partially derailed by persistent stream planning thoughts,Maria maintains partial alignment with studies but shows consistent drift toward streaming content planning,2023-02-13 11:30:00,Oak_Hill_College:library,study,2023-02-13 11:30:00,15,Physics study with streaming idea notes,Continuing physics review while jotting occasional stream thoughts,True,behavioral,Stream content planning,switching between physics notes and stream notes app,0.6000000000000001,Might refocus when phone battery gets low,Maria's energetic enthusiasm for streaming keeps pulling focus from physics problems despite library setting,2023-02-13 11:30:00,15,2023-02-13 11:30:00,15,Oak_Hill_College:library,switching between physics notes and stream notes app,Physics study with stream planning,True,behavioral,0.6000000000000001,Stream content planning,Alternating between physics equations and planning next Twitch stream content,2023-02-13 11:45
cogito-2.1:671b-cloud,1.0,Maria Lopez,2023-02-13 11:45:00,15,Oak_Hill_College:library,switching between physics notes and stream notes app,"whispered conversations, rustle of papers, phone pings with email notifications, scent of old books","[{'sim_time': '2023-02-13 10:30', 'summary': ""Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria completes routine with energy but divided focus on streaming ideas) ; Wrapping up routine while lightly considering day's streaming plans""}, {'sim_time': '2023-02-13 10:45', 'summary': ""Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; while drifting (attentional_leak) toward Twitch stream content planning ; (Maria's routine focus is slipping toward streaming ideas) ; Completing morning routine while considering Twitch stream ideas""}, {'sim_time': '2023-02-13 11:00', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; while drifting (attentional_leak) toward Stream content planning ; (Maria transitions to studying with mild streaming thoughts.) ; Reviewing physics notes while thinking about stream content planning'}, {'sim_time': '2023-02-13 11:15', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; while drifting (attentional_leak) toward Stream content planning ; (Maria is partially focused on studies, distracted by streaming ideas.) ; Studying physics while periodically checking phone to note stream ideas'}, {'sim_time': '2023-02-13 11:30', 'summary': ""Maria Lopez is at Oak_Hill_College:library doing switching between physics notes and stream notes app about Physics study with stream planning ; while drifting (behavioral) toward Stream content planning ; (Maria's physics studies are partially derailed by persistent stream planning thoughts) ; Alternating between physics equations and planning next Twitch stream content""}]",Maria Lopez is at Oak_Hill_College:library doing switching between physics notes and stream notes app.,,off_track,med,slipping,med,stream content planning,med,persistent recurrence of stream planning during study time,"['phone notifications', 'stream planning ideas', 'library environment distractions']",Maria needs to refocus on physics for the last 15 minutes before lunch.,reset_plan,Maria is struggling to focus on physics as stream planning dominates her thoughts.,"Persistent stream thoughts are diverting Maria from her study plan, requiring intervention.",2023-02-13 11:45:00,Oak_Hill_College:library,study,2023-02-13 11:45:00,15,Studying physics and participating in online discussions.,Gently redirecting focus to review physics concepts before lunch,False,none,,continue,0.0,,,2023-02-13 11:45:00,15,2023-02-13 11:45:00,15,Oak_Hill_College:library,study,Studying physics and participating in online discussions.,False,none,0.0,,Gently redirecting focus to review physics concepts before lunch,2023-02-13 12:00
cogito-2.1:671b-cloud,1.0,Maria Lopez,2023-02-13 12:00:00,15,Oak_Hill_College:library,study,"clinking of mugs, aroma of coffee, background chatter, phone vibrating with stream alerts","[{'sim_time': '2023-02-13 10:45', 'summary': ""Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; while drifting (attentional_leak) toward Twitch stream content planning ; (Maria's routine focus is slipping toward streaming ideas) ; Completing morning routine while considering Twitch stream ideas""}, {'sim_time': '2023-02-13 11:00', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; while drifting (attentional_leak) toward Stream content planning ; (Maria transitions to studying with mild streaming thoughts.) ; Reviewing physics notes while thinking about stream content planning'}, {'sim_time': '2023-02-13 11:15', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; while drifting (attentional_leak) toward Stream content planning ; (Maria is partially focused on studies, distracted by streaming ideas.) ; Studying physics while periodically checking phone to note stream ideas'}, {'sim_time': '2023-02-13 11:30', 'summary': ""Maria Lopez is at Oak_Hill_College:library doing switching between physics notes and stream notes app about Physics study with stream planning ; while drifting (behavioral) toward Stream content planning ; (Maria's physics studies are partially derailed by persistent stream planning thoughts) ; Alternating between physics equations and planning next Twitch stream content""}, {'sim_time': '2023-02-13 11:45', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; (Maria is struggling to focus on physics as stream planning dominates her thoughts.) ; Gently redirecting focus to review physics concepts before lunch'}]",Maria Lopez is at Oak_Hill_College:library doing study.,,partial,med,slipping,med,stream content planning,med,Persistent intrusion of streaming thoughts during study time,"['phone vibrating with stream alerts', 'background chatter', 'aroma of coffee']",Needs a conscious break from studies to channel streaming energy before refocusing,switch_topic,Maria's focus is divided between studies and streaming ambitions despite attempts to redirect attention,"Physics study is being consistently disrupted by strong streaming thoughts, requiring intervention before next task",2023-02-13 12:00:00,Hobbs_Cafe:main_floor,lunch,2023-02-13 12:00:00,15,Lunch with stream planning focus,Transitioning to lunch while incorporating stream planning thoughts productively,True,behavioral,Stream content planning,Eats while actively taking notes and responding to stream alerts,0.7000000000000001,May refocus after stream ideas are captured,"Maria's passion for streaming keeps pulling focus, overriding lunch plans despite physical location change",2023-02-13 12:00:00,15,2023-02-13 12:00:00,15,Hobbs_Cafe:main_floor,Eats while actively taking notes and responding to stream alerts,Lunch with stream planning focus,True,behavioral,0.7000000000000001,Stream content planning,Eating lunch at Hobbs Cafe while taking notes and responding to Twitch stream alerts,2023-02-13 12:15
cogito-2.1:671b-cloud,1.0,Maria Lopez,2023-02-13 12:15:00,15,Hobbs_Cafe:main_floor,Eats while actively taking notes and responding to stream alerts,"clinking of mugs, aroma of coffee, background chatter, phone vibrating with stream alerts","[{'sim_time': '2023-02-13 11:00', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; while drifting (attentional_leak) toward Stream content planning ; (Maria transitions to studying with mild streaming thoughts.) ; Reviewing physics notes while thinking about stream content planning'}, {'sim_time': '2023-02-13 11:15', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; while drifting (attentional_leak) toward Stream content planning ; (Maria is partially focused on studies, distracted by streaming ideas.) ; Studying physics while periodically checking phone to note stream ideas'}, {'sim_time': '2023-02-13 11:30', 'summary': ""Maria Lopez is at Oak_Hill_College:library doing switching between physics notes and stream notes app about Physics study with stream planning ; while drifting (behavioral) toward Stream content planning ; (Maria's physics studies are partially derailed by persistent stream planning thoughts) ; Alternating between physics equations and planning next Twitch stream content""}, {'sim_time': '2023-02-13 11:45', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; (Maria is struggling to focus on physics as stream planning dominates her thoughts.) ; Gently redirecting focus to review physics concepts before lunch'}, {'sim_time': '2023-02-13 12:00', 'summary': ""Maria Lopez is at Hobbs_Cafe:main_floor doing Eats while actively taking notes and responding to stream alerts about Lunch with stream planning focus ; while drifting (behavioral) toward Stream content planning ; (Maria's focus is divided between studies and streaming ambitions despite attempts to redirect attention) ; Eating lunch at Hobbs Cafe while taking notes and responding to Twitch stream alerts""}]",Maria Lopez is at Hobbs_Cafe:main_floor doing Eats while actively taking notes and responding to stream alerts.,,partial,med,slipping,med,stream content planning,low,Persistent focus on streaming over academic responsibilities,"['Twitch stream alerts', 'phone vibrations', 'cafe chatter', 'stream planning thoughts']",Maria needs structured time blocks for streaming vs studying to prevent overlap,reset_plan,"Consistently distracted by streaming during study/lunch time, requiring intervention","Maria's attention is consistently split, with stream planning dominating over academic focus throughout the morning",2023-02-13 12:15:00,Hobbs_Cafe:main_floor,lunch,2023-02-13 12:15:00,15,Lunch at her favorite cafe while catching up on messages.,Enjoying meal with intentional break from both studies and streaming,False,none,,continue,0.0,,,2023-02-13 12:15:00,15,2023-02-13 12:15:00,15,Hobbs_Cafe:main_floor,lunch,Lunch at her favorite cafe while catching up on messages.,False,none,0.0,,Enjoying meal with intentional break from both studies and streaming,2023-02-13 12:30
