llm_model,temp,agent,datetime_start_o,duration_min_o,location_o,action_o,environment_description_o,recent_history_o,state_summary_o,topic_o,plan_alignment_r,boredom_fatigue_r,attention_stability_r,rumination_level_r,rumination_theme_r,emotional_residue_r,emerging_thought_pattern_r,competing_stimuli_r,executive_insight_r,meta_rule_r,state_summary_r,reasoning_r,datetime_start_r,location_p,action_p,datetime_start_p,duration_min_p,topic_p,state_summary_p,should_drift_d,drift_type_d,drift_topic_d,drift_action_d,drift_intensity_d,potential_recovery_d,justification_d,datetime_start_d,duration_min_d,datetime_start_a,duration_min_a,location_a,action_a,topic_a,should_drift_a,drift_type_a,drift_intensity_a,state_summary_a,drift_topic_a,next_datetime_a
cogito-2.1:671b-cloud,0.0,Maria Lopez,2023-02-13 10:00:00,15,home:bathroom,morning_routine,"splashing water, scent of citrus body wash, phone buzzing with social media alerts, bright morning light",[],Maria Lopez is at home:bathroom doing morning_routine.,Maria wakes up feeling energetic.,aligned,low,stable,none,,none,,['phone buzzing with social media alerts'],,continue,"Maria begins her day energetically, following her morning routine as planned.","Maria is aligned with her schedule, showing no signs of drift or fatigue.",2023-02-13 10:00:00,home:bathroom,morning_routine,2023-02-13 10:00:00,15,Maria wakes up feeling energetic.,Continuing morning routine with energy and focus,False,none,,continue,0.0,,,2023-02-13 10:00:00,15,2023-02-13 10:00:00,15,home:bathroom,morning_routine,Maria wakes up feeling energetic.,False,none,0.0,Continuing morning routine with energy and focus,,2023-02-13 10:15
cogito-2.1:671b-cloud,0.0,Maria Lopez,2023-02-13 10:15:00,15,home:bathroom,morning_routine,"splashing water, scent of citrus body wash, phone buzzing with social media alerts, bright morning light","[{'sim_time': '2023-02-13 10:00', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria begins her day energetically, following her morning routine as planned.) ; Continuing morning routine with energy and focus'}]",Maria Lopez is at home:bathroom doing morning_routine.,,aligned,low,stable,none,,none,,['phone buzzing with social media alerts'],,continue,Maria maintains morning routine with energy and focus,Maria is following her planned routine with no signs of drift or distraction,2023-02-13 10:15:00,home:bathroom,morning_routine,2023-02-13 10:15:00,15,Maria wakes up feeling energetic.,Continuing morning routine with energy and focus,False,none,,continue,0.0,,,2023-02-13 10:15:00,15,2023-02-13 10:15:00,15,home:bathroom,morning_routine,Maria wakes up feeling energetic.,False,none,0.0,Continuing morning routine with energy and focus,,2023-02-13 10:30
cogito-2.1:671b-cloud,0.0,Maria Lopez,2023-02-13 10:30:00,15,home:bathroom,morning_routine,"splashing water, scent of citrus body wash, phone buzzing with social media alerts, bright morning light","[{'sim_time': '2023-02-13 10:00', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria begins her day energetically, following her morning routine as planned.) ; Continuing morning routine with energy and focus'}, {'sim_time': '2023-02-13 10:15', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria maintains morning routine with energy and focus) ; Continuing morning routine with energy and focus'}]",Maria Lopez is at home:bathroom doing morning_routine.,,aligned,low,stable,none,,none,,['phone buzzing with social media alerts'],,continue,Maria maintains energetic morning routine with focus,Maria is following her morning routine as planned with consistent energy and no signs of drift.,2023-02-13 10:30:00,home:bathroom,morning_routine,2023-02-13 10:30:00,15,Maria wakes up feeling energetic.,Finishing morning routine with energy,False,none,,continue,0.0,,,2023-02-13 10:30:00,15,2023-02-13 10:30:00,15,home:bathroom,morning_routine,Maria wakes up feeling energetic.,False,none,0.0,Finishing morning routine with energy,,2023-02-13 10:45
cogito-2.1:671b-cloud,0.0,Maria Lopez,2023-02-13 10:45:00,15,home:bathroom,morning_routine,"splashing water, scent of citrus body wash, phone buzzing with social media alerts, bright morning light","[{'sim_time': '2023-02-13 10:00', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria begins her day energetically, following her morning routine as planned.) ; Continuing morning routine with energy and focus'}, {'sim_time': '2023-02-13 10:15', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria maintains morning routine with energy and focus) ; Continuing morning routine with energy and focus'}, {'sim_time': '2023-02-13 10:30', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria maintains energetic morning routine with focus) ; Finishing morning routine with energy'}]",Maria Lopez is at home:bathroom doing morning_routine.,,aligned,low,stable,none,,none,,['phone buzzing with social media alerts'],,continue,Maria maintains energetic morning routine with focus,Maria is following her morning routine as planned with consistent energy and focus.,2023-02-13 10:45:00,home:bathroom,morning_routine,2023-02-13 10:45:00,15,Maria wakes up feeling energetic.,Completing morning routine before next activity,True,attentional_leak,upcoming physics study session,checking phone notifications,0.30000000000000004,Will refocus after quick check,Maria's energetic nature makes her curious about notifications while thinking ahead to physics studies.,2023-02-13 10:45:00,15,2023-02-13 10:45:00,15,home:bathroom,morning_routine,Maria wakes up feeling energetic.,True,attentional_leak,0.30000000000000004,Completing morning routine while thinking about physics study session,upcoming physics study session,2023-02-13 11:00
cogito-2.1:671b-cloud,0.0,Maria Lopez,2023-02-13 11:00:00,15,home:bathroom,morning_routine,"whispered conversations, rustle of papers, phone pings with email notifications, scent of old books","[{'sim_time': '2023-02-13 10:00', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria begins her day energetically, following her morning routine as planned.) ; Continuing morning routine with energy and focus'}, {'sim_time': '2023-02-13 10:15', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria maintains morning routine with energy and focus) ; Continuing morning routine with energy and focus'}, {'sim_time': '2023-02-13 10:30', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria maintains energetic morning routine with focus) ; Finishing morning routine with energy'}, {'sim_time': '2023-02-13 10:45', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; while drifting (attentional_leak) toward upcoming physics study session ; (Maria maintains energetic morning routine with focus) ; Completing morning routine while thinking about physics study session'}]",Maria Lopez is at home:bathroom doing morning_routine.,,aligned,low,slipping,low,upcoming physics study session,none,anticipatory thoughts about study session,['upcoming physics study session'],Maria's attention is drifting to studies; transition to library soon to channel focus.,continue,"Maria completed morning routine, now transitioning to study session.",Maria maintained morning routine focus but shows early signs of study anticipation; energy remains high.,2023-02-13 11:00:00,Oak_Hill_College:library,study,2023-02-13 11:00:00,15,Studying physics and participating in online discussions.,Transitioning to library for focused physics study,True,attentional_leak,upcoming physics study session,studying physics,0.4,Will refocus when reaching library environment,Maria's energetic mind is already jumping ahead to her physics studies while transitioning.,2023-02-13 11:00:00,15,2023-02-13 11:00:00,15,Oak_Hill_College:library,study,Studying physics and participating in online discussions.,True,attentional_leak,0.4,Studying physics at the library while mind drifts to study topics,upcoming physics study session,2023-02-13 11:15
cogito-2.1:671b-cloud,0.0,Maria Lopez,2023-02-13 11:15:00,15,Oak_Hill_College:library,study,"whispered conversations, rustle of papers, phone pings with email notifications, scent of old books","[{'sim_time': '2023-02-13 10:00', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria begins her day energetically, following her morning routine as planned.) ; Continuing morning routine with energy and focus'}, {'sim_time': '2023-02-13 10:15', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria maintains morning routine with energy and focus) ; Continuing morning routine with energy and focus'}, {'sim_time': '2023-02-13 10:30', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria maintains energetic morning routine with focus) ; Finishing morning routine with energy'}, {'sim_time': '2023-02-13 10:45', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; while drifting (attentional_leak) toward upcoming physics study session ; (Maria maintains energetic morning routine with focus) ; Completing morning routine while thinking about physics study session'}, {'sim_time': '2023-02-13 11:00', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; while drifting (attentional_leak) toward upcoming physics study session ; (Maria completed morning routine, now transitioning to study session.) ; Studying physics at the library while mind drifts to study topics'}]",Maria Lopez is at Oak_Hill_College:library doing study.,,partial,low,slipping,low,upcoming physics study session,low,preoccupation with study topics despite being in study session,"['phone pings with email notifications', 'whispered conversations', 'rustle of papers']",Maria's mind is ahead of her current task; refocus on present study material.,continue,"Maria studies physics but drifts to future topics, maintaining partial focus.",Maria shows mild attentional drift but remains engaged with physics; no major fatigue detected.,2023-02-13 11:15:00,Oak_Hill_College:library,study,2023-02-13 11:15:00,15,Studying physics and participating in online discussions.,Continuing physics study with focus on present material,True,attentional_leak,upcoming Twitch stream ideas,browsing stream analytics on phone,0.5,Will refocus when library notification sounds,"Maria's energetic mind wanders to streaming while studying physics, drawn by phone notifications.",2023-02-13 11:15:00,15,2023-02-13 11:15:00,15,Oak_Hill_College:library,study,Studying physics and participating in online discussions.,True,attentional_leak,0.5,Studying physics at the library while mind drifts to Twitch stream planning,upcoming Twitch stream ideas,2023-02-13 11:30
cogito-2.1:671b-cloud,0.0,Maria Lopez,2023-02-13 11:30:00,15,Oak_Hill_College:library,study,"whispered conversations, rustle of papers, phone pings with email notifications, scent of old books","[{'sim_time': '2023-02-13 10:15', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria maintains morning routine with energy and focus) ; Continuing morning routine with energy and focus'}, {'sim_time': '2023-02-13 10:30', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria maintains energetic morning routine with focus) ; Finishing morning routine with energy'}, {'sim_time': '2023-02-13 10:45', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; while drifting (attentional_leak) toward upcoming physics study session ; (Maria maintains energetic morning routine with focus) ; Completing morning routine while thinking about physics study session'}, {'sim_time': '2023-02-13 11:00', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; while drifting (attentional_leak) toward upcoming physics study session ; (Maria completed morning routine, now transitioning to study session.) ; Studying physics at the library while mind drifts to study topics'}, {'sim_time': '2023-02-13 11:15', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; while drifting (attentional_leak) toward upcoming Twitch stream ideas ; (Maria studies physics but drifts to future topics, maintaining partial focus.) ; Studying physics at the library while mind drifts to Twitch stream planning'}]",Maria Lopez is at Oak_Hill_College:library doing study.,,partial,med,slipping,low,upcoming Twitch stream ideas,low,recurring shift from physics study to creative stream planning,"['phone pings with email notifications', 'upcoming Twitch stream ideas']",Maria needs to refocus on physics or transition to stream planning,continue,Maria is partially focused on physics while distracted by stream ideas,"Maria's attention is splitting between current study and future stream, showing moderate drift",2023-02-13 11:30:00,Oak_Hill_College:library,study,2023-02-13 11:30:00,15,Physics study with emerging stream ideas,Continuing physics study while stream ideas surface,True,behavioral,upcoming Twitch stream ideas,checking phone for stream notifications,0.6000000000000001,May return to physics after quick stream-related check,Maria's energetic nature pulls her toward more engaging stream planning despite physics study.,2023-02-13 11:30:00,15,2023-02-13 11:30:00,15,Oak_Hill_College:library,checking phone for stream notifications,upcoming Twitch stream ideas,True,behavioral,0.6000000000000001,Checking phone for stream notifications at the library while thinking about Twitch ideas,upcoming Twitch stream ideas,2023-02-13 11:45
cogito-2.1:671b-cloud,0.0,Maria Lopez,2023-02-13 11:45:00,15,Oak_Hill_College:library,checking phone for stream notifications,"whispered conversations, rustle of papers, phone pings with email notifications, scent of old books","[{'sim_time': '2023-02-13 10:30', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; (Maria maintains energetic morning routine with focus) ; Finishing morning routine with energy'}, {'sim_time': '2023-02-13 10:45', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; while drifting (attentional_leak) toward upcoming physics study session ; (Maria maintains energetic morning routine with focus) ; Completing morning routine while thinking about physics study session'}, {'sim_time': '2023-02-13 11:00', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; while drifting (attentional_leak) toward upcoming physics study session ; (Maria completed morning routine, now transitioning to study session.) ; Studying physics at the library while mind drifts to study topics'}, {'sim_time': '2023-02-13 11:15', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; while drifting (attentional_leak) toward upcoming Twitch stream ideas ; (Maria studies physics but drifts to future topics, maintaining partial focus.) ; Studying physics at the library while mind drifts to Twitch stream planning'}, {'sim_time': '2023-02-13 11:30', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing checking phone for stream notifications about upcoming Twitch stream ideas ; while drifting (behavioral) toward upcoming Twitch stream ideas ; (Maria is partially focused on physics while distracted by stream ideas) ; Checking phone for stream notifications at the library while thinking about Twitch ideas'}]",Maria Lopez is at Oak_Hill_College:library doing checking phone for stream notifications.,,off_track,med,slipping,med,upcoming Twitch stream ideas,low,persistent shift from study to streaming content planning,"['phone notifications', 'stream ideas', 'library environment distractions']",Maria needs to refocus on physics or transition fully to stream planning to prevent divided attention.,reset_plan,"Maria is distracted by stream planning during study time, showing divided focus.",Behavioral drift to phone checking indicates study plan is compromised; needs redirection.,2023-02-13 11:45:00,Oak_Hill_College:library,study,2023-02-13 11:45:00,15,Studying physics and participating in online discussions.,Refocusing on physics with reduced cognitive load,False,none,,continue,0.0,,,2023-02-13 11:45:00,15,2023-02-13 11:45:00,15,Oak_Hill_College:library,study,Studying physics and participating in online discussions.,False,none,0.0,Refocusing on physics with reduced cognitive load,,2023-02-13 12:00
cogito-2.1:671b-cloud,0.0,Maria Lopez,2023-02-13 12:00:00,15,Oak_Hill_College:library,study,"clinking of mugs, aroma of coffee, background chatter, phone vibrating with stream alerts","[{'sim_time': '2023-02-13 10:45', 'summary': 'Maria Lopez is at home:bathroom doing morning_routine about Maria wakes up feeling energetic. ; while drifting (attentional_leak) toward upcoming physics study session ; (Maria maintains energetic morning routine with focus) ; Completing morning routine while thinking about physics study session'}, {'sim_time': '2023-02-13 11:00', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; while drifting (attentional_leak) toward upcoming physics study session ; (Maria completed morning routine, now transitioning to study session.) ; Studying physics at the library while mind drifts to study topics'}, {'sim_time': '2023-02-13 11:15', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; while drifting (attentional_leak) toward upcoming Twitch stream ideas ; (Maria studies physics but drifts to future topics, maintaining partial focus.) ; Studying physics at the library while mind drifts to Twitch stream planning'}, {'sim_time': '2023-02-13 11:30', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing checking phone for stream notifications about upcoming Twitch stream ideas ; while drifting (behavioral) toward upcoming Twitch stream ideas ; (Maria is partially focused on physics while distracted by stream ideas) ; Checking phone for stream notifications at the library while thinking about Twitch ideas'}, {'sim_time': '2023-02-13 11:45', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; (Maria is distracted by stream planning during study time, showing divided focus.) ; Refocusing on physics with reduced cognitive load'}]",Maria Lopez is at Oak_Hill_College:library doing study.,,partial,med,slipping,med,upcoming Twitch stream ideas,low,persistent distraction by stream planning during study time,"['phone vibrating with stream alerts', 'background chatter', 'aroma of coffee']",Maria needs to compartmentalize study and streaming to maintain focus during each activity.,continue,Maria is transitioning to lunch with residual stream thoughts.,"Maria shows partial focus with recurring stream distractions, but is attempting to refocus on current tasks.",2023-02-13 12:00:00,Hobbs_Cafe:main_floor,lunch,2023-02-13 12:00:00,15,Lunch at her favorite cafe while catching up on messages.,Transitioning to lunch with stream thoughts in background,True,attentional_leak,upcoming Twitch stream ideas,checking phone for stream notifications,0.6000000000000001,May refocus after checking notifications,Maria's persistent stream thoughts and phone alerts pull her attention during lunch.,2023-02-13 12:00:00,15,2023-02-13 12:00:00,15,Hobbs_Cafe:main_floor,lunch,Lunch at her favorite cafe while catching up on messages.,True,attentional_leak,0.6000000000000001,Eating lunch while checking phone for stream notifications,upcoming Twitch stream ideas,2023-02-13 12:15
cogito-2.1:671b-cloud,0.0,Maria Lopez,2023-02-13 12:15:00,15,Hobbs_Cafe:main_floor,lunch,"clinking of mugs, aroma of coffee, background chatter, phone vibrating with stream alerts","[{'sim_time': '2023-02-13 11:00', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; while drifting (attentional_leak) toward upcoming physics study session ; (Maria completed morning routine, now transitioning to study session.) ; Studying physics at the library while mind drifts to study topics'}, {'sim_time': '2023-02-13 11:15', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; while drifting (attentional_leak) toward upcoming Twitch stream ideas ; (Maria studies physics but drifts to future topics, maintaining partial focus.) ; Studying physics at the library while mind drifts to Twitch stream planning'}, {'sim_time': '2023-02-13 11:30', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing checking phone for stream notifications about upcoming Twitch stream ideas ; while drifting (behavioral) toward upcoming Twitch stream ideas ; (Maria is partially focused on physics while distracted by stream ideas) ; Checking phone for stream notifications at the library while thinking about Twitch ideas'}, {'sim_time': '2023-02-13 11:45', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; (Maria is distracted by stream planning during study time, showing divided focus.) ; Refocusing on physics with reduced cognitive load'}, {'sim_time': '2023-02-13 12:00', 'summary': 'Maria Lopez is at Hobbs_Cafe:main_floor doing lunch about Lunch at her favorite cafe while catching up on messages. ; while drifting (attentional_leak) toward upcoming Twitch stream ideas ; (Maria is transitioning to lunch with residual stream thoughts.) ; Eating lunch while checking phone for stream notifications'}]",Maria Lopez is at Hobbs_Cafe:main_floor doing lunch.,,partial,med,slipping,med,upcoming Twitch stream ideas,low,persistent stream-related thoughts during study and leisure,"['phone vibrating with stream alerts', 'background chatter at cafe', 'upcoming rock climbing session']",Maria needs to compartmentalize stream planning to prevent academic interference,continue,Maria is having lunch while distracted by stream notifications and ideas,"Maria shows consistent drift toward stream planning during both study and leisure, indicating a preoccupation that's affecting focus",2023-02-13 12:15:00,Hobbs_Cafe:main_floor,lunch,2023-02-13 12:15:00,15,Lunch while managing stream notifications,Continuing lunch while intermittently checking stream alerts,True,behavioral,upcoming Twitch stream ideas,actively checking phone and responding to stream notifications,0.7000000000000001,may refocus after responding to urgent notifications,Maria's persistent stream thoughts and vibrating phone pull her focus from lunch to stream management.,2023-02-13 12:15:00,15,2023-02-13 12:15:00,15,Hobbs_Cafe:main_floor,actively checking phone and responding to stream notifications,upcoming Twitch stream ideas,True,behavioral,0.7000000000000001,Actively checking phone and responding to stream notifications at Hobbs Cafe,upcoming Twitch stream ideas,2023-02-13 12:30
